link_id,sh,position,class,group,vc_peak,vcf_peak,los_peak,x1,y1,x2,y2
l_101,,peripheral,arterial,West,0.4163486225799736,2.1957252238168796,F,59.782838745666176,15.862190012256894,60.32709458729514,15.906228114512503
l_471,,peripheral,arterial,West,0.9552619009711829,2.799046412239033,F,31.82965529481993,40.88746036142578,32.22183634060601,40.93435165342156
l_841,,peripheral,arterial,East,0.7751437245655965,2.9508953943670413,F,112.74875557728336,29.31319530064335,112.90643392091758,29.607549191535874
l_409,,peripheral,arterial,West,0.6384110657918071,3.4514988185270905,F,42.27750110402087,36.831667139459704,42.92154396938171,36.38745235419842
l_202,,boundary,arterial,West,1.1047689191677408,4.98801525922931,F,48.93391582845936,72.54659555733755,49.18592036398048,73.24465908987568
l_466,,peripheral,arterial,West,0.7171029042667623,2.1855518763149897,F,31.868615064405507,12.130798071536567,32.076023128003456,11.586483453407137
l_859,,peripheral,arterial,West,0.7872982548222018,6.29082176490199,F,56.53439827646412,28.327071268331206,57.80877329498813,29.0603833529227
l_2581,,peripheral,arterial,West,0.718562874251497,4.06138077044601,F,45.75882620164784,64.22663319610409,46.10449399598235,64.26860438115683
l_2138,,peripheral,motorway,MWY,0.13333333333333333,0.24445571614975,A,57.404808572559816,47.256589734658704,57.584649395813265,47.577600920728216
l_968,,inner,arterial,CBD,0.48007681228996646,2.7981232054684866,F,94.98858867076105,63.2648424423794,95.11297254975042,62.938214680546714
l_703,,inner,arterial,CBD,2.526670409882089,3.5915261774788694,F,61.71436455584005,46.33951391972756,62.86214392946015,48.45347848858139
l_2639,,boundary,arterial,East,0.5155746509129968,1.1967329173607735,F,63.20769144477789,62.473832463053,63.366814280569855,62.84927358523913
l_977,,peripheral,arterial,West,0.7171029042667623,1.5559953697829685,F,34.320858529040066,4.788884331062761,34.54057727193056,3.730841017458006
l_808,,peripheral,arterial,East,0.6467608062951385,1.1858329980095004,F,72.51738312095013,20.357134741317427,72.63653273477681,20.922492786809368
l_1421,,peripheral,arterial,West,1.2768221315836141,2.1181336207825767,F,28.948483104308647,64.0474516095016,29.063093303299656,63.180523259673606
l_622,,inner,arterial,CBD,0.7365126127784938,2.672478118699147,F,52.99486639803911,84.09342026471842,53.20093694328608,84.65719116161277
l_1551,SH1N,peripheral,motorway,MWY,0.26666666666666666,2.565212672477435,F,59.65982002533505,31.593852493517105,60.41795046645113,31.444772892617085
l_191,,peripheral,arterial,West,0.8326972451599473,0.6059026516986726,C,34.82097578557332,1.239292220401202,35.52025654373531,1.4427167203535378
l_1662,SH1N,peripheral,motorway,MWY,0.26666666666666666,0.6542414518079057,C,24.217517569694923,94.32186840915018,25.298401125229688,96.8105361307028
l_1419,,peripheral,arterial,East,1.785980056556035,3.9258830462979653,F,96.91823777215785,55.95885743573806,97.17704338533345,55.8459450532657
l_1760,,peripheral,arterial,West,0.34657039711191334,0.8678171175817355,E,53.553734176604436,24.65219235935953,54.573612108611755,24.55237793946717
l_258,,peripheral,arterial,West,0.2729630135116692,0.8465075139655471,E,16.058494501113277,15.310789384286009,16.358777119211265,15.089117718826287
l_417,,boundary,arterial,West,0.7365126127784938,0.5298468059738629,C,47.50995239258099,69.59980472525197,47.66855459712167,69.94823975047932
l_2618,,peripheral,motorway,MWY,0.13333333333333333,0.2385256292241337,A,57.584649395813265,47.577600920728216,57.78871273177006,48.03329872426798
l_896,,boundary,arterial,West,3.7803213273128216,3.7864278721525615,F,60.98902377665546,61.24441366475997,61.484449617654434,60.9920624452506
l_29,,peripheral,arterial,East,0.34657039711191334,0.8514882094618487,E,62.96845920756803,22.398014489575356,63.20600543557695,22.31256086351536
l_36,,peripheral,arterial,East,0.43917435221783047,1.112210783622958,F,97.53388054729031,11.947968259590294,98.50670295029522,11.659621214841225
l_290,,peripheral,arterial,West,1.260107109104274,0.6096242415999469,C,59.436040302780505,61.921607193387665,59.673136359685195,61.809142099580896
l_236,,peripheral,arterial,East,1.162715586848395,3.9205694164690055,F,108.46982879201212,22.528156201237426,109.33551067936077,23.484989208777264
l_941,,boundary,arterial,East,0.7897854416216927,0.8765759583108684,E,87.4285688494408,74.16157052757397,88.09839164167468,73.93295303960706
l_2671,,peripheral,motorway,MWY,0.13333333333333333,0.06177312746121657,A,57.00066621402222,46.561331295919516,57.07606649067734,45.82230530453909
l_1175,,peripheral,arterial,West,0.5904736911166514,2.617832788441188,F,51.85167599897967,19.575456539565796,52.058685768613564,20.193263164454763
l_1770,SH1N,peripheral,motorway,MWY,0.3333333333333333,2.5568588851075007,F,61.19880836747479,31.349325136469357,62.370841689415734,31.246673889014883
l_2462,,inner,arterial,CBD,0.43914220888531064,1.8503064971848078,F,65.18380297971082,57.62674891718764,65.43534998947828,58.297777320738305
l_395,,boundary,arterial,East,1.4683089974712455,2.2833451860223573,F,92.59159550062452,59.4715317246036,93.37341533518043,60.59214800095314
l_2424,SH1N,boundary,motorway,MWY,0.3333333333333333,2.497682189986212,F,55.13420368523813,36.10938411357112,55.91392852760065,34.77076307673768
l_357,,boundary,arterial,East,5.661044934544168,4.316649656999455,F,65.84798720220324,53.560550321934564,66.63071109769622,52.38399397535276
l_143,,boundary,arterial,East,1.4268727705112962,6.547596663746081,F,80.0505810352026,72.62242364508671,80.52577913799671,72.4514808872032
l_562,,peripheral,arterial,West,0.2729630135116692,0.7541500694840071,D,42.57225880891554,28.015686351077534,43.12596193946024,28.573098333344394
l_898,,peripheral,arterial,East,1.6888722086695442,1.7496706474218235,F,113.56351492893005,24.05479541409066,116.80502461872207,21.859174218520465
l_457,,peripheral,arterial,West,0.47763095048559145,0.7116076432457465,D,3.5933442076091624,48.29274966595289,4.01069811661876,48.52842067021391
l_1909,,peripheral,arterial,East,2.4929884699283265,2.2127031686831806,F,122.60582264572177,41.399308708747704,122.69567547108049,41.037232735666066
l_373,,boundary,arterial,East,0.48007681228996646,2.784579838398632,F,95.11297254975042,62.938214680546714,95.31776585544671,62.25874835829025
l_60,,peripheral,arterial,West,0.8512147543890761,3.4446625648781253,F,38.11387922865658,39.772649092279735,39.35853243396495,38.885039799948636
l_2154,,peripheral,motorway,MWY,0.26666666666666666,0.24601751824156903,A,56.50542690938186,48.00283151305364,57.00066621402222,46.561331295919516
l_146,,peripheral,arterial,East,0.6990834239552587,2.762386089933152,F,64.61339702017465,18.47590338906229,64.70680343127532,18.82552712761103
l_247,,boundary,arterial,East,1.260107109104274,5.406130637544712,F,82.82720406952839,46.46343850540144,83.04003216242377,46.21626127244332
l_1277,,boundary,arterial,East,1.317426626655932,1.6378785634484123,F,65.84702091206691,59.39827931212193,66.12130419645351,60.122941141567935
l_1865,,peripheral,arterial,East,0.6990834239552587,2.3558876525247574,F,66.47509144954758,25.117145745831465,66.75532766474298,26.166014510986074
l_707,,peripheral,arterial,West,0.4094445202675038,0.8449656937361529,E,18.59505976300408,13.751167999895477,20.12700620431193,14.317854676588565
l_393,,peripheral,arterial,East,0.6467608062951385,1.0611504184396912,F,79.60262002906941,32.009813320113814,80.33730487909686,32.94215722915171
l_1926,,boundary,arterial,West,0.5155746509129968,1.1646438814735656,F,61.583799926753976,58.12543558418083,61.74391316991776,58.55491233454933
l_964,,boundary,arterial,East,0.9321112319403448,2.010888669775193,F,71.35164153001558,36.081063964939304,71.55422769052936,36.45569729161111
l_781,,inner,arterial,CBD,0.6990834239552587,1.9022552619288273,F,71.86897455166532,37.01744642841837,72.95436136552796,38.10550277253727
l_582,,boundary,arterial,West,3.8363171355498724,2.585681264597309,F,60.64586369269479,55.60220742294849,61.293417623683446,55.34705758430491
l_1838,SH16,peripheral,motorway,MWY,0.1411764705882353,0.07331916369486752,A,44.31904864262321,20.146045198764536,46.71461786604591,22.750719440385005
l_334,,peripheral,arterial,East,1.2828736369467608,5.755609572184997,F,115.90088706272924,35.11920004960792,116.16471022858158,35.276436523052126
l_39,,peripheral,arterial,East,0.7751437245655965,2.701334598012308,F,107.5996265655099,44.62523258906839,107.8508495037269,44.107045863993605
l_2458,SH1N,boundary,motorway,MWY,0.3333333333333333,2.291113588710716,F,55.196227636265796,50.10791671258873,56.236816790672194,48.764506272463414
l_512,,peripheral,arterial,East,0.5629574028898481,1.0060957826806025,F,121.14212573432141,20.12950421223557,121.53125983628613,20.014121861290874
l_2388,,inner,arterial,CBD,0.39489272081084636,1.3249873677424513,F,99.25936730513611,68.42871382215652,99.71280601003023,68.25813010841078
l_1797,,inner,arterial,CBD,0.5923390812162695,1.2343809984129037,F,108.11669978191439,65.34510178786458,110.2771595696091,64.60216806600864
l_1763,,peripheral,arterial,West,1.03971119133574,3.9627744264824547,F,50.377877344433436,28.088799766079482,50.7546373797436,27.29811996730244
l_2449,,peripheral,arterial,West,0.3936491274111009,2.54366310958764,F,51.05021157094027,16.18484242311799,51.23987720628342,16.987227355129107
l_1561,,peripheral,arterial,West,38,23.03141847079348,F,47.765118335675915,72.83828332406051,48.84250379985112,72.305034748848
