day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee,model_version
1,Exp-Decay,No-Charge,0.5253333333333333,0.14163730403548222,0.14163730403548222,0.2925601160568592,0.08351672246459253,1628,1217,1108,0,v3-2026-07-30-trip-suppression-fix
2,Exp-Decay,No-Charge,0.5226666666666666,0.20909652881625568,0.20909652881625568,0.32807549202921515,0.07601612443870191,1452,1155,1163,0,v3-2026-07-30-trip-suppression-fix
3,Exp-Decay,No-Charge,0.5273333333333333,0.1426056160195234,0.1426056160195234,0.32371972902257223,0.0897560609749866,1521,1176,1279,0,v3-2026-07-30-trip-suppression-fix
4,Exp-Decay,No-Charge,0.532,0.10384795197227507,0.10384795197227507,0.42209596838754887,0.11897727804410888,1535,1180,1242,0,v3-2026-07-30-trip-suppression-fix
5,Exp-Decay,No-Charge,0.5473333333333333,0.1663091780429824,0.1663091780429824,0.4274610770313395,0.08344879485091664,1621,883,1236,0,v3-2026-07-30-trip-suppression-fix
6,Exp-Decay,No-Charge,0.5353333333333333,0.21233470249976247,0.21233470249976247,0.22783933074612212,0.07823607253323074,1453,1278,1288,0,v3-2026-07-30-trip-suppression-fix
7,Exp-Decay,No-Charge,0.5273333333333333,0.1782873072804983,0.1782873072804983,0.24854835747055956,0.1360844641956376,1712,1131,1225,0,v3-2026-07-30-trip-suppression-fix
8,Exp-Decay,No-Charge,0.5266666666666666,0.1172670317516861,0.1172670317516861,0.3213147827050835,0.09455571204295755,1583,1133,1234,0,v3-2026-07-30-trip-suppression-fix
9,Exp-Decay,No-Charge,0.49933333333333335,0.13793278705256376,0.13793278705256376,0.2636324126621943,0.07007359332755092,1688,1181,1220,0,v3-2026-07-30-trip-suppression-fix
10,Exp-Decay,No-Charge,0.542,0.181196411750832,0.181196411750832,0.26638481119759266,0.09884777877513026,1511,1129,1012,0,v3-2026-07-30-trip-suppression-fix
11,Exp-Decay,No-Charge,0.5033333333333333,0.12018381628357291,0.12018381628357291,0.4736130414343899,0.08614077932509663,1493,1102,1167,0,v3-2026-07-30-trip-suppression-fix
12,Exp-Decay,No-Charge,0.5306666666666666,0.14488058590688874,0.14488058590688874,0.3643455383427323,0.08699146934910305,1565,1081,1196,0,v3-2026-07-30-trip-suppression-fix
13,Exp-Decay,No-Charge,0.5366666666666666,0.13355271084523798,0.13355271084523798,0.28567786462563965,0.08136518092859295,1689,1123,1288,0,v3-2026-07-30-trip-suppression-fix
14,Exp-Decay,No-Charge,0.5113333333333333,0.14814600946852224,0.14814600946852224,0.2983903557939548,0.10957109532374959,1707,969,1215,0,v3-2026-07-30-trip-suppression-fix
