"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"C:\Users\vdiuser\github\SSC2026\netlogo\akl_traffic.nlogo"
"retiming"
"08/06/2026 03:50:00:109 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","135","0","100"
"[run number]","decision-rule","fee-regime","allow-retiming?","sched-delay-cost","n-sim-days","[step]","current-sim-day","peak-vc-inner","peak-vc-boundary","peak-vc-peripheral","count vehicles with [enters-cbd? = true]","count vehicles with [hour-shift != 0]","count vehicles with [hour-shift < 0]","count vehicles with [hour-shift > 0]","peak-ef-cbd","pct-los-ef-am-g ""CBD""","pct-los-ef-am-g ""MWY"""
"12","Q-Learning","tou","true","0.6","14","9","9","0.10456959878511837","0.48181362748507695","0.08768144745802348","871","573","282","291","87.03969783624464","85.3213130111264","90.2504629819991"
"9","Q-Learning","No-Charge","false","0.6","14","10","10","0.10331703183784022","0.5420090338532156","0.09373491449748542","809","0","0","0","84.24261359822809","81.9742988129229","90.22376478226845"
"11","Q-Learning","tou","false","0.6","14","10","10","0.08338358407603656","0.3857743891442984","0.06162641639733232","411","0","0","0","78.88470373319849","74.97725731258662","86.38161996661238"
"10","Q-Learning","No-Charge","true","0.6","14","10","10","0.13852973228778476","0.5479761889112551","0.10590522569250849","1017","442","207","235","92.02313970353642","84.9509073414047","90.25984590368382"
"12","Q-Learning","tou","true","0.6","14","10","10","0.08685325773932587","0.4455839466780416","0.07664112324383367","828","534","256","278","84.11149771440763","85.2629801027536","90.23083763721954"
"9","Q-Learning","No-Charge","false","0.6","14","11","11","0.10638614615434534","0.5561872926100206","0.08720995958422297","833","0","0","0","87.10695188811447","81.96477909868504","90.26868134561347"
"11","Q-Learning","tou","false","0.6","14","11","11","0.06560474753783954","0.35879023058015297","0.07135562414141801","378","0","0","0","79.91062731456078","74.5496318501223","86.33071080144468"
"10","Q-Learning","No-Charge","true","0.6","14","11","11","0.10930195486253091","0.550998138961272","0.09965246663882486","992","443","218","225","90.88292582359163","84.93061462612754","90.2700568711823"
"12","Q-Learning","tou","true","0.6","14","11","11","0.11523537480334038","0.5431414681568355","0.08142042683030386","783","507","252","255","83.6752533015334","84.85910768369169","90.21112895459258"
"9","Q-Learning","No-Charge","false","0.6","14","12","12","0.10190650548638551","0.5534622904990933","0.08760386129800042","813","0","0","0","85.95899611769846","81.9575154066419","90.29090117401078"
"11","Q-Learning","tou","false","0.6","14","12","12","0.0767809317753939","0.34005910143338813","0.06889735144016876","365","0","0","0","78.3846027590821","73.46744344658993","86.35866792112182"
"10","Q-Learning","No-Charge","true","0.6","14","12","12","0.13630858751769526","0.5747737078619385","0.09405000204945442","1018","421","224","197","87.3304681449691","85.01712870279819","90.29772655002303"
"12","Q-Learning","tou","true","0.6","14","12","12","0.09748435884133144","0.48647044269748685","0.10163006796315922","750","484","249","235","87.98411662688099","84.50113485161803","90.19006136326817"
"9","Q-Learning","No-Charge","false","0.6","14","13","13","0.13626790502727046","0.6262089908612057","0.11304171396814086","862","0","0","0","90.536678761908","81.43920384284876","90.2665304971297"
"11","Q-Learning","tou","false","0.6","14","13","13","0.068459586421302","0.34667716764054984","0.07661368967758186","359","0","0","0","78.45297128942912","73.60195399839483","86.30746290471895"
"10","Q-Learning","No-Charge","true","0.6","14","13","13","0.11746618960803017","0.6445692364911161","0.10960832473679509","1002","403","205","198","92.1987816321069","84.98650875815648","90.3209056531773"
"12","Q-Learning","tou","true","0.6","14","13","13","0.09378103432082317","0.380221856844935","0.07231316455913944","761","517","270","247","82.60619384514172","84.45448061922497","90.23765264369821"
"9","Q-Learning","No-Charge","false","0.6","14","14","14","0.11364802405442351","0.5079861717660442","0.09782650797607341","826","0","0","0","87.94551044339146","81.34436970076085","90.2768473622133"
"11","Q-Learning","tou","false","0.6","14","14","14","0.0603103396889508","0.4256902575050944","0.07807404237367431","312","0","0","0","75.35014620058905","73.38373724474111","86.33453761436887"
"10","Q-Learning","No-Charge","true","0.6","14","14","14","0.12950997663105804","0.5941757606510923","0.10059236073336891","1008","375","172","203","90.02766264222343","84.75653334181251","90.30498631406991"
"12","Q-Learning","tou","true","0.6","14","14","14","0.09729267199489922","0.44877682417131726","0.07772345041984159","725","466","238","228","82.84164549765148","84.4070198101607","90.25240721784381"
