day,rule,regime,hour,vc_inner,vc_boundary,vc_peripheral,vcf_mwy,vcf_cbd,vcf_east,vcf_west,ef_mwy,ef_cbd,ef_east,ef_west
1,Exp-Decay,tou,0,0.005964602479642672,0.007286301430815739,0.004560732029082075,0.1927264277049772,0.3860529240756029,0.4290392260543855,0.4691739637832744,0.12677663261415772,6.130073412063864,12.145646987317845,13.459275847392636
1,Exp-Decay,tou,1,0.005760981170735095,0.00785332143768948,0.004681849265718676,0.22242204840064403,0.44086737611927374,0.48133433926947444,0.625825123524001,1.4670025660105643,7.635783600459546,18.03435578027611,21.31326895189978
1,Exp-Decay,tou,2,0.002186140967804481,0.007717378146456036,0.005217497546830598,0.2117178585907055,0.4183064092461884,0.4448326968175465,0.576162448597139,1.1313999893724622,7.504751563790883,10.42726758089253,17.602896890829907
1,Exp-Decay,tou,3,0.0021729044487867758,0.004778903970271032,0.00319723123806422,0.16771727439667605,0.3339253660804046,0.3669424418477194,0.4443716629644151,0.08182057845416053,6.942237168283771,6.245687277640278,14.109911436418734
1,Exp-Decay,tou,4,0.005534771556089042,0.004358296060189754,0.0040014724708132545,0.16172576272982303,0.3104875202892882,0.289082863325627,0.40869338065680033,0.3330021670799396,7.03592890606541,3.4786576965132614,14.095329874132151
1,Exp-Decay,tou,5,0.0016090518692120207,0.0038020170721460808,0.0027359388666886985,0.06623139680776644,0.1554025845479666,0.14083016321629552,0.20677854933864,0,3.2567226573835213,1.3159104812599174,5.415926083400912
1,Exp-Decay,tou,6,0.01254642610831121,0.02447800983806251,0.012662170461648886,0.30844374076809844,0.5115908561160538,0.5894048840845001,0.7454911070022527,1.976268196813961,9.697991196028543,23.034348246723443,20.478848677093623
1,Exp-Decay,tou,7,0.02638126405181392,0.0960423781041411,0.030864700352968615,0.7962699902243922,1.2136399089029342,1.6340342376087664,1.7844826858903704,31.032155430865885,41.79257022671941,66.13739566286488,60.748114057644514
1,Exp-Decay,tou,8,0.035890300715112615,0.22416016168157418,0.053909855610947105,1.3504162952956407,1.8739406020776164,2.6897651937818288,2.7418967280602744,85.47988711401132,71.16261089557847,83.19314031407511,80.28935221786507
1,Exp-Decay,tou,9,0.04042435743234241,0.3654955669882967,0.04617418508832012,1.611791799622076,2.4014510993821823,3.200315162173465,3.3316894248368243,91.55914135363523,78.82175003286225,88.03185390704812,82.89044028975924
