link_id,sh,position,class,group,vc_peak,vcf_peak,los_peak,x1,y1,x2,y2,model_version
l_2142,SH1S,peripheral,motorway,MWY,0.25263157894736843,1.9559268044096285,F,77.36887730735127,20.564812472397445,78.26055509412377,19.413212758880512,v3-2026-07-30-trip-suppression-fix
l_206,,peripheral,arterial,West,0.9552619009711829,1.074764604526076,F,9.593175763770375,49.45416407566636,11.877776270513573,48.358668440892096,v3-2026-07-30-trip-suppression-fix
l_2562,SH1N,peripheral,motorway,MWY,0.26666666666666666,1.8780639927193588,F,53.807866416867896,51.92616661461143,54.52904381431009,51.00214845155103,v3-2026-07-30-trip-suppression-fix
l_1125,,boundary,arterial,West,0.8705114254624592,3.3016854988265383,F,56.573209821659226,68.21731524158356,56.715064517853946,68.8363153752497,v3-2026-07-30-trip-suppression-fix
l_1783,SH1N,inner,motorway,MWY,0.26666666666666666,2.157660189837114,F,51.96220025911047,54.663882885503156,52.461123624879754,53.88777790301099,v3-2026-07-30-trip-suppression-fix
l_2077,,peripheral,arterial,West,1.2490458677399208,1.374591605683598,F,49.898340408449265,10.287200357257893,52.28329132929725,11.135286795681793,v3-2026-07-30-trip-suppression-fix
l_1347,,peripheral,arterial,West,0.3936491274111009,2.3131791845688467,F,50.69692379383854,14.70487484598382,50.837244456030206,15.242827359576108,v3-2026-07-30-trip-suppression-fix
l_385,,peripheral,arterial,East,1.5088645794039983,1.7520660149835792,F,86.5711067584788,24.44851815304411,87.26030879637909,21.760110740260423,v3-2026-07-30-trip-suppression-fix
l_537,,boundary,arterial,East,0.9380129758461659,5.222384990898594,F,70.2286731667003,47.07453781757526,70.3428338035905,47.36972377019705,v3-2026-07-30-trip-suppression-fix
l_2296,,peripheral,arterial,East,1.317426626655932,4.371600146803862,F,63.33128764447713,53.850129409293416,63.668765861908625,54.46552494747484,v3-2026-07-30-trip-suppression-fix
l_252,,peripheral,arterial,East,0.6467608062951385,2.9132618550236913,F,83.81554702213414,38.79662508554348,84.04239717389197,39.30593131977815,v3-2026-07-30-trip-suppression-fix
l_525,,peripheral,arterial,East,1.4402304368698993,4.362383683249426,F,91.60778624894593,68.54368656404685,92.03296894979158,68.02229805492169,v3-2026-07-30-trip-suppression-fix
l_2292,,inner,arterial,CBD,0.39489272081084636,4.257354200734966,F,95.79905897691668,70.60104186626934,95.99167030038294,70.43530732536722,v3-2026-07-30-trip-suppression-fix
