link_id,sh,position,class,group,vc_peak,vcf_peak,los_peak,x1,y1,x2,y2,model_version
l_1364,,inner,arterial,CBD,0.7062701090794946,3.321109842315354,F,58.6932002835808,38.125001577171155,60.0476004068279,38.478461263363045,v3-2026-07-30-trip-suppression-fix
l_483,,peripheral,arterial,East,0.6587615283267457,4.859259525260896,F,82.6132830183785,16.17058010033916,83.0893491253572,16.053661287411398,v3-2026-07-30-trip-suppression-fix
l_445,,peripheral,arterial,East,1.5,6.248396010237253,F,104.1709519148382,15.824492092970116,104.52009164720675,17.061224643942403,v3-2026-07-30-trip-suppression-fix
l_412,,peripheral,arterial,West,0.4670351054720947,0.8613669086439932,E,46.53102693386683,52.99656676705129,47.13611166467332,52.7962923874362,v3-2026-07-30-trip-suppression-fix
l_868,,peripheral,arterial,East,0.43917435221783047,3.718647419823446,F,88.17041892584936,14.58117929111355,88.75462858954545,14.435215825466882,v3-2026-07-30-trip-suppression-fix
l_757,,peripheral,arterial,West,0.2729630135116692,0.5898665526628784,C,12.106611667987261,21.517570915137576,12.51802123151237,21.429017231942197,v3-2026-07-30-trip-suppression-fix
l_188,,peripheral,arterial,West,0.9364026531408505,2.428116517432931,F,36.278057499793505,42.80613344039605,36.847573293286096,43.038958409692896,v3-2026-07-30-trip-suppression-fix
l_834,,inner,arterial,CBD,0.48007681228996646,6.039329125032837,F,94.86370199219547,63.56445281109681,94.98858867076105,63.2648424423794,v3-2026-07-30-trip-suppression-fix
l_506,,inner,arterial,CBD,0.51985559566787,6.678320205042397,F,49.32606309764747,29.999946005263766,49.45148718222469,29.727381154535077,v3-2026-07-30-trip-suppression-fix
l_197,,inner,arterial,CBD,0.9380129758461659,2.2148700339793717,F,76.07424304646568,63.3717424778537,76.26212498286664,64.1250148207832,v3-2026-07-30-trip-suppression-fix
l_41,,inner,arterial,CBD,2.029541098207239,2.2687118495360585,F,72.40769120143241,64.97992663724726,73.09222729638593,66.7240176771746,v3-2026-07-30-trip-suppression-fix
l_537,,boundary,arterial,East,0.9380129758461659,7.023662453077604,F,70.2286731667003,47.07453781757526,70.3428338035905,47.36972377019705,v3-2026-07-30-trip-suppression-fix
l_778,,peripheral,arterial,West,0.2729630135116692,1.022834742756679,F,45.427731500137845,30.801139189057874,46.22397489122295,31.543282954395114,v3-2026-07-30-trip-suppression-fix
l_437,,peripheral,arterial,West,0.6732873253661,0.8044535223201817,D,1.4221081112594016,65.22334325588477,2.6623343474204164,66.47110541149962,v3-2026-07-30-trip-suppression-fix
l_2112,,peripheral,arterial,West,0.4670351054720947,0.23189025487274845,A,53.25856253837734,51.1434765442078,53.624561860442874,50.94757204378403,v3-2026-07-30-trip-suppression-fix
l_1413,,peripheral,arterial,West,0.5904736911166514,2.6115547712865315,F,52.66608875196017,23.668517093456877,52.70507672282904,23.424563417703144,v3-2026-07-30-trip-suppression-fix
l_227,,peripheral,arterial,East,1.3175230566534915,3.7531669029699026,F,85.98618713567022,15.189215814380727,86.5916285183731,15.015838603926118,v3-2026-07-30-trip-suppression-fix
l_494,,peripheral,arterial,West,0.6732873253661,0.9811586782732633,E,6.229478036781848,70.136056771095,6.518425233524618,70.48215665190318,v3-2026-07-30-trip-suppression-fix
l_925,,peripheral,arterial,East,0.7544322897019992,1.390658153950437,F,79.8243558262689,29.897639816665812,80.6244308433964,29.66663004599746,v3-2026-07-30-trip-suppression-fix
l_995,,boundary,arterial,East,1.260107109104274,0.7888953438086519,D,64.59536532672976,59.90780433945354,65.84702091206691,59.39827931212193,v3-2026-07-30-trip-suppression-fix
l_2596,,peripheral,arterial,West,0.23351755273604735,0.1995949986096619,A,53.624561860442874,50.94757204378403,54.3168178838527,51.184848414248954,v3-2026-07-30-trip-suppression-fix
l_2047,,peripheral,arterial,East,0.8204567209079722,7.231671399760908,F,98.00838018092028,57.28994510341797,98.22924871404055,57.47502930571006,v3-2026-07-30-trip-suppression-fix
l_892,,peripheral,arterial,West,0.7365126127784938,5.25680714683161,F,46.20561754174378,67.24539225542652,46.520830725619874,67.83419521457432,v3-2026-07-30-trip-suppression-fix
l_126,,inner,arterial,CBD,0.7405578869414959,5.310082765138588,F,61.263014156469026,40.72632073934408,61.33998282410627,40.18437565633962,v3-2026-07-30-trip-suppression-fix
l_254,,peripheral,arterial,West,0.7171029042667623,2.2103125123136573,F,34.579581000249796,3.4868910197890117,34.67486260057886,2.7554381936193932,v3-2026-07-30-trip-suppression-fix
l_926,,inner,arterial,CBD,0.48007681228996646,6.288925571128489,F,95.58852214064525,59.28079368324104,95.62030721267492,59.82073639361597,v3-2026-07-30-trip-suppression-fix
l_443,,peripheral,arterial,West,0.4670351054720947,0.8243021449322155,E,47.13611166467332,52.7962923874362,48.45445229467726,52.366728414543815,v3-2026-07-30-trip-suppression-fix
l_141,,inner,arterial,CBD,1.415261233636042,8.701888552687844,F,66.63071109769622,52.38399397535276,66.70966745550835,51.95011603128202,v3-2026-07-30-trip-suppression-fix
l_2182,,boundary,motorway,MWY,0.4,1.0293190215920804,F,55.26012197672294,35.86383299864734,55.63837242127506,35.15419638640701,v3-2026-07-30-trip-suppression-fix
l_2370,,boundary,motorway,MWY,0.6666666666666666,1.8388187450273241,F,54.84204280116746,38.244766432071046,55.07493113486969,39.97524862667511,v3-2026-07-30-trip-suppression-fix
l_1377,,peripheral,arterial,East,2.32543117369679,4.35327334125721,F,103.2508411483498,52.76013109582854,103.9397946473381,52.39596848608203,v3-2026-07-30-trip-suppression-fix
l_2581,,peripheral,arterial,West,0.718562874251497,6.6863067654534305,F,45.75882620164784,64.22663319610409,46.10449399598235,64.26860438115683,v3-2026-07-30-trip-suppression-fix
l_738,,inner,arterial,CBD,1.5280135823429541,14.852405905914356,F,56.50199752388697,40.732792805068556,57.16493430962281,41.31518949805512,v3-2026-07-30-trip-suppression-fix
l_726,,peripheral,arterial,West,1.00993098804915,5.250695542892687,F,22.21413355053663,72.71043040111572,22.42853837069074,72.54437032089976,v3-2026-07-30-trip-suppression-fix
l_158,,inner,arterial,CBD,0.4660556159701724,1.7164016354512839,F,73.4414775800455,38.58298865095823,73.88413068294506,39.00724131093205,v3-2026-07-30-trip-suppression-fix
l_2240,,peripheral,arterial,West,0.4670351054720947,0.23507090412114556,A,51.58802133868618,51.33629838655588,51.84883066470468,51.33151127277691,v3-2026-07-30-trip-suppression-fix
l_402,,peripheral,arterial,East,0.6467608062951385,4.175805066097688,F,81.78295799544435,34.69917053726858,82.0724922145895,35.07218592182414,v3-2026-07-30-trip-suppression-fix
l_1910,,peripheral,arterial,East,1.2464942349641632,3.0555923297373937,F,122.69567547108049,41.037232735666066,122.82818490837029,40.50326529216379,v3-2026-07-30-trip-suppression-fix
l_316,,inner,arterial,CBD,0.7405578869414959,5.356023699222822,F,61.05782322301702,42.56789391289932,61.114056564192886,42.08038342879247,v3-2026-07-30-trip-suppression-fix
l_2525,SH16,peripheral,motorway,MWY,0.21176470588235297,1.209087543553931,F,24.505677855443885,8.886879360120584,25.89488625289297,8.780468454057408,v3-2026-07-30-trip-suppression-fix
l_2399,,inner,arterial,CBD,1.1867088607594938,4.425519302636795,F,53.65937578832898,70.56806433224813,55.73360997152649,69.85431913751114,v3-2026-07-30-trip-suppression-fix
l_2557,,peripheral,arterial,West,4,1.915044186550396,F,47.66855459712167,69.94823975047932,47.842940348252505,70.26999019862859,v3-2026-07-30-trip-suppression-fix
l_2205,,peripheral,arterial,West,2,4.2363877720873155,F,19.969935188443806,89.1561121549009,20.49151013134539,91.52491898071625,v3-2026-07-30-trip-suppression-fix
l_315,,peripheral,arterial,West,0.47953964194373405,0.9787469214689535,E,58.206780092184864,56.56595492603359,58.52981355934729,56.39785830666861,v3-2026-07-30-trip-suppression-fix
l_977,,peripheral,arterial,West,0.7171029042667623,2.3840380704204485,F,34.320858529040066,4.788884331062761,34.54057727193056,3.730841017458006,v3-2026-07-30-trip-suppression-fix
l_1745,SH16,peripheral,motorway,MWY,0.49411764705882355,3.3570158534153256,F,85.19503056774066,44.01424656159616,87.16541261073924,45.92367104709976,v3-2026-07-30-trip-suppression-fix
l_2602,SH1S,peripheral,motorway,MWY,0.25263157894736843,2.5719672922820753,F,70.85932826884891,27.09031587164849,70.98572173256585,26.8717716188427,v3-2026-07-30-trip-suppression-fix
l_69,,peripheral,arterial,East,1.3175230566534915,4.989988097988748,F,79.3914622053205,17.0950407249489,80.32136976918541,16.834601662397436,v3-2026-07-30-trip-suppression-fix
l_341,,peripheral,arterial,West,1.4125402181589892,8.165840851512199,F,54.514902260431754,36.71534202606699,54.84337716773664,36.84443996626127,v3-2026-07-30-trip-suppression-fix
l_1746,SH16,peripheral,motorway,MWY,0.2823529411764706,3.3754511902098345,F,84.55624162921892,43.566620758211755,85.19503056774066,44.01424656159616,v3-2026-07-30-trip-suppression-fix
l_88,,peripheral,arterial,West,0.9552619009711829,1.0363302247753847,F,5.2622748758372415,49.20841166111988,8.148804108213302,50.12899996174968,v3-2026-07-30-trip-suppression-fix
l_559,,peripheral,arterial,West,0.7171029042667623,3.5281852965221465,F,30.933286710960843,14.472141602147115,31.058229188577965,14.172570820586582,v3-2026-07-30-trip-suppression-fix
l_721,,peripheral,arterial,East,1.8642224638806897,3.170551768090724,F,64.7997113597878,19.148133514434484,65.17583481005899,20.681714477473342,v3-2026-07-30-trip-suppression-fix
l_707,,peripheral,arterial,West,0.4094445202675038,0.8866923974071914,E,18.59505976300408,13.751167999895477,20.12700620431193,14.317854676588565,v3-2026-07-30-trip-suppression-fix
l_15,,peripheral,arterial,East,0.7906700929037359,2.757267094955138,F,62.909256777284135,28.615194350702243,63.36084039531813,29.525779596949793,v3-2026-07-30-trip-suppression-fix
l_1563,SH1N,peripheral,motorway,MWY,1.2666666666666666,0.5036675690040393,C,26.11703655265897,98.31416060340739,27.039409729875562,100,v3-2026-07-30-trip-suppression-fix
l_1441,SH1N,peripheral,motorway,MWY,0.3333333333333333,1.8667886620054717,F,49.46543214955634,61.239851465623666,50.157972579024026,58.55544635747299,v3-2026-07-30-trip-suppression-fix
l_234,,inner,arterial,CBD,0.4660556159701724,1.697358822803869,F,75.32726555570973,40.62921196747983,75.63802827473823,40.974817400909345,v3-2026-07-30-trip-suppression-fix
l_177,,peripheral,arterial,East,12,13.409908811531341,F,90.31308370006009,58.540820628572924,90.9308499919602,57.85370365364385,v3-2026-07-30-trip-suppression-fix
l_2150,SH1N,peripheral,motorway,MWY,0,0,A,44.04655926448033,75.14211483178401,44.47664374027952,74.92549784782389,v3-2026-07-30-trip-suppression-fix
l_137,,inner,arterial,CBD,1.4125402181589892,8.249626918253568,F,52.45812608059369,35.996374270369245,53.87968625178682,36.456745482464065,v3-2026-07-30-trip-suppression-fix
l_1168,,peripheral,arterial,East,36,38.128863534048236,F,93.36711076095095,70.78129612834279,93.73447562361224,71.82851945246047,v3-2026-07-30-trip-suppression-fix
l_730,,inner,arterial,CBD,1.3530273988048258,1.5496009379246858,F,71.4923297427907,62.51037667129816,71.60699851117133,62.8325792472721,v3-2026-07-30-trip-suppression-fix
l_2031,,boundary,arterial,East,0.5933544303797469,5.178067954534668,F,72.26968731133745,73.98228369520415,72.55326080360602,74.03110578680466,v3-2026-07-30-trip-suppression-fix
l_66,,peripheral,arterial,East,1.4125402181589892,3.5540004072859506,F,65.79131874330855,37.53490327907167,66.5307284376244,37.54830611452319,v3-2026-07-30-trip-suppression-fix
l_1434,,peripheral,arterial,East,2.4929884699283265,1.4031730436088228,F,122.60582264572177,41.399308708747704,122.69221806781324,40.20851205380504,v3-2026-07-30-trip-suppression-fix
l_953,,peripheral,arterial,East,0.43917435221783047,3.7282809345334376,F,94.74427131458471,12.729508385691016,95.54527076006492,12.552472957554883,v3-2026-07-30-trip-suppression-fix
l_20,,peripheral,arterial,East,0.5,0.2807839217047151,B,65.64228032759982,16.51103773392799,66.6903781839224,14.410678935586013,v3-2026-07-30-trip-suppression-fix
l_2647,SH16,peripheral,motorway,MWY,0.21176470588235297,0.5729252392833125,C,8.30764198059244,11.046367011593231,8.980279509982317,10.980103187164117,v3-2026-07-30-trip-suppression-fix
l_169,,boundary,arterial,East,0.48007681228996646,6.313208433837546,F,95.53198715975178,58.57915053254723,95.58249214144531,58.95658599146769,v3-2026-07-30-trip-suppression-fix
l_2311,,peripheral,arterial,East,0.4660556159701724,4.840260844297526,F,65.89089981224126,22.911738372471945,66.03076556977601,23.422664512182614,v3-2026-07-30-trip-suppression-fix
l_439,,peripheral,arterial,East,0.6587615283267457,4.935287855179194,F,82.35402035513721,16.256458635031414,82.6132830183785,16.17058010033916,v3-2026-07-30-trip-suppression-fix
l_782,,boundary,arterial,East,0.39489272081084636,2.154494696311488,F,77.12271813832574,77.73047126542916,77.62016723642606,77.58615147631306,v3-2026-07-30-trip-suppression-fix
l_754,,peripheral,arterial,West,1.1809473822333028,2.6080716723886694,F,52.66608875196017,23.668517093456877,53.1215946168522,24.79526131589832,v3-2026-07-30-trip-suppression-fix
l_956,,peripheral,arterial,East,1.293521612590277,0.6994362335531771,D,87.15738012577293,49.00485215917143,87.17978592279842,47.86932002840633,v3-2026-07-30-trip-suppression-fix
l_826,,peripheral,arterial,East,0.6467608062951385,4.177586391202331,F,82.0724922145895,35.07218592182414,82.36202744827492,35.445200928721555,v3-2026-07-30-trip-suppression-fix
l_1870,SH16,peripheral,motorway,MWY,0.21176470588235297,1.544142380459764,F,46.71461786604591,22.750719440385005,46.92062178451132,23.314496123849654,v3-2026-07-30-trip-suppression-fix
l_388,,peripheral,arterial,East,3.7014188772362737,10.58025701020319,F,102.5472068574894,16.179030222583442,103.18948378490988,16.815721678574068,v3-2026-07-30-trip-suppression-fix
l_2601,,inner,arterial,CBD,0.5923390812162695,3.0717237457507,F,111.07633431675083,64.31701017505766,112.63524396539997,63.96363399899092,v3-2026-07-30-trip-suppression-fix
l_1766,SH1S,peripheral,motorway,MWY,0.1894736842105263,0.8992166794699789,D,85.51529158202642,7.387236144932141,86.39065294600516,6.533190951974246,v3-2026-07-30-trip-suppression-fix
l_741,,peripheral,arterial,East,0.9701412094427078,6.820128226820264,F,77.49053491244558,29.481333655634618,77.93568061832971,30.040664160078066,v3-2026-07-30-trip-suppression-fix
l_510,,inner,arterial,CBD,0.7062701090794946,3.5430633839778594,F,63.55634310055877,37.76525197287794,64.29276165623449,37.616559086629074,v3-2026-07-30-trip-suppression-fix
l_1750,,peripheral,arterial,East,1.5914415808319702,12.349049525683201,F,92.16623138336581,49.4525443304887,93.38872481780083,50.88930525441124,v3-2026-07-30-trip-suppression-fix
l_851,,inner,arterial,CBD,0.9416934787726595,8.157774374974382,F,48.901713511579864,34.115739221453836,49.45544964230435,34.67313521230625,v3-2026-07-30-trip-suppression-fix
l_769,,peripheral,arterial,East,1.7548990933021351,1.5449585882088188,F,71.3993559895461,16.323788369085356,71.70183893190438,17.39926773257083,v3-2026-07-30-trip-suppression-fix
l_687,,inner,arterial,CBD,0.4660556159701724,0.6160162606141777,C,88.1860699810941,55.22893905573418,89.27113355970832,56.28989760791533,v3-2026-07-30-trip-suppression-fix
l_2497,SH1N,boundary,motorway,MWY,0.26666666666666666,1.8784257718177813,F,49.268580488300465,69.45946102201226,49.36474344224883,67.59288241770346,v3-2026-07-30-trip-suppression-fix
l_1957,,inner,arterial,CBD,0.43914220888531064,3.5570092773184077,F,69.9619536507304,70.29518922611199,70.12209217912265,70.72466007959736,v3-2026-07-30-trip-suppression-fix
l_219,,peripheral,arterial,East,0.9380129758461659,1.1909838727106767,F,78.60074489497762,73.00056057133216,78.691192060888,73.188074916488,v3-2026-07-30-trip-suppression-fix
l_1428,,peripheral,arterial,West,1.2768221315836141,7.133306057215221,F,29.48889096285736,66.2537412667525,29.673640407118377,66.84494709908721,v3-2026-07-30-trip-suppression-fix
l_367,,inner,arterial,CBD,0.39489272081084636,2.0459343264964867,F,78.29001050926517,77.35756635441233,79.30564125700317,77.01448369671138,v3-2026-07-30-trip-suppression-fix
l_551,,peripheral,arterial,West,0.2729630135116692,1.1737237602982438,F,26.45440358769502,16.797061905222392,26.958152628980134,17.004083438764674,v3-2026-07-30-trip-suppression-fix
l_717,,peripheral,arterial,East,0.8774495466510676,1.0423711282059456,F,70.95700150242646,14.737385387322133,71.3291682956456,16.054818204487734,v3-2026-07-30-trip-suppression-fix
l_996,,inner,arterial,CBD,0.7062701090794946,8.116318638301829,F,48.72437953409372,33.92980737647068,48.901713511579864,34.115739221453836,v3-2026-07-30-trip-suppression-fix
l_655,,peripheral,arterial,West,3.745610612563402,2.4322436662217712,F,34.91972039992311,42.2363815577569,36.278057499793505,42.80613344039605,v3-2026-07-30-trip-suppression-fix
l_144,,peripheral,arterial,West,1.4730252255569876,4.487272946998012,F,48.84250379985112,72.305034748848,48.93391582845936,72.54659555733755,v3-2026-07-30-trip-suppression-fix
l_1075,,peripheral,arterial,West,1.7410228509249184,2.573175496884217,F,56.68502148924751,69.56657895168362,56.715064517853946,68.8363153752497,v3-2026-07-30-trip-suppression-fix
l_195,,peripheral,arterial,East,1.550287449131193,3.3196983598567447,F,113.33141003675074,33.73472308894424,113.40268484984902,32.89556275122602,v3-2026-07-30-trip-suppression-fix
l_263,,peripheral,arterial,East,2,1.5650870949400908,F,102.26866583295596,9.400494792507832,102.55007734153769,10.503356300710722,v3-2026-07-30-trip-suppression-fix
l_759,,peripheral,arterial,East,0.7751437245655965,3.522124141745972,F,111.75216333083571,27.169636685945253,111.88861187286386,27.49141390484622,v3-2026-07-30-trip-suppression-fix
l_541,,inner,arterial,CBD,1.3530273988048258,3.2179858279436657,F,75.33328344094578,72.6825341116701,75.42472702495618,72.9240842775568,v3-2026-07-30-trip-suppression-fix
l_2086,SH16,peripheral,motorway,MWY,0,0,A,87.10723249870696,46.303121187806425,87.56965794537385,46.61887411575979,v3-2026-07-30-trip-suppression-fix
l_2098,,boundary,arterial,East,0.4660556159701724,2.0954114753077735,F,81.34710947838948,47.54485531979951,81.6301493086544,47.56664669256718,v3-2026-07-30-trip-suppression-fix
l_243,,boundary,arterial,West,0.6931407942238267,6.683382046834768,F,49.13742967191647,30.381775844844405,49.32606309764747,29.999946005263766,v3-2026-07-30-trip-suppression-fix
l_714,,peripheral,arterial,West,0.2729630135116692,1.0959421442509851,F,21.944412559906883,15.041487566721257,22.338514977887286,15.196464898997053,v3-2026-07-30-trip-suppression-fix
l_795,,inner,arterial,CBD,0.47084673938632976,3.4690358595160053,F,56.484763047102184,37.4358875262841,56.988096828092516,37.61582131624459,v3-2026-07-30-trip-suppression-fix
