link_id,sh,position,class,group,vc_peak,vcf_peak,los_peak,x1,y1,x2,y2
l_2440,,peripheral,motorway,MWY,0.26666666666666666,1.8998561015326232,F,49.79450913135496,59.94446400638409,50.045302908123446,58.957232655495595
l_104,,peripheral,arterial,West,1.4328928514567743,1.8031214777572442,F,27.32353851346011,40.56429539010927,27.99873854125966,40.633059065700095
l_2151,,peripheral,motorway,MWY,0.2,1.902891488223557,F,49.65627609578162,60.48860823595705,49.79450913135496,59.94446400638409
l_1283,,peripheral,arterial,West,1.260107109104274,2.1798370332217933,F,56.114680226208456,63.388020240501945,56.32606541401806,63.05982054201619
l_543,,peripheral,arterial,West,0.7171029042667623,1.8828060183867088,F,31.182676867441586,13.845982687981149,31.432065402365108,13.21982340178153
l_581,,inner,arterial,CBD,0.9590792838874681,2.1056516135223777,F,61.293417623683446,55.34705758430491,62.070878876013246,55.062488842189836
l_290,,peripheral,arterial,West,1.260107109104274,0.5992486856250948,C,59.436040302780505,61.921607193387665,59.673136359685195,61.809142099580896
l_1547,SH1S,peripheral,motorway,MWY,0.1894736842105263,1.3779163151671705,F,50.66224571336918,27.002525327591194,50.7546373797436,27.29811996730244
l_1766,SH1S,peripheral,motorway,MWY,0.1894736842105263,0.9119220750426711,E,85.51529158202642,7.387236144932141,86.39065294600516,6.533190951974246
l_488,,peripheral,arterial,West,0.2729630135116692,0.6854886416195453,D,46.578138382687364,31.888133285511604,47.17582294646184,32.47175549958748
l_200,,inner,arterial,CBD,0.7201152184349496,2.0120193290968205,F,94.42584210066914,64.57256242888025,94.86370199219547,63.56445281109681
l_64,,peripheral,arterial,East,1.1089548100914888,4.388323221134894,F,99.15211684177766,17.134051952703206,99.9091660664164,16.930790692269245
l_1798,,peripheral,arterial,West,1.3862815884476534,3.641350747250494,F,51.59755880312841,25.85024856752464,53.1215946168522,24.79526131589832
l_647,,inner,arterial,CBD,2.029541098207239,1.4497424079743364,F,73.22913578602629,67.07283563777267,73.91568303029801,68.92499321134198
l_1254,,peripheral,arterial,West,2.892960462873674,2.0780770904218078,F,27.44892572674896,81.93908674258003,27.458301659133134,82.45241249870897
l_1418,,peripheral,arterial,East,0.5953266855186784,0.2643617296682018,B,98.62522161572872,55.3866211660318,99.18617879163148,55.060876857510834
l_712,,inner,arterial,CBD,0.47084673938632976,0.534100237364464,C,56.988096828092516,37.61582131624459,57.578859904655694,37.82117309781113
l_1029,,inner,arterial,CBD,1.415261233636042,3.3514874905870284,F,76.47558903030958,53.337496176667955,76.64823232438683,54.4423944689352
l_427,,peripheral,arterial,East,1.2808197246237591,1.0997196578922133,F,84.4901524895696,9.541330509440055,85.14371865496503,11.961624011839437
l_293,,peripheral,arterial,West,0.6662225183211192,0.8316055300410647,E,22.07602875395507,24.633396869178227,24.037733355692705,26.111121451821912
l_2543,,peripheral,arterial,West,0.3936491274111009,1.7786435699306462,F,49.793166406555756,11.623539450099324,49.90940397851023,12.070740806355541
l_2001,,inner,arterial,CBD,0.4894363324904152,1.3318746428238726,F,93.5320904956124,60.94055051244841,93.60583402800728,61.398634990402456
