day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee
1,Exp-Decay,tou,0.404,0.08260958820463536,0.08260958820463536,0.2036201079953804,0.0625711173627338,1142,842,742,1.1248
2,Exp-Decay,tou,0.39666666666666667,0.10202442637411786,0.10202442637411786,0.2573080984066009,0.06223200419282598,1144,835,741,1.1352
3,Exp-Decay,tou,0.42933333333333334,0.10161962441612644,0.10161962441612644,0.3071788294999228,0.06444652129143044,1170,847,772,1.2096
4,Exp-Decay,tou,0.4073333333333333,0.10601212371091344,0.10601212371091344,0.2602380637743249,0.06801989375620765,1146,842,734,1.1432
5,Exp-Decay,tou,0.4,0.10392543321321701,0.10392543321321701,0.24931012946643016,0.07147635122926588,1143,841,746,1.1352
6,Exp-Decay,tou,0.38666666666666666,0.07423433040469071,0.07423433040469071,0.24202522055776046,0.061429362520718275,1117,808,751,1.092
7,Exp-Decay,tou,0.3973333333333333,0.08497568627053813,0.08497568627053813,0.19206058320625388,0.05416752234363999,1131,845,757,1.1168
8,Exp-Decay,tou,0.39866666666666667,0.08641922199398529,0.08641922199398529,0.27427698431524755,0.05410831225460205,1134,820,757,1.1256
9,Exp-Decay,tou,0.412,0.07726106111783884,0.07726106111783884,0.19856295537549049,0.05392168121437307,1133,838,758,1.1584
10,Exp-Decay,tou,0.3933333333333333,0.10351530413017714,0.10351530413017714,0.2417347920398304,0.06044346348232894,1142,829,746,1.1264
11,Exp-Decay,tou,0.3873333333333333,0.08461674516530875,0.08461674516530875,0.2413705198123532,0.05647596593595472,1128,807,752,1.0832
12,Exp-Decay,tou,0.394,0.09705077735797518,0.09705077735797518,0.22756484963703053,0.052826206145708605,1121,807,739,1.1112
13,Exp-Decay,tou,0.42333333333333334,0.10406338178628546,0.10406338178628546,0.26770021748613904,0.04918276738840417,1161,853,783,1.1992
14,Exp-Decay,tou,0.40066666666666667,0.0974877405991114,0.0974877405991114,0.19460899273358753,0.06197275328807766,1156,839,758,1.1464
