day,rule,regime,hour,vc_inner,vc_boundary,vc_peripheral,vcf_mwy,vcf_cbd,vcf_east,vcf_west,ef_mwy,ef_cbd,ef_east,ef_west
1,Q-Learning,tou,0,0.00985965746314364,0.005960022632809963,0.0034952867443028167,0.21726446887229708,0.4397376453161933,0.5039478319061999,0.4964876168522624,0.24299834237307918,5.6546639043156155,16.73071618442363,14.691695938312993
1,Q-Learning,tou,1,0.006193887577422538,0.010138059187941821,0.005513142304893261,0.22886352254328188,0.4955992507368054,0.4844308291969093,0.6508463722461761,0.9181846008396953,7.478865746056875,17.832612336942994,21.75573932734955
1,Q-Learning,tou,2,0.008010233656659043,0.012745691594961948,0.006331087904234889,0.24937497459431923,0.49994535515194516,0.5121607579741944,0.7145974492633996,1.4678565194816013,7.632468022109655,19.756998084500175,20.50039668186637
1,Q-Learning,tou,3,0.004128563686546838,0.008410709849226351,0.004497601516444615,0.23460138966066243,0.43117687278222483,0.46927672274086046,0.6447551362313713,1.5630709110289918,7.701379786683556,15.38675176549588,18.366725675490304
1,Q-Learning,tou,4,0.003450330503937059,0.006859508750381525,0.004320772586771784,0.19115526498880975,0.3442541802268566,0.3990568652443793,0.4854072977799441,0.20420760317365497,6.366846827620764,9.030716155202253,15.824043340334889
1,Q-Learning,tou,5,0.0022806950353169444,0.005310764389170361,0.003800326621280754,0.07460299940685747,0.14444573344348544,0.14480653640087193,0.21995490216449934,0,1.5099791263470195,1.308849715047718,3.904304462508569
1,Q-Learning,tou,6,0.022488352963264454,0.04547615904013345,0.015413981424551108,0.3541764683774285,0.5970085411014342,0.6190557584536759,0.9390237774145119,2.1908976043579083,12.323200032732284,21.698832170218505,24.09817032633916
1,Q-Learning,tou,7,0.048578483357189874,0.11181578992522982,0.039326236797163884,0.8515075955058304,1.313253977591841,1.7356947220648449,1.9587904472883901,37.03998489820321,60.84396591657593,66.7676766197432,65.79965902536087
1,Q-Learning,tou,8,0.06914771274107596,0.24677028810261348,0.05327624843839133,1.3943571231405874,2.1002258195162673,2.8476754505938597,2.8702819356608895,88.693434838236,82.7577363076253,87.10703954717133,81.76337803049792
1,Q-Learning,tou,9,0.08146485387192781,0.43971279539520614,0.05996721268596912,1.6449497335078966,2.786898556618425,3.532714812658447,3.4229038536713103,92.56313623408482,89.92901407955061,90.65627256259039,83.30462849946133
