link_id,sh,position,class,group,vc_peak,vcf_peak,los_peak,x1,y1,x2,y2
l_1922,,inner,arterial,CBD,3.7520519033846638,6.601267835346368,F,68.14211873833149,41.221235801942,68.32163841459146,41.946773873519945
l_633,,peripheral,arterial,West,2.312732879352435,11.398325567433043,F,20.881583126375002,77.13994100829224,21.014033014049886,76.05648641136715
l_187,,inner,arterial,CBD,0.39489272081084636,1.5006542344653642,F,76.47510937163709,77.98566841891113,77.12271813832574,77.73047126542916
l_75,,peripheral,arterial,East,1.6634322151372332,9.953296947619721,F,99.9091660664164,16.930790692269245,101.01138621981251,16.585973676240414
l_1205,,boundary,arterial,East,0.7897854416216927,2.4955155998619087,F,92.93525087472551,72.11360880310504,93.73447562361224,71.82851945246047
l_525,,peripheral,arterial,East,1.4402304368698993,4.476252666712492,F,91.60778624894593,68.54368656404685,92.03296894979158,68.02229805492169
l_1825,,inner,arterial,CBD,1.7800632911392407,8.49341812996005,F,67.67887400167436,71.47237562974169,67.75056696475887,71.8223982887934
l_2172,,boundary,arterial,West,6,7.641100855223435,F,49.65627609578162,60.48860823595705,50.204807783746894,60.06415870171038
l_2327,SH1S,peripheral,motorway,MWY,0.1894736842105263,1.901766712830871,F,78.88845077178134,18.10432682237426,79.11547301443176,17.45149042505728
l_1550,SH1N,peripheral,motorway,MWY,0.2,2.158119581215278,F,60.41795046645113,31.444772892617085,61.19880836747479,31.349325136469357
l_2375,SH1N,boundary,motorway,MWY,0.3333333333333333,1.7326180514057987,F,49.19699130200595,64.37982714894805,49.39420746996334,65.64644759848852
l_934,,peripheral,arterial,East,1.8697413524462447,5.505844194840655,F,120.08090534935732,57.50042770533528,120.13699641765682,55.850744881256276
l_186,,inner,arterial,CBD,7.07630616818021,8.133376744352608,F,70.50245947328503,47.77217709600998,71.42027172486131,48.025512440539416
l_1866,,peripheral,arterial,East,0.4660556159701724,3.40988309721759,F,66.31199565899901,24.525568450433795,66.47509144954758,25.117145745831465
l_789,,boundary,arterial,East,0.39489272081084636,1.622598685351867,F,88.94110232390135,73.64707740138871,89.39456004025752,73.47651690232533
l_1306,,boundary,arterial,East,0.9380129758461659,4.935507726171458,F,78.18298137855709,71.57587458350308,78.27642858065535,71.92549262647148
l_218,,peripheral,arterial,West,0.9993337774816788,4.511627189385813,F,35.80756246244468,34.923061707502754,37.76946365038845,36.400662033468386
l_587,,peripheral,arterial,East,0.9701412094427078,12.888407899896112,F,82.54089711622093,35.71215703421988,82.74300274340413,36.059762791077446
l_767,,boundary,arterial,East,3.7520519033846638,7.700209607199724,F,66.5307284376244,37.54830611452319,66.73779684919414,38.16609945018584
l_91,,peripheral,arterial,East,0.7544322897019992,6.50024876855984,F,86.56957610829535,17.340539282249114,86.66201641600574,17.63611965574881
l_2629,SH1N,peripheral,motorway,MWY,0.3333333333333333,2.154261455285502,F,49.19699130200595,64.37982714894805,49.25662904563713,62.8922861108631
l_2398,,peripheral,motorway,MWY,0.2,1.642660572626184,F,79.90368016202991,15.40991759887411,80.17215321679737,14.648206455008307
l_1519,,peripheral,arterial,West,1.03971119133574,3.2133278597705943,F,47.79573943349853,33.0819948251006,48.31868560840039,31.964323441884268
l_361,,inner,arterial,CBD,0.8204567209079722,6.237911540754646,F,107.99666478625203,60.07712804819163,108.46929287016145,59.77103292301137
l_545,,peripheral,arterial,West,0.4094445202675038,1.352881376127065,F,37.66069386972683,23.34894747500183,38.32500839245553,24.012453131749073
l_536,,inner,arterial,CBD,2.8140389275384976,5.8353937464166,F,70.3428338035905,47.36972377019705,70.50245947328503,47.77217709600998
l_726,,peripheral,arterial,West,0.6732873253661,6.201225485471888,F,22.21413355053663,72.71043040111572,22.42853837069074,72.54437032089976
l_714,,peripheral,arterial,West,0.2729630135116692,2.138492379503796,F,21.944412559906883,15.041487566721257,22.338514977887286,15.196464898997053
l_24,,peripheral,arterial,East,0.6467608062951385,4.548165533819535,F,87.17978592279842,47.86932002840633,87.21874019539901,47.625359058670156
l_329,,inner,arterial,CBD,0.4660556159701724,4.1671083151497506,F,75.97152524439069,41.37405555633217,76.21559039315031,41.639812585475795
l_2471,,peripheral,arterial,West,0.8664259927797834,5.356384136792147,F,50.7546373797436,27.29811996730244,51.25780759579831,26.288907762397006
l_1079,,boundary,arterial,East,0.5953266855186784,6.647598172839567,F,96.4658299357641,56.18347061928901,96.91823777215785,55.95885743573806
l_222,,peripheral,arterial,West,0.7906700929037359,1.75779937740541,F,62.344034931930025,27.436435581392367,62.909256777284135,28.615194350702243
l_137,,inner,arterial,CBD,0.9416934787726595,5.947373203071802,F,52.45812608059369,35.996374270369245,53.87968625178682,36.456745482464065
l_298,,peripheral,arterial,West,0.6052963430012611,6.4338504874582405,F,37.769562947338876,63.69718897123378,38.74567202353611,63.57123649077299
l_562,,peripheral,arterial,West,0.2729630135116692,1.3806412659988412,F,42.57225880891554,28.015686351077534,43.12596193946024,28.573098333344394
l_1452,,inner,arterial,CBD,6.8521086548658126,5.744491283856232,F,89.77142609073935,68.0101659520379,90.45208248829778,66.02461078086631
l_1125,,boundary,arterial,West,1.3057671381936886,7.384060135993139,F,56.573209821659226,68.21731524158356,56.715064517853946,68.8363153752497
l_522,,peripheral,arterial,West,0.6384110657918071,6.72886828360174,F,37.08307946971042,40.46715633657881,38.11387922865658,39.772649092279735
l_348,,peripheral,arterial,West,0.9993337774816788,4.421187424224461,F,26.726973822938472,28.14311239205135,27.96122702398703,29.066517362682376
l_2313,,inner,arterial,CBD,9.30809804529941,7.792843509066815,F,71.9765944393281,75.77143528366535,72.57823768025631,77.20970538197737
l_1771,,peripheral,arterial,East,2.976633427593392,4.778192895642735,F,98.04341434136168,55.6676950421336,98.62522161572872,55.3866211660318
l_1565,SH16,peripheral,motorway,MWY,0.2823529411764706,1.7433544341437377,F,72.0723061509492,29.203028756402478,73.73092243212142,29.55078306457039
l_2453,,inner,arterial,CBD,0.8900316455696203,5.513714556784756,F,52.622502093879426,70.9384375872627,53.65937578832898,70.56806433224813
l_247,,boundary,arterial,East,1.260107109104274,9.734858014015119,F,82.82720406952839,46.46343850540144,83.04003216242377,46.21626127244332
l_478,,peripheral,arterial,West,0.2729630135116692,1.4170682671387511,F,44.143969963197385,29.554424425276366,44.67545346620091,30.0852133826215
l_1566,,peripheral,arterial,East,1.6409134418159443,7.49186767300728,F,97.15401521163456,56.32709926417492,97.17704338533345,55.8459450532657
l_327,,peripheral,arterial,East,0.6467608062951385,2.197477254231138,F,72.37850218358771,19.900247069732195,72.51738312095013,20.357134741317427
l_2455,SH1N,peripheral,motorway,MWY,0.2,1.313113578176188,F,32.51270910962398,82.98182240782904,33.058111487828576,81.89081997784211
l_632,,inner,arterial,CBD,1.093942294543963,5.17424324186461,F,108.85548333009355,59.493573287192135,110.2298857455269,58.57608831545748
l_830,,peripheral,arterial,East,0.43917435221783047,2.3520498436450574,F,99.17731541250967,11.484994891160891,99.89088353938105,11.28254088547251
l_174,,peripheral,arterial,West,3.7803213273128216,3.299973380677156,F,62.56522719797414,60.64785993785288,63.17032167099063,60.447539196208346
l_2205,,peripheral,arterial,West,2,6.611728540747682,F,19.969935188443806,89.1561121549009,20.49151013134539,91.52491898071625
l_243,,boundary,arterial,West,0.6931407942238267,5.1807194523533155,F,49.13742967191647,30.381775844844405,49.32606309764747,29.999946005263766
l_2654,,boundary,arterial,East,0.658713313327966,2.2816355287701464,F,70.51057471752485,71.74450261872121,71.14964306506519,73.38133209010323
l_495,,peripheral,arterial,West,0.6732873253661,0.7910698195456296,D,5.1665294951604706,69.07428324444726,6.229478036781848,70.136056771095
l_1770,SH1N,peripheral,motorway,MWY,0.26666666666666666,2.1589486802882045,F,61.19880836747479,31.349325136469357,62.370841689415734,31.246673889014883
l_1421,,peripheral,arterial,West,1.2768221315836141,5.911370572649979,F,28.948483104308647,64.0474516095016,29.063093303299656,63.180523259673606
l_1901,,boundary,motorway,MWY,0.26666666666666666,2.0105682162023197,F,82.73102461739431,41.276115467168836,84.08931759086086,43.007705641182994
l_1997,,inner,arterial,CBD,0.658713313327966,5.396011659085248,F,62.633107918613945,52.538685052270054,63.15193123457362,53.55614010630278
l_657,,peripheral,arterial,East,1.2808197246237591,1.3754649495912938,F,85.14371865496503,11.961624011839437,85.58868628691421,13.683087211401649
l_1272,,peripheral,arterial,West,1.317426626655932,6.496985736949996,F,60.005554820942166,47.992536583867455,60.3128151638892,48.1490434873391
l_192,,inner,arterial,CBD,0.7062701090794946,5.0204748721793955,F,67.55166520542518,37.50246451841118,68.1814136812295,37.46382972117653
l_421,,inner,arterial,CBD,0.832523935063133,1.7137168364692552,F,92.61275717842703,55.930652377295964,92.94960485219059,54.167673759808544
l_890,,peripheral,arterial,East,0.34657039711191334,3.5847851452671553,F,63.552206767970176,22.225105963372908,63.89790921486616,22.11063317007872
l_260,,inner,arterial,CBD,0.6467608062951385,0.2807710490614038,B,86.68372484468301,52.77032123279098,86.88301736275469,51.793673046567044
l_65,,peripheral,arterial,East,1.8697413524462447,5.551498931356678,F,120.61412128457954,53.46347217081694,120.93405216628898,51.97101970489595
l_1543,SH16,peripheral,motorway,MWY,0.21176470588235297,2.259973710608027,F,50.39600241867397,26.710121222629585,50.66224571336918,27.002525327591194
l_689,,inner,arterial,CBD,1.4683089974712455,6.032489648104944,F,91.21750506930572,65.09151821134026,92.70736870500535,63.3612164894368
l_607,,peripheral,arterial,West,0.4163486225799736,1.338277227953624,F,37.1450881745734,3.5210531146608828,37.458209591611435,4.001798971551008
l_1547,SH1S,peripheral,motorway,MWY,0.25263157894736843,2.0291073659299346,F,50.66224571336918,27.002525327591194,50.7546373797436,27.29811996730244
l_1823,,inner,arterial,CBD,1.7800632911392407,8.350317654571038,F,67.75056696475887,71.8223982887934,68.0786063807393,71.92445988238603
l_2559,SH1S,boundary,motorway,MWY,0.12631578947368421,0.14906075357986293,A,51.48271164106916,27.87933678997897,53.3222333571636,29.79146229844561
l_2486,,inner,arterial,CBD,0.7897854416216927,1.6550382596561384,F,82.50457703730733,75.84115997283072,82.88992485657327,75.65094779001757
l_241,,peripheral,arterial,East,1.2828736369467608,8.685415012454488,F,122.3702396828615,39.26859188617043,123.03438018628611,39.904819178716544
l_1821,,peripheral,arterial,East,1.8901606636564108,9.989951212179411,F,83.8635930104917,44.9037445183392,84.15884212581382,44.41180120728222
l_2309,,peripheral,arterial,West,1,6.04355558768468,F,20.49151013134539,91.52491898071625,20.64860256927363,91.79232186953674
l_161,,boundary,arterial,East,0.3090632807067247,0.45927173461340326,C,123.11686983154266,64.03823861374093,124.31030574758968,63.907819662821275
l_894,,inner,arterial,CBD,0.9512485136741975,8.614255084825345,F,82.16773103888916,71.8805917096322,82.4058292623274,71.82213525310672
l_457,,peripheral,arterial,West,0.47763095048559145,0.6331119441722151,D,3.5933442076091624,48.29274966595289,4.01069811661876,48.52842067021391
l_66,,peripheral,arterial,East,1.4125402181589892,3.8468639160989553,F,65.79131874330855,37.53490327907167,66.5307284376244,37.54830611452319
l_377,,peripheral,arterial,East,1.2464942349641632,5.555934085248107,F,120.53325260381972,53.789304780519,120.61412128457954,53.46347217081694
l_2402,,inner,arterial,CBD,0.6990834239552587,3.874385039541629,F,81.01008786227239,46.95650418119253,81.34710947838948,47.54485531979951
l_1238,,inner,arterial,CBD,0.6181265614134493,0.8612069547832024,E,115.22481130650839,64.07750355878663,116.83375292982441,64.07451012846087
l_518,,peripheral,arterial,East,1.5,10.137607925019715,F,106.02948398163464,19.897960726244897,106.51764890136762,20.429405462124972
l_1024,,peripheral,arterial,East,8,24.934444077621993,F,93.11445522620902,70.05626400761284,93.36711076095095,70.78129612834279
l_391,,inner,arterial,CBD,6,22.75125404273533,F,88.13824604143318,60.851355100114134,88.82022876021257,60.109002418329815
l_370,,inner,arterial,CBD,1.4730252255569876,4.49318758671027,F,51.09034813211472,78.66904767131466,51.73275430312918,80.49505218483208
l_613,,peripheral,arterial,West,0.6732873253661,1.1391811517643102,F,12.838455797859599,72.47551143596816,13.513751713595749,72.54432523635822
l_1106,,inner,arterial,CBD,0.5155746509129968,1.7151006692919135,F,59.389231387559114,52.301070655641134,59.98369665385385,53.88469637087916
l_584,,peripheral,arterial,West,0.4163486225799736,1.8411738179163393,F,57.831907494897834,14.97917767826356,58.47005292411039,15.399864333918952
l_185,,inner,arterial,CBD,1.3530273988048258,2.776201168852047,F,71.60699851117133,62.8325792472721,71.88080660841018,63.530216875278064
l_121,,peripheral,arterial,East,1.162715586848395,5.747890445055559,F,105.61152915050488,48.77030886430576,106.49109268072078,46.970172440998155
l_2151,,peripheral,motorway,MWY,0.2,2.1258294151924413,F,49.65627609578162,60.48860823595705,49.79450913135496,59.94446400638409
l_494,,peripheral,arterial,West,0.6732873253661,0.7900321083806691,D,6.229478036781848,70.136056771095,6.518425233524618,70.48215665190318
l_672,,peripheral,arterial,East,1.1089548100914888,10.640471159901399,F,93.44236204648575,18.699552901642477,93.72385727497958,18.640274484382697
l_1987,,boundary,arterial,East,0.4894363324904152,1.971767351201044,F,90.25782546500915,66.5912814806598,90.35462429295049,66.30890785708459
l_259,,peripheral,arterial,West,0.4094445202675038,2.1410306427416472,F,22.338514977887286,15.196464898997053,23.411681397626165,15.636355432577187
l_1413,,peripheral,arterial,West,0.5904736911166514,2.438527051355783,F,52.66608875196017,23.668517093456877,52.70507672282904,23.424563417703144
l_982,,peripheral,arterial,East,0.6587615283267457,4.238193553450193,F,70.17819305561731,19.643559722879967,70.74069647453153,19.49804875099083
l_920,,boundary,arterial,East,18.398396037268547,8.390593058943423,F,68.94062341036035,47.96313561986152,70.50245947328503,47.77217709600998
l_96,,peripheral,arterial,West,1.68321831341525,8.128065789150899,F,26.2650441370088,69.50161069839838,28.130890312861954,68.08926229466695
l_490,,peripheral,arterial,West,0.5459260270233384,2.072901457173094,F,14.363812522100684,18.936088409652413,14.461144623337136,18.312716966288814
l_1374,,peripheral,arterial,West,0.8326972451599473,1.179700438357346,F,53.13224760755773,11.200773498730635,53.61726759322485,11.570233857453232
l_286,,peripheral,arterial,West,0.6732873253661,0.9216641526172584,E,7.780939910423752,71.75651292746136,7.980001471802172,71.94208491837833
l_753,,inner,arterial,CBD,0.8204567209079722,5.924275162035267,F,108.46929287016145,59.77103292301137,108.85548333009355,59.493573287192135
