day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee
1,El Farol,No-Charge,0.92,0.17425899920024274,0.17425899920024274,0.755902813580523,0.12915408022331354,1769,1217,1200,0
2,El Farol,No-Charge,0.9273333333333333,0.1741620634313103,0.1741620634313103,0.875653031817682,0.14111917187389797,1782,1228,1220,0
3,El Farol,No-Charge,0.926,0.16350356794685864,0.16350356794685864,0.788001398872619,0.12346358018713788,1795,1226,1219,0
4,El Farol,No-Charge,0.9193333333333333,0.16585042099149733,0.16585042099149733,0.7150738514279577,0.10864206244515578,1769,1211,1212,0
5,El Farol,No-Charge,0.9246666666666666,0.15096317246002505,0.15096317246002505,0.7230902125551537,0.10078263532654778,1781,1224,1220,0
6,El Farol,No-Charge,0.9226666666666666,0.128071155811306,0.128071155811306,0.7804181129293958,0.1218220997182848,1782,1213,1214,0
7,El Farol,No-Charge,0.9253333333333333,0.15196473295262078,0.15196473295262078,0.7012631331800403,0.11604436381726979,1765,1219,1214,0
8,El Farol,No-Charge,0.9266666666666666,0.14202396187701385,0.14202396187701385,0.7258107400182716,0.10551938163004357,1775,1221,1210,0
9,El Farol,No-Charge,0.9186666666666666,0.1762276812807367,0.1762276812807367,0.7593778138737317,0.1116772617763118,1779,1211,1201,0
10,El Farol,No-Charge,0.9193333333333333,0.146289312615933,0.146289312615933,0.69928502184311,0.13595374761094325,1772,1216,1216,0
11,El Farol,No-Charge,0.9306666666666666,0.16114276690603885,0.16114276690603885,0.7945556503099891,0.10119225492795154,1783,1224,1222,0
12,El Farol,No-Charge,0.936,0.19845400253232812,0.19845400253232812,0.8337199807263552,0.13157252111040255,1775,1216,1221,0
13,El Farol,No-Charge,0.9246666666666666,0.1723914505188592,0.1723914505188592,0.6263373619340661,0.0984746828380893,1769,1214,1209,0
14,El Farol,No-Charge,0.9253333333333333,0.1669581993697989,0.1669581993697989,0.70884719571953,0.11578668604514201,1791,1224,1211,0
