day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee
1,Exp-Decay,tou,0.39684959349593496,0.359135501750498,0.359135501750498,0.5044342075037106,0.12597227322417268,917,571,584,1.4656
2,Exp-Decay,tou,0.4034552845528455,0.36958441690422683,0.36958441690422683,0.4594192005316512,0.11850986278310634,942,589,616,1.4808
3,Exp-Decay,tou,0.40396341463414637,0.31394057731283576,0.31394057731283576,0.5388004592373463,0.1183047811215701,901,559,587,1.4768
4,Exp-Decay,tou,0.4181910569105691,0.36315768091831413,0.36315768091831413,0.5292195652173362,0.12388088395195462,962,588,632,1.5792
5,Exp-Decay,tou,0.3877032520325203,0.31101134625126103,0.31101134625126103,0.41573493634248,0.11911854639281255,929,553,570,1.412
6,Exp-Decay,tou,0.3902439024390244,0.4071391407495014,0.4071391407495014,0.5116612403005899,0.125164006064762,905,561,601,1.46
7,Exp-Decay,tou,0.4095528455284553,0.34227326590442564,0.34227326590442564,0.45395603823018466,0.09727309659714986,943,557,594,1.4912
8,Exp-Decay,tou,0.3983739837398374,0.3822489126181658,0.3822489126181658,0.5194988078002474,0.12315706696499096,926,565,597,1.4416
9,Exp-Decay,tou,0.41260162601626016,0.3827228671895143,0.3827228671895143,0.4968086901406142,0.13000708765660526,956,573,597,1.4872
10,Exp-Decay,tou,0.4146341463414634,0.35136559152730934,0.35136559152730934,0.5563230359390294,0.13036631673540855,953,568,599,1.4976
11,Exp-Decay,tou,0.4166666666666667,0.40033892724573067,0.40033892724573067,0.5321809575094938,0.11829556504422933,943,575,620,1.532
12,Exp-Decay,tou,0.4095528455284553,0.43803334148415385,0.43803334148415385,0.5877590491744326,0.11340378879059006,956,583,609,1.5056
13,Exp-Decay,tou,0.40752032520325204,0.3892783274209807,0.3892783274209807,0.5545572494247002,0.10743535292851063,946,576,609,1.504
14,Exp-Decay,tou,0.3856707317073171,0.38362058556879197,0.38362058556879197,0.446590627147988,0.1022525134901313,908,548,583,1.4528
15,Exp-Decay,tou,0.391260162601626,0.28025619029158916,0.28025619029158916,0.4858696775027307,0.1139573257414974,921,564,597,1.44
16,Exp-Decay,tou,0.42022357723577236,0.38188913252659584,0.38188913252659584,0.43683846012784155,0.11802628928046917,959,579,611,1.5456
17,Exp-Decay,tou,0.3790650406504065,0.3218412773295055,0.3218412773295055,0.4531390067857693,0.09747281704737033,905,558,571,1.4184
18,Exp-Decay,tou,0.3877032520325203,0.28856764895200965,0.28856764895200965,0.36507510476571614,0.12796401314760636,872,548,575,1.4264
19,Exp-Decay,tou,0.41209349593495936,0.3907690755292558,0.3907690755292558,0.5725330540389086,0.10682678093832024,945,580,602,1.5016
20,Exp-Decay,tou,0.4146341463414634,0.33155548753303277,0.33155548753303277,0.4881931684725894,0.12294892318267114,944,563,604,1.5784
