day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee
1,Q-Learning,tou,0.73,0.12182542462682928,0.12182542462682928,0.5378643992166696,0.07945492194196593,1701,1185,1138,2.0472
2,Q-Learning,tou,0.752,0.1383220073310161,0.1383220073310161,0.6773667087205993,0.11156395797629357,1747,1203,1156,2.1032
3,Q-Learning,tou,0.7253333333333334,0.15643912071575722,0.15643912071575722,0.6886213378706446,0.09703751758748089,1735,1209,1151,2.028
4,Q-Learning,tou,0.7013333333333334,0.15057446806975566,0.15057446806975566,0.6240903983356768,0.09678958254469533,1685,1194,1142,1.9552
5,Q-Learning,tou,0.6673333333333333,0.13748957934789383,0.13748957934789383,0.5957508573644944,0.07920046372341892,1689,1176,1123,1.848
6,Q-Learning,tou,0.6533333333333333,0.12564127685135837,0.12564127685135837,0.562214082143146,0.09273254802693157,1686,1192,1132,1.8088
7,Q-Learning,tou,0.626,0.11758011049503443,0.11758011049503443,0.45428994188596117,0.07146142915491178,1657,1175,1087,1.6992
8,Q-Learning,tou,0.6053333333333333,0.1270741798265586,0.1270741798265586,0.48328686498458223,0.07533155731444112,1651,1178,1089,1.6736
9,Q-Learning,tou,0.5806666666666667,0.10456959878511837,0.10456959878511837,0.48181362748507695,0.08768144745802348,1650,1169,1095,1.5968
10,Q-Learning,tou,0.552,0.08685325773932587,0.08685325773932587,0.4455839466780416,0.07664112324383367,1624,1158,1062,1.4968
11,Q-Learning,tou,0.522,0.11523537480334038,0.11523537480334038,0.5431414681568355,0.08142042683030386,1616,1150,1058,1.42
12,Q-Learning,tou,0.5,0.09748435884133144,0.09748435884133144,0.48647044269748685,0.10163006796315922,1621,1162,1061,1.3792
13,Q-Learning,tou,0.5073333333333333,0.09378103432082317,0.09378103432082317,0.380221856844935,0.07231316455913944,1611,1147,1058,1.3632
14,Q-Learning,tou,0.48333333333333334,0.09729267199489922,0.09729267199489922,0.44877682417131726,0.07772345041984159,1630,1165,1052,1.3056
