day,rule,regime,hour,fA,fB,fC,fD,fE,fF
1,El Farol,No-Charge,5,121320.63781860446,18191.971715040872,3412.0858425656565,2068.810545263061,1719.6140837745488,3803.7449526894566
1,El Farol,No-Charge,6,271429.90576520684,244157.29083834638,151720.567292738,89644.41900016533,38862.697337898404,137724.5516060805
1,El Farol,No-Charge,7,159499.24967609483,207574.30213461714,289857.0125789167,448214.1479958254,290705.99639666756,1222089.1393890146
1,El Farol,No-Charge,8,92854.66578513203,168624.4586282069,242740.52691768305,179467.67860698412,191678.0154895247,3839300.70773748
1,El Farol,No-Charge,9,62685.655882649655,143286.27979401237,241436.1596434604,217889.17726969233,184654.5724605626,5258522.917923318
1,El Farol,No-Charge,10,67316.77955633885,158705.03105956808,221093.2841828756,244612.4531925502,235177.86348580674,4755715.787685603
1,El Farol,No-Charge,11,102514.0044881104,195221.07802144985,249386.85434757068,299648.26433816704,235381.67253087054,3179585.7119555343
1,El Farol,No-Charge,12,151106.63024632915,200169.00909780126,263264.3126369926,340084.58690981264,273122.9499995552,2026760.9798839705
1,El Farol,No-Charge,13,151254.08470728272,189758.5753425705,250422.5672330443,438241.9632540639,221139.17487625117,1859290.4478081723
1,El Farol,No-Charge,14,154593.0549724464,160441.07311363379,292890.6896775291,476178.8129142159,265669.49147022865,1759221.5312406148
1,El Farol,No-Charge,15,152749.27553724343,187929.30440982935,288641.56554565753,548549.1388009641,224796.81974280224,1488269.164759082
1,El Farol,No-Charge,16,148586.9486023555,163135.86546094823,256756.2287715329,403364.5582462863,310826.8776649438,1981747.6847252513
1,El Farol,No-Charge,17,124765.94495682113,161081.53899815073,205902.95648915137,255786.21430006152,274327.7691912705,3011156.6327495063
1,El Farol,No-Charge,18,112937.42190222944,124040.55391090528,235000.49937752608,324023.53050712286,186802.07638685455,3486771.9417445934
1,El Farol,No-Charge,19,107239.70316348849,159901.57049226778,269629.23743202386,254394.35973317202,285632.8962096962,3019506.0498874537
1,El Farol,No-Charge,20,146957.85476175247,200413.38306255676,262741.3894027751,406722.34149506653,315476.4637961967,1750379.112692728
1,El Farol,No-Charge,21,190420.55665879697,187159.81153882542,367404.77925369696,436042.0536194664,213108.24175251284,801888.8947754191
1,El Farol,No-Charge,22,228689.25674743592,267794.3350660864,385765.56751539273,235500.10094355533,118810.97593428835,314730.5777654859
1,El Farol,No-Charge,23,334273.5048351469,253866.95032189146,141389.6780792402,97710.78835087539,45583.177498849174,99618.30240594388
1,El Farol,No-Charge,0,413177.0648144257,132660.15661183753,79980.32237299085,34036.77585875807,18605.30597853594,55930.89345952367
1,El Farol,No-Charge,1,368235.15846407285,151459.82226483786,68055.93050303025,20941.697524329556,24337.536812706523,88476.22841052747
1,El Farol,No-Charge,2,355906.2114731739,150123.32785525796,96157.80467566861,24298.11087126559,23053.63606944956,77796.28015485703
1,El Farol,No-Charge,3,350358.81200770225,133635.19109846346,60893.67666065138,13995.651298268689,14569.346481883573,50551.99604828649
1,El Farol,No-Charge,4,356021.9650235005,116646.12191564403,59952.19776616757,15810.669720727317,6507.445304512589,41396.55765048803
2,El Farol,No-Charge,5,176851.3780692968,32919.79073503011,20353.040767079576,7812.787323471361,2567.5381015856146,12013.124326543377
2,El Farol,No-Charge,6,255143.80022513922,284189.49508513807,253006.1397430918,121766.99780504897,76332.74295385323,198969.0494064302
2,El Farol,No-Charge,7,146295.50309872738,177206.63030221898,278730.4830391862,361665.61020277196,305087.0804588661,1732012.177432914
2,El Farol,No-Charge,8,96835.24609891183,134956.61933031652,198606.16734552462,242263.56288470814,160130.95213510573,4544707.662147188
2,El Farol,No-Charge,9,63684.11203967817,129191.75410551972,231578.47609677707,252735.9441667769,187126.51469730312,5366710.878040386
2,El Farol,No-Charge,10,86518.8600844229,152344.16576827192,220485.0381287181,218534.36746125988,249786.2206046637,4556113.894940435
2,El Farol,No-Charge,11,102105.49103512467,182490.48158839752,246087.65159276867,322556.1807231665,227288.0344573312,3293404.0173666114
2,El Farol,No-Charge,12,135483.24139989653,189997.54322608176,292734.4727611167,295032.82911277993,231362.2279810036,2423781.5138686094
2,El Farol,No-Charge,13,163435.6886928407,205268.63995968978,267537.92235239496,382661.7983486057,261416.0802140967,1780812.8659928436
2,El Farol,No-Charge,14,159281.70672552806,213386.8167356849,378209.7164667534,255046.42098645697,253052.42086700175,1765602.387158749
2,El Farol,No-Charge,15,135753.05909034362,203308.67380467817,295100.1998950501,281722.9085508478,275125.1921424417,2204941.709722745
2,El Farol,No-Charge,16,112916.70219829142,186976.48176303695,272130.4386496754,263476.62059436605,263938.59044479363,2917826.7202417604
2,El Farol,No-Charge,17,110512.30882017301,163655.49359485228,202422.7945907618,240637.9789417925,161067.35611207935,3864403.4031574884
