day,rule,regime,hour,fA,fB,fC,fD,fE,fF
5,Q-Learning,tou,0,318186.5419129054,70445.94529746733,31885.549388464602,10140.891685681145,1974.59604814081,29653.42354648064
5,Q-Learning,tou,1,244459.75692367664,36058.38586575325,12240.920843141444,6070.550272909965,5232.470494125913,1432.9440961127382
5,Q-Learning,tou,2,242803.11094801282,26484.31686871542,18086.19339084874,3084.9732015033583,9808.582711239551,7853.522861286023
5,Q-Learning,tou,3,283958.22043015005,29500.66121964227,11957.605818618827,3581.525959250089,1814.699594704761,23473.979438653045
5,Q-Learning,tou,4,272031.72425928165,34900.43586275436,16315.397787924074,2514.065180427134,2656.112365765234,22881.7467960162
6,Q-Learning,tou,5,100235.20606473117,12570.678198468973,3841.780916226234,2034.9549793803203,923.2709699558242,210.39216705921461
6,Q-Learning,tou,6,306963.63819525123,94673.46076118301,50047.73657524995,18344.037334040207,11572.839914911949,36876.483948535475
6,Q-Learning,tou,7,246239.6798980167,315624.126106315,305001.8425889676,185432.77631315065,105050.26063210503,308646.504559581
6,Q-Learning,tou,8,139956.37281532984,220209.5973274194,233964.00913214163,379313.1400105335,338430.6523872969,1746038.765645313
6,Q-Learning,tou,9,122780.3141948732,189705.55601957216,191967.06075759334,170536.56916120593,172080.8714148552,3447610.8338667685
6,Q-Learning,tou,10,138435.6707012879,162467.42598522917,210802.1507719704,222975.5541925039,299435.3236339119,2930870.306001217
6,Q-Learning,tou,11,175208.93411837972,186078.67154292643,289416.3636803345,361182.26824250916,260441.18671716223,1596264.2476434612
6,Q-Learning,tou,12,202727.8947343945,224102.1411221393,404440.6704202469,377036.2158227981,220649.48378698912,568807.4292167237
6,Q-Learning,tou,13,207091.05519611755,318480.38838571595,395442.2323537339,185048.8375457463,127398.56009285989,337356.84412249713
6,Q-Learning,tou,14,213433.60642266454,356265.6132391034,339361.50402594823,134584.60013275043,123982.26424834796,288707.7225203778
6,Q-Learning,tou,15,210282.26056687362,325265.52217787894,388183.4767327219,200394.42110277267,82830.05685946048,315984.9706017587
6,Q-Learning,tou,16,166637.98756688743,253083.02625926444,424261.6700422322,367417.92263537506,211133.70959347204,612135.3768902672
6,Q-Learning,tou,17,179430.48676240776,161211.74611748187,394091.42271002947,389637.59858143394,291783.541954337,1011751.839635784
6,Q-Learning,tou,18,183059.38192658566,205746.22231786913,291714.62811967987,511232.376763755,228626.37085669578,1050748.0423214019
6,Q-Learning,tou,19,210757.28403537624,198600.30734529175,456443.26253597595,405929.21290286555,161423.75550441328,629638.0695406839
6,Q-Learning,tou,20,222927.62189357367,322785.8421323814,399365.43992502056,188482.83794483924,101160.38856801395,370227.3367905154
6,Q-Learning,tou,21,297723.9522119397,326868.35524733784,188654.57874479002,99540.56093344731,53155.71199223962,144990.147378307
6,Q-Learning,tou,22,399485.8542511418,149641.2400377778,66026.59518441833,35144.42931090409,9795.952844518792,52825.037109720455
6,Q-Learning,tou,23,334071.4997376929,86157.49864922707,16776.152606278964,5061.278811518815,5867.465425692284,28901.378246040153
6,Q-Learning,tou,0,255380.30819192578,16810.936826889207,3745.1485216652045,6636.00857115158,6857.24753684251,5914.355426423022
6,Q-Learning,tou,1,196733.06252345,9387.832262560732,6039.183305816083,6314.3879735124865,3621.049639146771,708.1111008470714
6,Q-Learning,tou,2,248708.76871977787,31060.263875971603,6859.812357489779,6880.208847549165,5677.844050836316,8052.133996175361
6,Q-Learning,tou,3,255244.17519335356,18478.95114446455,11854.966085876593,2770.4783222954875,7115.195189772365,12204.227823136309
6,Q-Learning,tou,4,252239.9984946062,20211.68723435506,16219.361377302297,4033.998607433143,6812.713654053908,11950.527520378018
7,Q-Learning,tou,5,99046.73604386859,10834.201303298581,2839.8928081750937,2197.20935179492,596.1173048702092,1366.7950167113872
7,Q-Learning,tou,6,287907.3817633493,93727.82664319397,54984.723790730364,23006.5149752161,18505.630827347915,31853.219679335325
7,Q-Learning,tou,7,243384.05153982772,285508.4372786934,278336.82731937175,158190.54412735818,95382.46174454087,380919.2789358747
7,Q-Learning,tou,8,158187.2193606636,199857.51353083577,254850.50393811907,429120.1218424544,277219.2362131704,1577164.8879926344
7,Q-Learning,tou,9,132757.09360328427,173214.93270626775,207877.27461261654,232907.9261851814,263156.801633668,2667642.9307419397
7,Q-Learning,tou,10,144422.25717223602,166531.35691058365,244431.29275594596,428342.92380162707,292459.4570626998,1935444.0619112952
7,Q-Learning,tou,11,174639.2827087586,178895.23858295518,436788.9284731832,372061.94317707437,227282.9073422081,874700.5875871606
7,Q-Learning,tou,12,207845.45950065443,266187.7729734145,409555.64092687896,280942.33777285105,155717.74704123696,393270.0854232064
7,Q-Learning,tou,13,236526.26499589934,320558.0706385414,397286.80532999255,192383.85359245058,89518.71054521114,349523.19714998774
7,Q-Learning,tou,14,234620.16828504458,400983.2623791443,302489.37182779086,94775.14871708208,60832.4987678806,213545.0892102426
7,Q-Learning,tou,15,234060.1176437749,363249.52484477585,307111.3192840558,146683.59319248548,54276.49880639025,216265.25892500198
7,Q-Learning,tou,16,200802.1269668828,254924.77559037704,413853.9130035873,330395.06828340894,181924.55923802571,434644.39325499587
7,Q-Learning,tou,17,180358.88957288052,197374.85969771544,400688.0850207062,383264.1283451305,303418.04718764545,908218.8020726597
7,Q-Learning,tou,18,174971.19654342745,204170.33551233774,368953.80688852863,338729.64815301733,235797.50887683863,1309402.6716482146
7,Q-Learning,tou,19,179292.54177837283,237484.01712580223,384455.2300213454,312957.0955921627,263859.0162729384,850384.2367748956
7,Q-Learning,tou,20,216422.8613445058,356061.630402678,351685.1028891477,236185.33835029727,146892.41704724412,337356.3726425544
7,Q-Learning,tou,21,322160.1507852184,307024.5745949638,193224.6299315422,83417.79192268336,45175.27074650179,128184.57162072355
7,Q-Learning,tou,22,387371.2195272412,143046.26340589634,76650.05068797356,22555.715572547768,10573.400674719984,52202.068270962845
7,Q-Learning,tou,23,346793.9833190297,78245.4176515912,22513.11518526141,11156.716669554704,2319.9034627213637,37382.27180646671
7,Q-Learning,tou,0,285333.9007014809,33855.801188221456,11267.19588114728,4074.3572588668926,7849.035150678554,14850.682610385762
7,Q-Learning,tou,1,252347.57900407334,23461.856426698047,3609.01198096365,9879.91626627514,6215.795824768333,4381.366087944338
7,Q-Learning,tou,2,221457.69583549368,21572.479753870077,10361.943956625424,9788.260761307467,6384.847315531149,4916.4450068919095
7,Q-Learning,tou,3,210523.84189242625,13486.324041067803,7481.964309136768,7569.133129042593,3170.4024544083027,481.49586105375005
7,Q-Learning,tou,4,215109.25158437688,20605.49984016117,7131.277876535206,7761.606485469348,2785.079848591143,2617.4814413592885
8,Q-Learning,tou,5,105138.3718478907,13782.185543958976,4056.2584962815286,808.0805367595962,235.14565268609877,51.195515510281844
8,Q-Learning,tou,6,312482.0641119163,106070.75237805625,34318.47059477903,9147.90547659087,5761.174665718705,34285.73579898304
8,Q-Learning,tou,7,247148.8757491061,321994.7647182655,280293.8062288878,122103.85310918537,62171.35386978434,228509.35267958438
8,Q-Learning,tou,8,155214.2342960781,193078.70652862708,296057.4068459107,446993.62847041653,322389.11350196734,1273155.9752317404
8,Q-Learning,tou,9,127441.4336406125,173569.92222822696,224246.63605480417,328514.0373153491,325005.75428008655,2489098.819639649
8,Q-Learning,tou,10,129923.12956380578,212338.1480774161,261735.22450866151,456001.8449936314,234990.78376981962,1839002.2413702242
8,Q-Learning,tou,11,183089.27210800353,203824.3294707893,460085.2702806918,368907.8844592838,206697.78990926128,769198.1339022674
8,Q-Learning,tou,12,212149.64163242187,354942.6896323459,352136.169659942,146914.31272783747,156165.82751426008,392932.76089621783
8,Q-Learning,tou,13,221614.6556998986,314197.05711180536,356339.15833183273,134761.65337903262,104499.4559870032,343248.92089474376
8,Q-Learning,tou,14,255018.51176978013,214444.92685157037,394928.11015815695,194591.61897355074,101637.06163371031,307248.5268285871
8,Q-Learning,tou,15,244431.091299389,244054.8923988609,482284.599939771,156469.96252942365,85911.92004237694,284288.42751140444
8,Q-Learning,tou,16,184013.55798188294,233368.4424327898,465386.5421707422,341821.3760150786,129756.00344871488,538802.2110164361
8,Q-Learning,tou,17,178526.79293849648,192307.47749712045,458869.19095189887,361807.941787388,248957.6186993594,803913.0187745129
8,Q-Learning,tou,18,186072.5093152011,193399.24322820475,361546.92460837605,403773.25189618533,216545.00835816012,959910.3520481515
8,Q-Learning,tou,19,209171.10728798024,207500.0168450802,431786.46109708387,389845.3877864191,172799.29677884423,551999.3337784657
8,Q-Learning,tou,20,233470.01494567856,345468.7720695034,348351.28641371714,161526.25236280053,70869.11013185179,253804.55602238973
8,Q-Learning,tou,21,337135.4160914019,296143.37040745514,134505.36400384494,37526.37393515537,29575.307543133164,120267.72498585055
8,Q-Learning,tou,22,376845.94874557975,110314.81634148146,47022.53742794014,29547.826159058797,10329.636608031216,50201.918485743
8,Q-Learning,tou,23,329745.4580207726,54077.48645600503,12684.67425559403,7700.985827699785,2811.671413811968,29670.79234988484
8,Q-Learning,tou,0,255947.83493924802,36933.714419553355,25124.724894826275,10616.127131113088,7611.43781165631,10095.023181073531
8,Q-Learning,tou,1,252450.4691767697,40959.71224954617,16970.053980108023,7759.4210273887575,6074.50600513569,6332.261425412887
8,Q-Learning,tou,2,277078.6107485291,31666.212023755306,19053.540984373823,5958.793396153915,5287.029283864235,12241.1588353197
8,Q-Learning,tou,3,263675.1281855878,26009.661421025063,13893.278429010417,7665.015169898272,6110.894939875101,7598.035942401392
8,Q-Learning,tou,4,238271.18157615865,25388.175380108,4755.348919122234,6744.548242675877,8927.797260055491,3781.236086784459
9,Q-Learning,tou,5,51869.23183392925,9353.547904877927,1002.8156491382929,181.16296978278348,0,0
9,Q-Learning,tou,6,282345.5755930887,99382.60833724852,55910.00283838299,38376.43839579915,15974.817026043891,31316.663598124094
9,Q-Learning,tou,7,241031.04381242726,273366.17407178466,317499.37734524644,183187.97347091042,100007.4849843329,284925.4079947785
9,Q-Learning,tou,8,155757.15677578875,215845.62526555613,253060.57071026514,442306.4594902326,294683.74850307574,1338642.1874318742
9,Q-Learning,tou,9,126938.62426079613,208809.98922967212,157851.10295886858,238671.1677911763,252055.57706840386,2827447.701787402
9,Q-Learning,tou,10,142613.07515675685,202134.5758650533,232638.93719761178,347822.89411923167,319839.94507577317,2061814.2363346263
9,Q-Learning,tou,11,176717.38404695946,215308.42890722584,428244.8519362198,349394.73129897006,226694.4968216229,906901.945961327
9,Q-Learning,tou,12,215960.3747241096,271628.994336691,467347.9873672545,218399.7899594825,140617.13439412514,328003.90197107225
9,Q-Learning,tou,13,237250.23935942724,340825.97262257227,338645.6194913082,159931.88433943884,81413.83015321827,260524.03619858072
9,Q-Learning,tou,14,255398.26522641277,420396.98578358337,153854.00754725328,123554.62119981066,62097.95385637451,204568.77192071558
9,Q-Learning,tou,15,243035.4960020169,399561.372218677,217169.81463483386,148672.15943858866,72238.04232853671,199064.3576871058
9,Q-Learning,tou,16,219395.23524173742,343980.1938473005,402097.33490699396,157089.13540332858,128095.89145017155,333037.29716264963
9,Q-Learning,tou,17,173426.98699419925,241032.37208278556,504475.5154554141,412681.4579254012,166696.68010299103,585951.4932439703
9,Q-Learning,tou,18,183970.55598025132,213418.80082698428,372869.032185708,515084.74280376843,291812.7518726518,659430.8361255015
9,Q-Learning,tou,19,209308.28891340573,245596.67521141926,441511.68737606896,406395.2684076181,177770.111141533,509742.83732598595
9,Q-Learning,tou,20,229355.25989690397,328080.3016322281,377815.35905560834,137272.1872153327,62433.31675991973,291693.22511393775
9,Q-Learning,tou,21,366789.2611102474,241508.1118712904,112402.23236356731,57858.76929438067,25466.850437954774,92378.18747811919
9,Q-Learning,tou,22,364020.2797087284,90224.22219582536,30769.179641583953,12820.06995308396,3053.6325031889023,37840.5786153859
9,Q-Learning,tou,23,278079.9445764768,33719.38217893389,7904.196911303278,3374.472157289666,7383.622252009062,15945.35939005771
9,Q-Learning,tou,0,244986.6800146384,20894.193902847506,5257.100934197107,9991.353105935026,6911.690033392906,7529.982431826094
9,Q-Learning,tou,1,255791.33869372358,23068.329701991657,3809.082889009164,7119.786397300589,3676.82426399873,10350.818755038421
9,Q-Learning,tou,2,246894.23565238825,21612.03963409195,5233.411161537259,4498.924477564312,8037.336338793259,7737.053718465071
9,Q-Learning,tou,3,238649.44942756518,40423.4468902471,7408.513544816945,9401.195258910295,2044.8987421305299,24271.303345362117
9,Q-Learning,tou,4,249728.06393347858,36484.20200874285,11085.080474493894,4175.293000811825,3446.624474346188,18468.018480481926
10,Q-Learning,tou,5,94370.07277300999,6586.441015426919,3181.4600742518032,161.97925574999803,4.370133844226601,24.313463771306438
10,Q-Learning,tou,6,291633.8030590131,111021.62634345176,64672.10689513064,36067.91950284717,14884.263764601877,39624.788151313805
10,Q-Learning,tou,7,247780.1547262838,259555.14854106813,324802.00301812135,207083.93746294032,90878.01416505511,316203.1727900896
10,Q-Learning,tou,8,182154.85610601472,178291.03408705664,250389.40257478892,338881.92509000463,272498.60602920636,1434913.3277827296
10,Q-Learning,tou,9,139628.61956559485,209651.81388239906,210687.90866406757,327008.91307109914,329431.41669421614,2160314.4281668975
10,Q-Learning,tou,10,135910.2450691469,240861.07877185688,299321.5642060771,475926.9091557604,302815.5247922617,1415145.6363362337
10,Q-Learning,tou,11,194080.9982931828,253341.45670241024,509746.77283984283,319459.07635378884,175378.26591368538,545294.4083781863
10,Q-Learning,tou,12,230366.38926774164,255916.46364104806,455760.42947656644,198488.4730301648,109617.87638958916,299880.8618043889
