day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee,model_version
1,Exp-Decay,tou,0.3993333333333333,0.09955082009372185,0.09955082009372185,0.28891151078797467,0.06497884955573949,1565,1184,1070,1.1328,v3-2026-07-30-trip-suppression-fix
2,Exp-Decay,tou,0.4086666666666667,0.17612282668617776,0.17612282668617776,0.20680196981582857,0.059106782894474526,1315,1174,1165,1.1616,v3-2026-07-30-trip-suppression-fix
3,Exp-Decay,tou,0.3953333333333333,0.1446590213636451,0.1446590213636451,0.24207695209094668,0.10267602094336196,1636,1067,1312,1.1072,v3-2026-07-30-trip-suppression-fix
4,Exp-Decay,tou,0.3893333333333333,0.20982616106455448,0.20982616106455448,0.23891563976177937,0.08618299612127983,1434,1021,1256,1.0992,v3-2026-07-30-trip-suppression-fix
5,Exp-Decay,tou,0.3873333333333333,0.14661864630506358,0.14661864630506358,0.22716577533265647,0.08802033890225414,1426,1000,1342,1.0896,v3-2026-07-30-trip-suppression-fix
6,Exp-Decay,tou,0.3993333333333333,0.14156763924472834,0.14156763924472834,0.27836484002900486,0.12316986370542511,1488,1211,1246,1.1176,v3-2026-07-30-trip-suppression-fix
7,Exp-Decay,tou,0.404,0.10974396446813232,0.10974396446813232,0.2999053395851089,0.06642727499008874,1507,1163,1095,1.1424,v3-2026-07-30-trip-suppression-fix
8,Exp-Decay,tou,0.3953333333333333,0.13905440743492595,0.13905440743492595,0.2717815585596957,0.09833599262268766,1632,1050,1308,1.124,v3-2026-07-30-trip-suppression-fix
9,Exp-Decay,tou,0.3953333333333333,0.12590459317644936,0.12590459317644936,0.2512252666016174,0.06353342542211922,1488,1107,1111,1.1088,v3-2026-07-30-trip-suppression-fix
10,Exp-Decay,tou,0.398,0.15832400052567755,0.15832400052567755,0.3049332442908604,0.06872326188184343,1454,1013,893,1.1176,v3-2026-07-30-trip-suppression-fix
11,Exp-Decay,tou,0.41133333333333333,0.15141610323959073,0.15141610323959073,0.36159558631224087,0.07746833187514525,1443,1030,1051,1.1688,v3-2026-07-30-trip-suppression-fix
12,Exp-Decay,tou,0.39466666666666667,0.1696562243349379,0.1696562243349379,0.27412013189037465,0.07376003207441453,1530,1224,986,1.1248,v3-2026-07-30-trip-suppression-fix
13,Exp-Decay,tou,0.3913333333333333,0.19273797148048394,0.19273797148048394,0.21678103723250589,0.07703305130669902,1515,1225,1201,1.1168,v3-2026-07-30-trip-suppression-fix
14,Exp-Decay,tou,0.4186666666666667,0.21161055778339294,0.21161055778339294,0.19480935020398385,0.07445676821393785,1428,1251,1174,1.1696,v3-2026-07-30-trip-suppression-fix
