day,rule,regime,hour,vc_inner
1,Exp-Decay,No-Charge,0,0.0030799661793337488
1,Exp-Decay,No-Charge,1,0.0013356388373097835
1,Exp-Decay,No-Charge,2,0.003472146578044128
1,Exp-Decay,No-Charge,3,0.005885302707786295
1,Exp-Decay,No-Charge,4,0.011912614113460568
1,Exp-Decay,No-Charge,5,0.0035924152065929123
1,Exp-Decay,No-Charge,6,0.01262599268346156
1,Exp-Decay,No-Charge,7,0.028829111715340805
1,Exp-Decay,No-Charge,8,0.05624363193801938
1,Exp-Decay,No-Charge,9,0.05448365888586157
1,Exp-Decay,No-Charge,10,0.04637599215664035
1,Exp-Decay,No-Charge,11,0.0222500208334908
1,Exp-Decay,No-Charge,12,0.014814930228881215
1,Exp-Decay,No-Charge,13,0.020365497643209628
1,Exp-Decay,No-Charge,14,0.015614173446066481
1,Exp-Decay,No-Charge,15,0.025109201308930434
1,Exp-Decay,No-Charge,16,0.03430158691436892
1,Exp-Decay,No-Charge,17,0.04016775322599038
1,Exp-Decay,No-Charge,18,0.03313479377767137
1,Exp-Decay,No-Charge,19,0.017495719733012432
1,Exp-Decay,No-Charge,20,0.018288708400664346
1,Exp-Decay,No-Charge,21,0.0061717546504700144
1,Exp-Decay,No-Charge,22,0.0030747903933478656
1,Exp-Decay,No-Charge,23,0.0031877610142495814
2,Exp-Decay,No-Charge,0,0.0021001490329496993
2,Exp-Decay,No-Charge,1,0.002537898130757766
2,Exp-Decay,No-Charge,2,0.0022185147440277847
2,Exp-Decay,No-Charge,3,0.005195395622180623
2,Exp-Decay,No-Charge,4,0.008713074825232496
2,Exp-Decay,No-Charge,5,0.013227232971222733
2,Exp-Decay,No-Charge,6,0.021820674411582572
2,Exp-Decay,No-Charge,7,0.03843495440131216
2,Exp-Decay,No-Charge,8,0.06697920489474643
2,Exp-Decay,No-Charge,9,0.04283231967189266
2,Exp-Decay,No-Charge,10,0.03327075733665534
2,Exp-Decay,No-Charge,11,0.030966322383396645
2,Exp-Decay,No-Charge,12,0.022224536484432296
2,Exp-Decay,No-Charge,13,0.007969913385731307
2,Exp-Decay,No-Charge,14,0.00853432233035607
2,Exp-Decay,No-Charge,15,0.020751686247453757
2,Exp-Decay,No-Charge,16,0.028026252234611575
2,Exp-Decay,No-Charge,17,0.03370824712944487
2,Exp-Decay,No-Charge,18,0.024504197501865364
2,Exp-Decay,No-Charge,19,0.02573760182749264
2,Exp-Decay,No-Charge,20,0.018181689079630102
2,Exp-Decay,No-Charge,21,0.005876394700904415
2,Exp-Decay,No-Charge,22,0.0029751180328531765
2,Exp-Decay,No-Charge,23,0.003138469295499727
3,Exp-Decay,No-Charge,0,0.001665176677698391
3,Exp-Decay,No-Charge,1,0.0015461765977481479
3,Exp-Decay,No-Charge,2,0.0021567303581593363
3,Exp-Decay,No-Charge,3,0.007259549518187022
3,Exp-Decay,No-Charge,4,0.0024366230087475766
3,Exp-Decay,No-Charge,5,0.004583670510535121
3,Exp-Decay,No-Charge,6,0.013003117919670359
3,Exp-Decay,No-Charge,7,0.02888955813165742
3,Exp-Decay,No-Charge,8,0.06979445066970726
3,Exp-Decay,No-Charge,9,0.07187980046274828
3,Exp-Decay,No-Charge,10,0.04682035876597102
3,Exp-Decay,No-Charge,11,0.0404423484488153
3,Exp-Decay,No-Charge,12,0.02017938235900645
3,Exp-Decay,No-Charge,13,0.018606621293636463
3,Exp-Decay,No-Charge,14,0.019207205163715192
3,Exp-Decay,No-Charge,15,0.015801140053784187
3,Exp-Decay,No-Charge,16,0.023960645997786387
3,Exp-Decay,No-Charge,17,0.05070682487274024
3,Exp-Decay,No-Charge,18,0.03890103135626568
3,Exp-Decay,No-Charge,19,0.013940097633572476
3,Exp-Decay,No-Charge,20,0.019167366247749562
3,Exp-Decay,No-Charge,21,0.007157676414530559
3,Exp-Decay,No-Charge,22,0.00340089282279374
3,Exp-Decay,No-Charge,23,0.002815562048328714
4,Exp-Decay,No-Charge,0,0.0060107719245108835
4,Exp-Decay,No-Charge,1,0.00660839526312774
4,Exp-Decay,No-Charge,2,0.0028609696445857477
4,Exp-Decay,No-Charge,3,0.0036380036918649485
4,Exp-Decay,No-Charge,4,0.0025942112963739457
