link_id,class,group,position,adt_obs,veh_day_model
l_337,arterial,West,peripheral,7783,4620
l_545,arterial,West,peripheral,43962,9420
l_346,arterial,West,peripheral,43962,17400
l_675,arterial,East,boundary,25486,47820
l_635,arterial,East,boundary,3000,37500
l_2001,arterial,CBD,inner,12259,31200
l_586,arterial,East,peripheral,15481,30780
l_251,arterial,West,peripheral,19825,25620
l_838,arterial,West,peripheral,17823,12000
l_726,arterial,West,peripheral,17823,21420
l_35,arterial,West,peripheral,43962,9420
l_787,arterial,West,boundary,16700,5040
l_718,arterial,West,boundary,11780,231060
l_53,arterial,West,peripheral,17823,10620
l_1299,arterial,East,boundary,10862,5160
l_8,arterial,CBD,inner,8479,64560
l_2218,arterial,CBD,inner,30388,39240
l_422,arterial,CBD,inner,4804,40200
l_186,arterial,CBD,inner,8479,74340
l_2059,motorway,MWY,peripheral,85000,66540
l_2295,arterial,West,peripheral,16700,30420
l_452,arterial,East,peripheral,15906,8700
l_2504,arterial,East,boundary,27326,82800
l_762,arterial,East,boundary,12793,87240
l_689,arterial,CBD,inner,12259,27720
l_941,arterial,East,boundary,30388,18240
l_331,arterial,East,boundary,18554,0
l_2313,arterial,CBD,inner,6446,14400
l_1379,arterial,East,peripheral,15481,17160
l_2320,motorway,MWY,peripheral,90000,25020
l_728,arterial,West,peripheral,17823,13440
l_492,arterial,East,peripheral,15906,23580
l_638,arterial,East,peripheral,24996,96060
l_1605,arterial,East,peripheral,15906,47400
l_1493,arterial,West,peripheral,25694,2160
l_541,arterial,CBD,inner,8869,33300
l_224,arterial,East,peripheral,15481,19740
l_2512,motorway,MWY,peripheral,90000,2040
l_602,arterial,East,peripheral,9354,28320
l_1433,arterial,East,peripheral,9627,21660
l_1371,arterial,East,boundary,12793,74040
l_945,arterial,CBD,inner,34625,64680
l_234,arterial,CBD,inner,25748,26520
l_947,arterial,West,peripheral,12562,11820
l_286,arterial,West,peripheral,17823,9420
l_960,arterial,East,peripheral,27324,7020
l_5,arterial,West,peripheral,43962,9420
l_199,arterial,CBD,inner,12615,113640
l_2297,arterial,West,peripheral,30484,60360
l_564,arterial,West,peripheral,34625,2160
l_433,arterial,CBD,inner,25748,24960
l_202,arterial,West,boundary,16293,104700
l_43,arterial,East,boundary,15177,0
l_1540,motorway,MWY,peripheral,90000,174240
l_1791,arterial,East,peripheral,21939,50700
l_416,arterial,West,peripheral,16700,31860
l_864,arterial,CBD,inner,3000,37500
l_927,arterial,East,boundary,15177,70620
l_2069,arterial,CBD,inner,12793,74040
l_1841,arterial,CBD,inner,12793,72960
l_1105,arterial,East,peripheral,27324,1320
l_503,arterial,West,boundary,16700,19320
l_660,arterial,East,peripheral,15906,23580
l_2092,arterial,East,peripheral,20157,33540
l_987,arterial,East,peripheral,12615,153420
l_2258,motorway,MWY,peripheral,90000,600
l_680,arterial,CBD,inner,1564,29460
l_414,arterial,West,peripheral,7783,4620
l_2689,arterial,East,peripheral,27324,0
l_736,arterial,CBD,inner,25748,18540
l_2253,arterial,CBD,inner,27326,240
l_27,arterial,East,boundary,24996,71760
l_1668,arterial,East,boundary,9523,720
l_1034,arterial,West,peripheral,20224,106320
l_2557,arterial,West,peripheral,3000,0
l_1588,arterial,CBD,inner,16700,66600
l_964,arterial,East,boundary,25748,38100
l_85,arterial,West,peripheral,15177,2280
l_341,arterial,West,peripheral,25486,91920
l_550,arterial,West,peripheral,43962,8580
l_798,arterial,East,peripheral,15481,17880
l_777,arterial,West,peripheral,16700,21480
l_2607,arterial,West,boundary,9523,29760
l_1090,arterial,CBD,inner,16204,247860
l_2570,arterial,West,peripheral,28195,15420
l_399,arterial,East,boundary,3000,41400
l_2046,arterial,West,boundary,12512,7080
l_481,arterial,West,boundary,25486,91920
l_637,arterial,CBD,inner,12259,30240
l_983,arterial,West,peripheral,16293,1560
l_2416,motorway,MWY,peripheral,90000,188520
l_31,arterial,West,peripheral,9523,29640
l_116,arterial,West,peripheral,28822,27060
l_471,arterial,West,peripheral,12562,11820
l_1749,arterial,East,boundary,22621,177900
l_1176,arterial,West,peripheral,34625,0
l_333,arterial,CBD,inner,8479,66960
l_91,arterial,East,peripheral,15906,23940
l_2247,arterial,East,boundary,23275,27780
l_1061,arterial,East,boundary,27326,55980
l_2302,arterial,East,peripheral,15177,3660
l_66,arterial,East,peripheral,25486,43260
l_1559,arterial,West,peripheral,16204,0
l_489,arterial,West,peripheral,43962,16920
l_1374,arterial,West,peripheral,28822,8880
l_893,arterial,East,peripheral,10821,18240
l_989,arterial,West,peripheral,30484,151140
l_303,arterial,East,peripheral,14414,58740
l_797,arterial,West,peripheral,25486,14880
l_228,arterial,West,peripheral,12562,11820
l_505,arterial,CBD,inner,8479,35400
l_1395,arterial,East,peripheral,20157,300
l_1902,motorway,MWY,boundary,90000,184800
l_556,arterial,West,peripheral,43962,18840
l_2488,arterial,CBD,inner,30388,18060
l_1758,motorway,MWY,peripheral,90000,25320
l_1910,arterial,East,peripheral,9627,15540
l_1548,motorway,MWY,peripheral,85000,145080
l_2394,arterial,CBD,inner,12793,2820
l_179,arterial,West,peripheral,7783,4620
l_912,arterial,East,peripheral,10821,19440
l_2616,motorway,MWY,peripheral,90000,0
l_2532,arterial,East,boundary,30388,37140
l_446,arterial,West,peripheral,43962,11880
l_1755,arterial,East,boundary,22621,176400
l_2565,arterial,CBD,inner,27326,42480
l_480,arterial,East,peripheral,14414,58740
l_667,arterial,West,boundary,25486,68640
l_1414,arterial,West,peripheral,30484,61080
l_828,arterial,CBD,inner,24996,73920
l_73,arterial,West,peripheral,43962,10020
l_806,arterial,CBD,inner,13785,78900
l_831,arterial,West,peripheral,9523,32760
l_612,arterial,West,peripheral,18012,2760
l_248,arterial,East,peripheral,15481,18000
l_2147,motorway,MWY,peripheral,85000,114120
l_554,arterial,West,peripheral,43962,9540
l_881,arterial,East,peripheral,15481,17880
l_233,arterial,CBD,inner,25748,32220
l_1025,arterial,CBD,inner,12512,9120
l_1821,arterial,East,peripheral,9523,43020
l_442,arterial,East,peripheral,9627,8400
l_41,arterial,CBD,inner,8869,24840
l_1109,arterial,West,boundary,23275,8880
l_990,arterial,West,peripheral,12512,13320
l_557,arterial,West,peripheral,43962,18840
l_284,arterial,West,peripheral,17823,9420
l_1078,arterial,West,boundary,16204,248100
l_2142,motorway,MWY,peripheral,95000,173640
l_775,arterial,East,peripheral,18554,1380
l_459,arterial,East,peripheral,18554,0
l_537,arterial,East,boundary,12793,73260
l_970,arterial,West,boundary,16700,31860
l_2598,arterial,CBD,inner,20224,106920
l_993,arterial,East,peripheral,27324,11580
l_2078,arterial,West,peripheral,28822,1920
l_568,arterial,West,peripheral,19825,28680
l_2605,arterial,West,boundary,28195,15420
l_922,arterial,East,peripheral,12615,153420
l_69,arterial,East,peripheral,27324,37740
l_2112,arterial,West,peripheral,25694,0
l_1184,motorway,MWY,boundary,90000,3120
l_260,arterial,CBD,inner,18554,1200
l_687,arterial,CBD,inner,25748,22020
l_829,arterial,East,peripheral,9627,7920
l_324,arterial,West,boundary,28195,33540
l_454,arterial,West,boundary,13785,83460
l_1199,motorway,MWY,boundary,90000,212640
l_493,arterial,East,peripheral,15906,23580
l_24,arterial,East,peripheral,18554,13800
l_610,arterial,CBD,inner,21939,120840
l_1378,arterial,East,peripheral,15481,31920
l_2486,arterial,CBD,inner,30388,18600
l_955,arterial,East,boundary,30388,21480
l_2440,motorway,MWY,peripheral,90000,212280
l_2648,arterial,CBD,inner,12793,80580
l_208,arterial,CBD,inner,25486,12120
l_807,arterial,East,peripheral,12000,2700
l_244,arterial,CBD,inner,12615,112920
l_654,arterial,West,peripheral,28195,14460
l_992,arterial,East,peripheral,10821,17880
l_26,arterial,West,peripheral,34625,1800
l_757,arterial,West,peripheral,43962,13080
l_2098,arterial,East,boundary,25748,35820
l_2515,motorway,MWY,peripheral,90000,2460
l_2085,motorway,MWY,peripheral,85000,195240
l_6,arterial,West,peripheral,12562,10500
l_15,arterial,East,peripheral,15177,2280
l_456,arterial,East,peripheral,10658,9180
l_262,arterial,West,peripheral,16734,8280
l_1840,arterial,East,peripheral,6446,37500
l_254,arterial,West,peripheral,16734,8760
l_727,arterial,West,boundary,13785,17280
l_1740,arterial,East,boundary,30388,22320
l_580,arterial,West,peripheral,34625,2700
l_620,arterial,West,peripheral,18012,2760
l_2220,arterial,West,peripheral,19825,28680
l_7,arterial,West,peripheral,43962,0
l_491,arterial,West,peripheral,43962,13080
l_998,arterial,East,peripheral,8771,145740
l_308,arterial,CBD,inner,8479,40920
l_2084,motorway,MWY,peripheral,85000,195240
l_824,arterial,West,peripheral,7783,4500
l_698,arterial,West,peripheral,28195,13380
l_2007,arterial,East,boundary,27326,38880
l_172,arterial,CBD,inner,8479,41160
l_1865,arterial,East,peripheral,25748,30360
l_857,arterial,East,peripheral,8771,145260
l_240,arterial,West,peripheral,23197,4800
l_192,arterial,CBD,inner,25486,50940
l_2103,motorway,MWY,peripheral,90000,144960
l_781,arterial,CBD,inner,25748,37740
l_2372,arterial,CBD,inner,30388,19020
l_2547,arterial,West,peripheral,8296,4500
l_730,arterial,CBD,inner,8869,26880
l_218,arterial,West,peripheral,18012,6240
l_110,arterial,West,peripheral,28822,1920
l_389,arterial,CBD,inner,25748,32760
l_1182,arterial,West,peripheral,6000,0
l_10,arterial,West,peripheral,19825,26760
l_961,arterial,East,peripheral,10658,10620
l_131,arterial,West,peripheral,12815,4020
l_2629,motorway,MWY,peripheral,90000,212040
l_1205,arterial,East,boundary,30388,15000
l_858,arterial,West,peripheral,43962,19680
l_645,arterial,CBD,inner,12615,112800
l_1060,arterial,East,peripheral,23275,28680
l_1295,arterial,East,boundary,23275,26880
l_231,arterial,West,peripheral,43962,8580
l_778,arterial,West,peripheral,43962,10020
l_128,arterial,West,boundary,11780,230700
l_356,arterial,East,peripheral,7124,25140
l_786,arterial,East,peripheral,12512,54480
l_763,arterial,West,peripheral,30484,151500
l_193,arterial,CBD,inner,15177,63000
l_1866,arterial,East,peripheral,25748,30360
l_625,arterial,CBD,inner,16293,74880
l_137,arterial,CBD,inner,25486,89280
l_302,arterial,East,peripheral,10658,10620
l_2590,arterial,CBD,inner,30388,18060
l_1152,arterial,West,peripheral,13785,86580
l_1796,arterial,East,boundary,30388,34320
l_2269,arterial,CBD,inner,12793,780
l_413,arterial,East,peripheral,24996,74280
l_544,arterial,West,peripheral,43962,10020
l_1107,arterial,CBD,inner,23275,9300
l_2581,arterial,West,peripheral,16700,30420
l_548,arterial,West,peripheral,43962,19680
l_349,arterial,West,peripheral,12562,11820
l_1891,arterial,West,boundary,23275,32940
l_1002,arterial,East,boundary,30388,26400
l_52,arterial,East,peripheral,24996,96060
l_1743,arterial,CBD,inner,30388,41640
l_619,arterial,West,peripheral,18012,2760
l_321,arterial,CBD,inner,16204,43560
l_342,arterial,West,peripheral,25486,14880
l_1496,arterial,West,peripheral,25694,1080
l_2158,motorway,MWY,peripheral,85000,93360
l_436,arterial,West,peripheral,17823,9420
l_896,arterial,West,boundary,9523,32760
l_663,arterial,East,boundary,21939,42180
l_1744,motorway,MWY,peripheral,85000,195240
l_1913,arterial,CBD,inner,12259,10320
l_682,arterial,West,peripheral,16734,8760
l_2170,arterial,West,peripheral,7783,5580
l_2426,arterial,CBD,inner,30388,45720
l_868,arterial,East,peripheral,27324,11580
l_2627,arterial,East,boundary,18554,10680
l_949,arterial,CBD,inner,12615,112980
l_2181,motorway,MWY,peripheral,90000,0
l_42,arterial,East,peripheral,18554,1560
l_937,arterial,West,peripheral,28195,15300
l_2346,motorway,MWY,peripheral,85000,195240
l_317,arterial,CBD,inner,16204,43080
l_167,arterial,East,boundary,24996,72840
l_1597,arterial,CBD,inner,30388,34080
l_84,arterial,West,boundary,12512,14280
l_529,arterial,East,peripheral,15906,7740
l_702,arterial,East,peripheral,6838,0
l_194,arterial,East,boundary,16700,4320
l_104,arterial,West,peripheral,12562,10860
l_1115,arterial,East,peripheral,12793,78720
l_2058,arterial,East,peripheral,25748,22260
l_2045,arterial,West,peripheral,12512,7080
l_800,arterial,West,peripheral,8296,0
l_1867,arterial,CBD,inner,27326,47100
l_1380,arterial,East,peripheral,20157,17160
l_933,arterial,East,peripheral,15481,28500
l_717,arterial,East,peripheral,6838,0
l_1536,motorway,MWY,peripheral,95000,600
l_307,arterial,West,peripheral,16293,1680
l_111,arterial,East,peripheral,34625,2160
l_2008,arterial,East,peripheral,27326,38880
l_441,arterial,East,peripheral,9627,8400
l_109,arterial,West,peripheral,28195,24480
l_46,arterial,CBD,inner,24996,72000
l_1901,motorway,MWY,boundary,90000,185040
l_1422,arterial,CBD,inner,12793,72840
l_290,arterial,West,peripheral,9523,0
l_354,arterial,East,boundary,18554,12720
l_204,arterial,West,peripheral,43962,9420
l_209,arterial,West,peripheral,34625,1800
l_184,arterial,West,peripheral,13785,17280
l_439,arterial,East,peripheral,27324,37740
l_1494,arterial,West,peripheral,25694,1080
l_617,arterial,East,peripheral,9627,8400
l_832,arterial,West,peripheral,43962,8940
l_2634,arterial,CBD,inner,27326,40080
l_507,arterial,CBD,inner,34625,65160
l_183,arterial,CBD,inner,8869,24360
l_2145,arterial,East,peripheral,38827,17640
l_790,arterial,West,peripheral,43962,11400
l_274,arterial,East,peripheral,27324,1500
l_1665,arterial,East,boundary,30388,22800
l_1823,arterial,CBD,inner,20224,140400
l_1383,arterial,West,peripheral,28822,17220
l_747,arterial,East,peripheral,9627,6960
l_774,arterial,CBD,inner,38827,15840
l_2360,arterial,West,boundary,23275,28980
l_1508,arterial,East,peripheral,25748,0
l_2012,arterial,West,boundary,20224,122820
l_862,arterial,West,peripheral,16293,1200
l_87,arterial,East,peripheral,15481,30780
l_639,arterial,East,peripheral,24996,96060
l_182,arterial,West,peripheral,16700,5280
l_515,arterial,West,boundary,12512,39540
l_484,arterial,East,peripheral,9369,9900
l_549,arterial,West,peripheral,43962,8580
l_815,arterial,East,peripheral,27324,7140
l_4,arterial,West,peripheral,18012,4740
l_1273,arterial,West,peripheral,23275,11820
l_139,arterial,East,peripheral,12000,3060
l_795,arterial,CBD,inner,25486,12720
l_609,arterial,CBD,inner,3000,37500
l_156,arterial,CBD,inner,28195,29160
l_1079,arterial,East,boundary,20157,78600
l_407,arterial,West,peripheral,12562,9180
l_1672,arterial,East,boundary,9523,46500
l_1537,motorway,MWY,peripheral,95000,600
l_2688,arterial,CBD,inner,27326,43620
l_720,arterial,East,peripheral,9627,6960
l_2449,arterial,West,peripheral,30484,60360
l_2292,arterial,CBD,inner,30388,42840
l_553,arterial,West,peripheral,43962,9540
l_223,arterial,West,peripheral,16734,8760
l_438,arterial,East,peripheral,15906,23940
l_255,arterial,West,peripheral,16734,15780
l_584,arterial,West,peripheral,28822,26820
l_628,arterial,West,peripheral,8296,5400
l_1288,arterial,West,peripheral,25000,61080
l_1835,motorway,MWY,peripheral,90000,10980
l_1335,arterial,CBD,inner,30388,17700
l_1282,arterial,East,peripheral,20224,148560
l_847,arterial,West,peripheral,17823,21420
l_854,arterial,CBD,inner,38827,15480
l_2655,arterial,West,peripheral,28585,7680
l_2143,arterial,East,boundary,38827,17640
l_237,arterial,East,boundary,25486,43260
l_932,arterial,West,boundary,34625,63600
l_788,arterial,West,boundary,28195,33180
l_2042,arterial,CBD,inner,12512,7680
l_2370,motorway,MWY,boundary,90000,230400
l_398,arterial,CBD,inner,14414,55860
l_1826,motorway,MWY,inner,90000,190680
l_1193,arterial,CBD,inner,27326,40080
l_853,arterial,East,boundary,9523,49860
l_1801,arterial,East,boundary,20224,143640
l_574,arterial,West,peripheral,28822,2640
l_803,arterial,West,peripheral,9523,0
l_1767,motorway,MWY,peripheral,95000,59220
l_560,arterial,West,peripheral,43962,9540
l_791,arterial,West,peripheral,30484,152220
l_461,arterial,West,peripheral,16700,32100
l_2151,motorway,MWY,peripheral,90000,212280
l_848,arterial,West,peripheral,8296,5400
l_95,arterial,East,boundary,16700,4320
l_834,arterial,CBD,inner,24996,73320
l_929,arterial,West,peripheral,23197,4800
l_59,arterial,West,peripheral,28195,14820
l_1831,arterial,East,peripheral,25748,30840
l_2074,motorway,MWY,peripheral,85000,86640
l_835,arterial,East,peripheral,25748,40800
l_685,arterial,CBD,inner,8479,46440
l_2559,motorway,MWY,boundary,95000,2760
l_1581,arterial,CBD,inner,8479,63600
l_421,arterial,CBD,inner,14414,52500
l_500,arterial,CBD,inner,12793,63360
l_1381,arterial,East,peripheral,12000,3060
l_311,arterial,West,peripheral,4318,4020
l_1453,arterial,CBD,inner,20157,77640
l_684,arterial,CBD,inner,8479,37680
l_467,arterial,West,peripheral,43962,13080
l_1196,arterial,East,boundary,6446,18120
l_82,arterial,West,peripheral,17823,9420
l_434,arterial,East,peripheral,27324,36180
l_479,arterial,West,peripheral,43962,10020
l_114,arterial,East,boundary,24996,96180
l_844,arterial,East,peripheral,18554,1560
l_611,arterial,CBD,inner,21939,119520
l_2296,arterial,East,peripheral,27326,82800
l_190,arterial,CBD,inner,16700,8880
l_805,arterial,East,peripheral,27324,7140
l_648,arterial,East,boundary,8869,32820
l_1366,arterial,West,peripheral,28822,1200
l_1812,arterial,West,peripheral,30484,59520
l_2397,motorway,MWY,peripheral,95000,144300
l_310,arterial,West,peripheral,12815,4020
l_2462,arterial,CBD,inner,27326,56820
l_351,arterial,West,peripheral,12562,8580
l_1349,motorway,MWY,peripheral,85000,56700
l_1686,arterial,West,peripheral,28822,7440
l_1413,arterial,West,peripheral,30484,61080
l_504,arterial,East,peripheral,38827,7920
l_158,arterial,CBD,inner,25748,35940
l_2077,arterial,West,peripheral,28822,1320
l_1469,arterial,East,peripheral,27324,0
l_2115,motorway,MWY,peripheral,90000,148620
l_2056,motorway,MWY,boundary,85000,2520
l_37,arterial,East,peripheral,15481,30180
l_72,arterial,West,peripheral,12562,10500
l_691,arterial,West,peripheral,43962,5580
l_435,arterial,East,peripheral,9369,10740
l_1783,motorway,MWY,inner,90000,213120
l_353,arterial,CBD,inner,8479,69120
l_270,arterial,East,peripheral,30484,152220
l_802,arterial,West,peripheral,17823,19740
l_1236,arterial,East,boundary,30388,34740
l_614,arterial,West,peripheral,17823,10620
l_115,arterial,West,peripheral,28822,26820
l_2043,arterial,CBD,inner,12512,7800
l_1909,arterial,East,peripheral,9627,10560
l_2679,arterial,West,peripheral,90000,0
l_292,arterial,West,peripheral,43962,18120
l_2413,arterial,CBD,inner,30388,21480
l_884,arterial,West,peripheral,28195,23040
l_1817,motorway,MWY,peripheral,85000,114060
l_647,arterial,CBD,inner,8869,26700
l_2174,arterial,East,peripheral,18554,13800
l_1466,arterial,CBD,inner,3000,4080
l_789,arterial,East,boundary,30388,21480
l_944,arterial,West,peripheral,12562,11820
l_2283,motorway,MWY,boundary,90000,211440
l_1194,arterial,CBD,inner,9523,49740
l_1859,arterial,East,boundary,20224,149400
l_599,arterial,West,peripheral,28195,22560
l_1272,arterial,West,peripheral,27326,195000
l_2106,arterial,East,peripheral,18554,13800
l_1075,arterial,West,peripheral,13785,16560
l_2171,arterial,West,peripheral,7783,5580
l_141,arterial,CBD,inner,8479,41400
l_463,arterial,West,peripheral,16293,3720
l_1519,arterial,West,peripheral,34625,44040
l_151,arterial,West,peripheral,28822,1920
l_891,arterial,CBD,inner,9523,49860
l_474,arterial,West,peripheral,12562,8580
l_403,arterial,East,peripheral,12000,2700
l_925,arterial,East,peripheral,15906,11160
l_361,arterial,CBD,inner,21939,88980
l_1181,motorway,MWY,peripheral,90000,1440
l_1904,arterial,West,boundary,28195,18600
l_2422,motorway,MWY,boundary,90000,600
l_2340,motorway,MWY,boundary,90000,215040
l_400,arterial,West,peripheral,4318,3900
l_1806,arterial,East,boundary,4804,44520
l_658,arterial,East,boundary,9523,43020
l_688,arterial,CBD,inner,25748,23460
l_334,arterial,East,peripheral,9354,28320
l_934,arterial,East,peripheral,9627,7920
l_1568,arterial,East,peripheral,12000,144960
l_238,arterial,CBD,inner,25486,37200
l_497,arterial,West,peripheral,17823,11460
l_279,arterial,West,peripheral,28822,1920
l_140,arterial,East,boundary,21939,121260
l_2252,motorway,MWY,peripheral,85000,3180
l_1000,arterial,West,peripheral,43962,13080
l_1055,arterial,East,peripheral,25748,30300
l_396,arterial,East,boundary,14414,52620
l_40,arterial,West,peripheral,43962,9420
l_737,arterial,CBD,inner,21939,118200
l_107,arterial,East,boundary,15177,63000
l_216,arterial,CBD,inner,16700,64560
l_430,arterial,East,peripheral,15906,9720
l_1563,motorway,MWY,peripheral,90000,13200
l_1364,arterial,CBD,inner,25486,12240
l_2182,motorway,MWY,boundary,90000,2460
l_108,arterial,West,peripheral,16204,45480
l_191,arterial,West,peripheral,28822,3480
l_163,arterial,West,peripheral,43962,16920
l_123,arterial,West,peripheral,12562,10260
l_62,arterial,East,peripheral,9627,9240
l_2163,arterial,East,boundary,12259,31200
l_326,arterial,East,peripheral,18554,960
l_70,arterial,East,peripheral,9627,7920
l_440,arterial,West,peripheral,43962,11880
l_1614,arterial,East,peripheral,20157,31920
l_1547,motorway,MWY,peripheral,95000,123840
l_58,arterial,West,peripheral,43962,19680
l_2386,motorway,MWY,boundary,90000,1920
l_1825,arterial,CBD,inner,20224,142560
l_1567,motorway,MWY,peripheral,95000,128880
l_756,arterial,West,peripheral,43962,10020
l_677,arterial,East,peripheral,38827,7920
l_963,arterial,West,peripheral,16700,18660
l_627,arterial,CBD,inner,16293,61080
l_1316,arterial,East,peripheral,12615,58320
l_523,arterial,West,peripheral,28195,23040
l_621,arterial,CBD,inner,16293,71280
l_1748,arterial,East,boundary,22621,176400
l_2621,motorway,MWY,peripheral,85000,144720
l_587,arterial,East,peripheral,18554,1380
l_938,arterial,East,peripheral,6838,0
l_661,arterial,East,peripheral,12000,1200
l_920,arterial,East,boundary,8479,40080
l_526,arterial,East,boundary,12259,33000
l_443,arterial,West,peripheral,25694,3900
l_406,arterial,West,peripheral,12562,9780
l_1730,arterial,West,peripheral,7783,4620
l_17,arterial,CBD,inner,12259,27240
l_78,arterial,CBD,inner,12259,27480
l_1797,arterial,CBD,inner,30388,34680
l_383,arterial,East,peripheral,27324,37740
l_166,arterial,East,boundary,24996,72840
l_350,arterial,West,peripheral,12562,9180
l_984,arterial,CBD,inner,12615,113580
l_1410,arterial,West,peripheral,30484,60420
l_1408,arterial,East,peripheral,25748,135000
l_2127,arterial,East,peripheral,10821,19200
l_1268,arterial,East,boundary,6446,11580
l_2144,arterial,East,boundary,38827,17640
l_988,arterial,East,boundary,9523,49860
l_888,arterial,CBD,inner,12512,11520
l_102,arterial,West,peripheral,12562,9060
l_2466,arterial,CBD,inner,30388,34920
l_2311,arterial,East,peripheral,25748,30120
l_380,arterial,East,peripheral,15906,11160
l_1869,motorway,MWY,peripheral,90000,123360
l_2357,motorway,MWY,peripheral,8296,37080
l_522,arterial,West,peripheral,28195,23040
l_1319,arterial,East,boundary,12615,94260
l_2048,arterial,East,boundary,21939,121860
l_2212,arterial,West,peripheral,28195,15300
l_348,arterial,West,peripheral,18012,3840
l_316,arterial,CBD,inner,16204,42840
l_773,arterial,CBD,inner,16293,102180
l_1886,motorway,MWY,peripheral,90000,137100
l_1274,arterial,CBD,inner,30388,17880
l_782,arterial,East,boundary,30388,24720
l_1285,arterial,East,boundary,23275,27240
l_253,arterial,CBD,inner,25748,35940
l_106,arterial,East,peripheral,18554,34620
l_1780,arterial,West,peripheral,34625,66240
l_861,arterial,East,peripheral,10821,17880
l_975,arterial,East,peripheral,12000,1200
l_457,arterial,West,peripheral,12562,8580
l_147,arterial,East,peripheral,25748,28380
l_615,arterial,CBD,inner,16293,67920
l_973,arterial,East,peripheral,18554,1380
l_908,arterial,West,peripheral,28195,14820
l_2455,motorway,MWY,peripheral,90000,148620
l_1606,arterial,West,peripheral,28822,1920
l_499,arterial,West,peripheral,17823,28200
l_1228,arterial,East,boundary,30388,37140
l_692,arterial,West,peripheral,43962,13080
l_298,arterial,West,peripheral,19825,26520
l_2102,motorway,MWY,peripheral,90000,144960
l_1328,arterial,East,boundary,23275,28680
l_1550,motorway,MWY,peripheral,90000,191280
l_767,arterial,East,boundary,12793,88620
l_2485,arterial,West,peripheral,90000,360
l_539,arterial,East,peripheral,12000,2460
l_2080,arterial,West,peripheral,30484,29940
l_719,arterial,East,peripheral,27324,37020
l_2083,motorway,MWY,inner,90000,190800
l_1125,arterial,West,boundary,13785,16560
l_1280,arterial,West,boundary,27326,53400
l_999,arterial,West,peripheral,43962,18120
l_502,arterial,CBD,inner,16700,18840
l_1450,arterial,CBD,inner,12259,30360
l_1998,arterial,CBD,inner,27326,81960
l_96,arterial,West,peripheral,17823,28200
l_332,arterial,CBD,inner,8479,66720
l_2379,arterial,East,boundary,30388,10320
l_536,arterial,CBD,inner,12793,73140
l_917,arterial,East,boundary,30388,24720
l_2381,arterial,East,boundary,6446,12360
l_1287,arterial,East,peripheral,23275,27180
l_578,arterial,East,peripheral,28822,27180
l_468,arterial,West,peripheral,43962,13080
l_2203,motorway,MWY,peripheral,90000,29940
l_731,arterial,West,peripheral,7783,6540
l_741,arterial,East,peripheral,18554,34620
l_1370,arterial,East,peripheral,15481,19860
l_160,arterial,East,boundary,38827,10800
l_2157,motorway,MWY,peripheral,85000,93360
l_447,arterial,West,peripheral,19825,26520
l_263,arterial,East,peripheral,12000,8280
l_427,arterial,East,peripheral,9369,9900
l_1497,arterial,West,peripheral,25694,600
l_837,arterial,West,boundary,25486,70920
l_2255,arterial,West,peripheral,34625,107160
l_1753,arterial,East,peripheral,18554,4380
l_362,arterial,West,peripheral,28195,14580
l_152,arterial,East,boundary,8479,40800
l_2038,arterial,West,peripheral,8296,6840
l_968,arterial,CBD,inner,24996,74160
l_277,arterial,West,peripheral,28195,22620
l_1440,arterial,East,peripheral,25748,30300
l_355,arterial,East,boundary,18554,2040
l_2562,motorway,MWY,peripheral,90000,215040
l_165,arterial,East,peripheral,9354,28320
l_562,arterial,West,peripheral,43962,9420
l_168,arterial,East,boundary,9523,25320
l_1451,arterial,CBD,inner,12259,27000
l_1106,arterial,CBD,inner,23275,9540
l_2172,arterial,West,boundary,3000,7920
l_2527,arterial,East,boundary,18554,13800
l_475,arterial,East,peripheral,38827,7920
l_2199,arterial,CBD,inner,30388,8040
l_1893,motorway,MWY,peripheral,90000,0
l_2150,motorway,MWY,peripheral,90000,0
l_1263,arterial,East,peripheral,27326,40560
l_843,arterial,West,peripheral,16700,21480
l_855,arterial,East,boundary,20224,138540
l_1208,motorway,MWY,peripheral,85000,145200
l_919,arterial,East,peripheral,25486,48840
l_1871,motorway,MWY,peripheral,85000,123360
l_177,arterial,East,peripheral,3000,41400
l_1191,arterial,West,peripheral,30484,60300
l_1690,motorway,MWY,peripheral,90000,38340
l_948,arterial,West,peripheral,17823,9420
l_417,arterial,West,boundary,16293,3120
l_889,arterial,West,peripheral,17823,13440
l_129,arterial,West,peripheral,8296,5460
l_2518,arterial,East,boundary,20157,78000
l_164,arterial,East,boundary,30388,26160
l_153,arterial,West,peripheral,43962,9420
l_206,arterial,West,peripheral,12562,9060
l_972,arterial,East,peripheral,12000,8280
l_921,arterial,West,boundary,16700,32100
l_1862,arterial,East,peripheral,6446,0
l_2424,motorway,MWY,boundary,90000,188400
l_2672,arterial,West,peripheral,23275,28980
l_225,arterial,East,peripheral,27324,1500
l_994,arterial,West,peripheral,28195,14820
l_969,arterial,West,boundary,12512,12600
l_18,arterial,East,boundary,12615,113940
l_652,arterial,West,peripheral,19825,24540
l_429,arterial,East,peripheral,15906,11160
l_1443,arterial,West,peripheral,3000,360
l_1774,arterial,East,peripheral,22621,195240
l_3,arterial,West,peripheral,34625,1800
l_2306,motorway,MWY,peripheral,85000,114060
l_1551,motorway,MWY,peripheral,90000,191280
l_679,arterial,CBD,inner,13785,55620
