day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee
1,El Farol,No-Charge,0.728,0.14738362979698275,0.14738362979698275,0.444633775267657,0.09883498285364092,1505,1052,1020,0
2,El Farol,No-Charge,0.924,0.15482946473927695,0.15482946473927695,0.783316296307777,0.13031439625605176,1722,1179,1180,0
3,El Farol,No-Charge,0.93,0.15112768534622828,0.15112768534622828,0.7453191339423489,0.12192817311353957,1731,1181,1179,0
4,El Farol,No-Charge,0.9286666666666666,0.16845885702947255,0.16845885702947255,0.7123274072314697,0.13038038378826863,1756,1198,1193,0
5,El Farol,No-Charge,0.9306666666666666,0.19849810605425347,0.19849810605425347,0.8278805064643173,0.11986322222155842,1744,1191,1187,0
6,El Farol,No-Charge,0.9266666666666666,0.16952981568530173,0.16952981568530173,0.7259212091583156,0.09709467126640556,1728,1176,1178,0
7,El Farol,No-Charge,0.9273333333333333,0.20759034453037253,0.20759034453037253,0.7346680424512697,0.13513102665285348,1733,1185,1184,0
8,El Farol,No-Charge,0.9253333333333333,0.17754973819305805,0.17754973819305805,0.8734325464805421,0.11527104401508273,1721,1180,1185,0
9,El Farol,No-Charge,0.9193333333333333,0.1625926454568597,0.1625926454568597,0.7714315406825027,0.10564564167067948,1721,1185,1171,0
10,El Farol,No-Charge,0.924,0.17711730240874235,0.17711730240874235,0.7428936392353445,0.10458971387063092,1724,1179,1182,0
11,El Farol,No-Charge,0.9253333333333333,0.16253590544949523,0.16253590544949523,0.8099040493056942,0.13850354816544314,1756,1194,1190,0
12,El Farol,No-Charge,0.922,0.16781491955389244,0.16781491955389244,0.6476786455367997,0.11425778908180981,1719,1186,1182,0
13,El Farol,No-Charge,0.916,0.1635509120510796,0.1635509120510796,0.7735324114085207,0.11735091941529639,1714,1172,1174,0
14,El Farol,No-Charge,0.9173333333333333,0.17746422955635316,0.17746422955635316,0.750868682869716,0.12109975715045662,1721,1181,1186,0
