day,rule,regime,hour,vc_inner
1,Q-Learning,No-Charge,0,0.007253484130182839
1,Q-Learning,No-Charge,1,0.0018600293919107558
1,Q-Learning,No-Charge,2,0.004287390090548889
1,Q-Learning,No-Charge,3,0.001919266258642356
1,Q-Learning,No-Charge,4,0.0033831947152915664
1,Q-Learning,No-Charge,5,0.0033367846066563365
1,Q-Learning,No-Charge,6,0.011562781697519186
1,Q-Learning,No-Charge,7,0.03031453824209328
1,Q-Learning,No-Charge,8,0.05768804155024669
1,Q-Learning,No-Charge,9,0.07243268848956003
1,Q-Learning,No-Charge,10,0.050546853724494405
1,Q-Learning,No-Charge,11,0.024563824439750307
1,Q-Learning,No-Charge,12,0.021343755239255868
1,Q-Learning,No-Charge,13,0.016396034281834167
1,Q-Learning,No-Charge,14,0.021575915800464668
1,Q-Learning,No-Charge,15,0.018144277041044002
1,Q-Learning,No-Charge,16,0.024908021224933463
1,Q-Learning,No-Charge,17,0.033561782398697816
1,Q-Learning,No-Charge,18,0.039370385489979426
1,Q-Learning,No-Charge,19,0.020955429520128424
1,Q-Learning,No-Charge,20,0.015020981230975457
1,Q-Learning,No-Charge,21,0.006734103395561828
1,Q-Learning,No-Charge,22,0.006139314877276311
1,Q-Learning,No-Charge,23,0.0051561064601771504
2,Q-Learning,No-Charge,0,0.0027101262864587658
2,Q-Learning,No-Charge,1,0.0046803179315096505
2,Q-Learning,No-Charge,2,0.0061164122556135
2,Q-Learning,No-Charge,3,0.008701232063395766
2,Q-Learning,No-Charge,4,0.0025256502196906267
2,Q-Learning,No-Charge,5,0.0049551966323271935
2,Q-Learning,No-Charge,6,0.01058626333583844
2,Q-Learning,No-Charge,7,0.03775170219883524
2,Q-Learning,No-Charge,8,0.05803877892427572
2,Q-Learning,No-Charge,9,0.07812965133034393
2,Q-Learning,No-Charge,10,0.040710451241935966
2,Q-Learning,No-Charge,11,0.01823648971542945
2,Q-Learning,No-Charge,12,0.013632698412624362
2,Q-Learning,No-Charge,13,0.01636104604507028
2,Q-Learning,No-Charge,14,0.02333831064428544
2,Q-Learning,No-Charge,15,0.020732532539063733
2,Q-Learning,No-Charge,16,0.031156756203230992
2,Q-Learning,No-Charge,17,0.05361668741479703
2,Q-Learning,No-Charge,18,0.04400939521827789
2,Q-Learning,No-Charge,19,0.01433646179839981
2,Q-Learning,No-Charge,20,0.014848392058015459
2,Q-Learning,No-Charge,21,0.009543803465619352
2,Q-Learning,No-Charge,22,0.011689280219339597
2,Q-Learning,No-Charge,23,0.0037811574567316497
3,Q-Learning,No-Charge,0,0.004631966811296295
3,Q-Learning,No-Charge,1,0.0036388623889670154
3,Q-Learning,No-Charge,2,0.006613172699087997
3,Q-Learning,No-Charge,3,0.0016767320933077608
3,Q-Learning,No-Charge,4,0.0014711232258785777
3,Q-Learning,No-Charge,5,0.0020003242438315872
3,Q-Learning,No-Charge,6,0.014121290755221965
3,Q-Learning,No-Charge,7,0.02324952311287194
3,Q-Learning,No-Charge,8,0.05572282794555484
3,Q-Learning,No-Charge,9,0.06187498916967306
3,Q-Learning,No-Charge,10,0.06615254011475413
3,Q-Learning,No-Charge,11,0.04386617195183982
3,Q-Learning,No-Charge,12,0.019460303922321027
3,Q-Learning,No-Charge,13,0.025754399010791358
3,Q-Learning,No-Charge,14,0.026305863108215515
3,Q-Learning,No-Charge,15,0.022091009805484462
3,Q-Learning,No-Charge,16,0.03629602543638026
3,Q-Learning,No-Charge,17,0.04786792083951354
3,Q-Learning,No-Charge,18,0.0377080954696002
3,Q-Learning,No-Charge,19,0.02215523731874618
3,Q-Learning,No-Charge,20,0.023773592893467612
3,Q-Learning,No-Charge,21,0.011651715140767
3,Q-Learning,No-Charge,22,0.015932496879890005
3,Q-Learning,No-Charge,23,0.010270907007705185
4,Q-Learning,No-Charge,0,0.003205151110760287
4,Q-Learning,No-Charge,1,0.0023135306579523114
4,Q-Learning,No-Charge,2,0.002466649841783716
4,Q-Learning,No-Charge,3,0.017117341833340727
4,Q-Learning,No-Charge,4,0.009004645989485064
4,Q-Learning,No-Charge,5,0.002508797198519125
4,Q-Learning,No-Charge,6,0.016749609634275704
4,Q-Learning,No-Charge,7,0.033765388687654545
