day,rule,regime,hour,fA,fB,fC,fD,fE,fF
1,Q-Learning,tou,5,111943.62185309306,14881.320571418211,3324.6946177286236,1807.497443740568,2275.870538431666,4200.4770463688865
1,Q-Learning,tou,6,272948.25605322927,228355.3733110637,149799.47787527184,73673.90086763912,27216.787996940628,109494.4543071863
1,Q-Learning,tou,7,160891.1709586377,236167.40135587697,267967.16128108447,442749.92038430827,261357.8638379886,1102385.7690159068
1,Q-Learning,tou,8,104805.27041273522,161779.50684643257,269721.36765905237,218781.9945327455,221131.3805035159,3421880.5453910436
1,Q-Learning,tou,9,73124.88360935793,128874.2151709118,230985.02437450647,270350.3882885839,198135.77289853364,4741546.897340691
1,Q-Learning,tou,10,71570.39952346908,177144.03305380244,236721.20019902146,299012.97707978747,196541.06077771992,4130034.123516708
1,Q-Learning,tou,11,120981.15646875434,188724.8337831796,280375.99906823144,365489.9657704954,320767.0839139438,2402529.279812608
1,Q-Learning,tou,12,158314.37056992934,210656.9107102842,290161.36867669714,486833.4238890438,234876.43345244208,1476136.714903347
1,Q-Learning,tou,13,147782.9681463278,207175.10426652932,336858.08945768327,418894.7472155442,268519.6535471698,1409134.3574454074
1,Q-Learning,tou,14,161903.71782874115,158585.44137238336,367588.89156323473,505514.3031936435,231712.72109319482,1251612.3782889366
1,Q-Learning,tou,15,166073.96931406992,216622.0251964787,378615.91060862836,508967.3267941926,284296.9170118042,872379.0187723512
1,Q-Learning,tou,16,165756.41704884122,181974.1287165555,328715.8632579953,416060.5943095645,354836.22603510774,1437589.2668215747
1,Q-Learning,tou,17,136303.64648670558,186318.9057746651,204508.94272073396,282991.40166064363,318134.8243692103,2614993.6923463196
1,Q-Learning,tou,18,121166.09821077745,194221.58815281608,175843.0324725663,262493.1637248811,255017.91778106987,2956884.4772456056
1,Q-Learning,tou,19,121437.11073965338,184206.28074897217,253739.32929380416,321947.5262965545,297007.56232643983,2488416.832090018
1,Q-Learning,tou,20,163907.34674210637,198230.66140059434,316317.7607062075,404147.68675891653,332466.38714043,1331299.215335272
1,Q-Learning,tou,21,207110.43587840674,254199.58365057572,469211.7377327962,285132.7966949576,174787.95217133625,405059.40114687954
1,Q-Learning,tou,22,244807.87635291502,348448.56178574247,296150.9302032587,158809.919897182,71616.27189452444,172811.15602910513
1,Q-Learning,tou,23,362216.6837896581,209940.962521469,125946.0375372459,66418.60734284465,11144.374244794795,59259.13126553743
1,Q-Learning,tou,0,390794.2397054004,118536.43123241747,73416.14306323393,33721.569228307766,6108.141984455401,42530.566824730515
1,Q-Learning,tou,1,377251.368660744,98835.70651836779,60694.49505955875,27531.211417334252,18838.86391298056,50511.88140117043
1,Q-Learning,tou,2,365752.7580858107,108054.37356091062,60780.11678985691,42699.31394568485,26106.896706627827,51510.01206932839
1,Q-Learning,tou,3,317903.7269777548,142634.69727274397,53087.355955935884,17807.858212894316,8909.236900219752,42128.661101119484
1,Q-Learning,tou,4,349571.48169627023,112599.44569336528,51207.410193286734,12008.26895869837,7011.3141763983185,34903.2832319745
2,Q-Learning,tou,5,138245.5151738119,7576.0392928316,6630.656537702004,2348.918000688141,414.7373629809564,746.2951015024687
2,Q-Learning,tou,6,326465.7819508482,208090.46510029642,122579.45365290868,62149.59712736896,24992.956702084244,74580.04336788935
2,Q-Learning,tou,7,187808.66006592708,248179.76900011784,377780.2183079029,350477.4033597178,227290.31640175026,863312.4626410106
2,Q-Learning,tou,8,90707.25904243413,170390.04433374817,259681.2504219912,253767.29127145896,191795.8631856722,3505413.652876465
2,Q-Learning,tou,9,89608.25856014658,139307.51811048755,206725.21345035898,226131.61648069049,164116.26812127157,4861013.064026126
2,Q-Learning,tou,10,106923.33714023647,137015.0209268114,195914.0571052394,276963.95597486006,226487.76126819855,4024482.2840104327
2,Q-Learning,tou,11,136321.81047189212,144092.25977302465,230890.96452131236,381953.2913452722,253691.7632250035,2706874.303484789
