day,rule,regime,attendance,cbd_vc,vc_inner,vc_boundary,vc_peripheral,x_SH1N,x_SH1S,x_SH16,mean_fee
1,Exp-Decay,tou,0.404,0.08260958820463536,0.08260958820463536,0.2036201079953804,0.0625711173627338,1142,842,742,1.1248
2,Exp-Decay,tou,0.39666666666666667,0.10993563889100517,0.10993563889100517,0.2669941744927296,0.06299503123384913,1144,835,741,1.1384
3,Exp-Decay,tou,0.4053333333333333,0.1255771363757901,0.1255771363757901,0.2920153114411588,0.06446275756694402,1156,833,765,1.1184
4,Exp-Decay,tou,0.396,0.11257228144393445,0.11257228144393445,0.2670765352534605,0.06455304863261425,1130,821,742,1.1088
5,Exp-Decay,tou,0.40066666666666667,0.09580481890394095,0.09580481890394095,0.27495247800190925,0.06267582967724113,1126,823,746,1.116
6,Exp-Decay,tou,0.41133333333333333,0.0968430226148853,0.0968430226148853,0.24639022055538817,0.06490302977581232,1150,823,760,1.1616
7,Exp-Decay,tou,0.3933333333333333,0.10493334865977148,0.10493334865977148,0.2885252766774886,0.07045327015000159,1137,820,736,1.14
8,Exp-Decay,tou,0.394,0.08633574993637422,0.08633574993637422,0.28512976718941335,0.06480128646798018,1134,828,747,1.0976
9,Exp-Decay,tou,0.4026666666666667,0.09745861525064872,0.09745861525064872,0.19410725348591215,0.05773253284177918,1150,841,738,1.1424
10,Exp-Decay,tou,0.4046666666666667,0.10356963048378942,0.10356963048378942,0.26876139623167933,0.05868085632050078,1145,839,754,1.1384
11,Exp-Decay,tou,0.40066666666666667,0.08821731691336546,0.08821731691336546,0.2889578348474135,0.06396540970609635,1139,820,737,1.1288
12,Exp-Decay,tou,0.4106666666666667,0.10240799460937836,0.10240799460937836,0.19144676606516395,0.05757466175374308,1135,829,756,1.16
13,Exp-Decay,tou,0.414,0.09551376461861463,0.09551376461861463,0.2371275384931485,0.06098216559677573,1151,828,759,1.1672
14,Exp-Decay,tou,0.40066666666666667,0.09991609914252456,0.09991609914252456,0.30122235602648006,0.06292679648294691,1148,838,748,1.132
