day,rule,regime,hour,vc_inner
1,Q-Learning,tou,0,0.007253484130182839
1,Q-Learning,tou,1,0.0018600293919107558
1,Q-Learning,tou,2,0.004287390090548889
1,Q-Learning,tou,3,0.001919266258642356
1,Q-Learning,tou,4,0.0033831947152915664
1,Q-Learning,tou,5,0.0033367846066563365
1,Q-Learning,tou,6,0.011562781697519186
1,Q-Learning,tou,7,0.03031453824209328
1,Q-Learning,tou,8,0.05768804155024669
1,Q-Learning,tou,9,0.07243268848956003
1,Q-Learning,tou,10,0.050546853724494405
1,Q-Learning,tou,11,0.024563824439750307
1,Q-Learning,tou,12,0.021343755239255868
1,Q-Learning,tou,13,0.016396034281834167
1,Q-Learning,tou,14,0.021575915800464668
1,Q-Learning,tou,15,0.018144277041044002
1,Q-Learning,tou,16,0.024908021224933463
1,Q-Learning,tou,17,0.033561782398697816
1,Q-Learning,tou,18,0.039370385489979426
1,Q-Learning,tou,19,0.020955429520128424
1,Q-Learning,tou,20,0.015020981230975457
1,Q-Learning,tou,21,0.006734103395561828
1,Q-Learning,tou,22,0.006139314877276311
1,Q-Learning,tou,23,0.0051561064601771504
2,Q-Learning,tou,0,0.0027101262864587658
2,Q-Learning,tou,1,0.0046803179315096505
2,Q-Learning,tou,2,0.0061164122556135
2,Q-Learning,tou,3,0.008701232063395766
2,Q-Learning,tou,4,0.0025256502196906267
2,Q-Learning,tou,5,0.0049551966323271935
2,Q-Learning,tou,6,0.01058626333583844
2,Q-Learning,tou,7,0.03775170219883524
2,Q-Learning,tou,8,0.05803877892427572
2,Q-Learning,tou,9,0.07812965133034393
2,Q-Learning,tou,10,0.040710451241935966
2,Q-Learning,tou,11,0.01823648971542945
2,Q-Learning,tou,12,0.013632698412624362
2,Q-Learning,tou,13,0.01636104604507028
2,Q-Learning,tou,14,0.02333831064428544
2,Q-Learning,tou,15,0.020732532539063733
2,Q-Learning,tou,16,0.031156756203230992
2,Q-Learning,tou,17,0.05361668741479703
2,Q-Learning,tou,18,0.04400939521827789
2,Q-Learning,tou,19,0.01433646179839981
2,Q-Learning,tou,20,0.014848392058015459
2,Q-Learning,tou,21,0.009543803465619352
2,Q-Learning,tou,22,0.011689280219339597
2,Q-Learning,tou,23,0.0037811574567316497
3,Q-Learning,tou,0,0.0017022445476993623
3,Q-Learning,tou,1,0.0027353840763402765
3,Q-Learning,tou,2,0.006818919704821262
3,Q-Learning,tou,3,0.0018716897379882954
3,Q-Learning,tou,4,0.0013420161107362794
3,Q-Learning,tou,5,0.0018798386813013708
3,Q-Learning,tou,6,0.011925730803922896
3,Q-Learning,tou,7,0.022052505237089532
3,Q-Learning,tou,8,0.0533627332472716
3,Q-Learning,tou,9,0.0579939332542117
