xpos,ypos
0.21539543713270348,0.08711302389618422
0.2217054583933229,0.08882907590936802
0.22588321817519147,0.09021435645565092
0.22902142690424604,0.09152568036902367
0.23341976919566104,0.09320727448422458
0.2397903170256387,0.09599965485330689
0.2429378250337179,0.09771792288686289
0.2527939593205974,0.10392324235955946
0.2586277672113487,0.10896515118447675
0.26535947014739913,0.11500877423229595
0.2706176436388876,0.12038106489438291
0.28124408325126166,0.13153164061533462
0.28459953397228377,0.13541264703548345
0.30038440102328673,0.15592953687289057
0.30051847315270497,0.15607937393667123
0.301265647650484,0.15687261178971498
0.30347800932686836,0.15937457174268282
0.30395434909465713,0.15990600262845117
0.3088818655038554,0.16559209150300125
0.3095055130739618,0.16635997905807623
0.31396932951231116,0.1715345812295274
0.3158411389514212,0.173860769376149
0.3247128678128733,0.1846619444486104
0.3360286999951194,0.19821682911902946
0.34544802096418625,0.20978783989658287
0.35617734852179106,0.2225061403828834
0.35856437413207276,0.22535282542507185
0.3688999539651322,0.23757001310548118
0.3756750114039347,0.24544207205199364
0.38338503460587803,0.25545210353240744
0.38412576280718247,0.2544270358652135
0.38846478833831655,0.24996776991088257
0.39369954209210006,0.2468993367295666
0.39073439023694556,0.23647622445764063
0.38839732793745474,0.2219808948725573
0.3869935160003449,0.21462938152527136
0.3857003203413048,0.20785500752595307
0.3848676647040888,0.20348798645982336
0.38154363290627363,0.1855166464247574
0.3738265314180844,0.14466750263755143
0.36814160227566817,0.11685644810945892
0.36813244745155405,0.1168152447432668
0.3663022048868129,0.10850273350199362
0.3648536661261413,0.10192383197293893
0.3617312029722497,0.08861543694296266
0.3579057865524582,0.07228896840153638
0.35730160426936003,0.06971030005412222
0.3421134439646256,0.06554997767109622
0.32936902584357686,0.06279787529685725
0.32020058678263136,0.06041394886367708
0.3161340572119503,0.059310516874885234
0.31433938664648864,0.0587242942789601
0.31031718664861746,0.05711297966401116
0.3048099369343809,0.05266006954815823
0.3024529579266647,0.05009002176325395
0.29925025012056533,0.04565262378932605
0.29113268375869306,0.033485990593648325
0.2867955180835657,0.02723520617727779
0.27614990209383633,0.011884151837606024
0.2751131859670869,0.010394913153004347
0.2672393509996347,0.004659779609895147
0.25825016231288633,0.0004556725621766233
0.25635905009850046,7.44440183171152e-05
0.25431183639462296,-0.0004597142769307425
0.2450139116447272,-0.0004451275061277169
0.23872064714314026,-0.0022704707172132715
0.2321479889635767,-0.0048907320605508136
0.22082009480386483,-0.01043740647241443
0.2165006067871943,-0.012724631624819151
0.21167357676172574,-0.01559155307186205
0.19539546872915914,-0.025417289590965897
0.1872025691788436,-0.03377655642493643
0.18461532918862622,-0.036506474244530705
0.18271831238342812,-0.03843765068800891
0.17855127837202736,-0.04133318558366404
0.16385895923573346,-0.04663049683417264
0.1585941047087509,-0.04798472874454882
0.15219186710273508,-0.04961145809410338
0.13429420385982138,-0.05049574759364433
0.11768946542311653,-0.051316576116858886
0.11250893639712713,-0.051974027936214647
0.10399327060926104,-0.054740059580716614
0.09998634670851388,-0.05604166709742171
0.0955160659170362,-0.05825439987597913
0.08353642772493625,-0.06621965343364464
0.08790804587454289,-0.04442353544904274
0.1151951821093339,-0.03796670985033531
0.11480257196641054,-0.03623098152529084
0.11433441195284624,-0.03491476288595287
0.11332116973426702,-0.03343185568777252
0.10646203959048078,-0.02507003190735824
0.10522642723397184,-0.02381452248281049
0.10556342227130144,-0.021781384754463437
0.10579707794201501,-0.018358315272620402
0.10611283812094303,-0.00443484067935464
0.10649300709247057,0.01729818160682227
0.10722938359232657,0.03974695409190733
0.10801041468845718,0.06544321906758156
0.10848489460040733,0.07753436146257363
0.10928614937123815,0.09154759705308639
0.1099757405664861,0.09909572740868018
0.11237964933355278,0.09859797516075186
0.14671778782644523,0.09252344958845865
0.16860993379871034,0.088650649748805
0.172017767448678,0.0880477948249672
0.17931098432547932,0.08676927288197217
0.18932154081422967,0.0854291650569514
0.20086378786954734,0.08527287474737337
0.20620805643342222,0.08578762460111575
0.21539543713270348,0.08711302389618422
