id,xpos,ypos
b_id0,0.38558561052435864,0.31217439712386674
b_id1,0.3926880085512366,0.3186003080330714
b_id2,0.38244424173011754,0.31974965644053394
b_id3,0.3809233166535521,0.3228786734975401
b_id4,0.38513200594693303,0.32393848630835087
b_id5,0.3899908116046552,0.3248328823212185
b_id6,0.37940879937040917,0.3261375165029383
b_id7,0.37100031294120006,0.29699656764029075
b_id8,0.3776830830616387,0.2997356988395634
b_id9,0.37268142436923485,0.3029962443638628
b_id10,0.3769035977978891,0.3048043950610561
b_id11,0.3672117582484053,0.30939096282927947
b_id12,0.36931763639112625,0.3135429052880311
b_id13,0.37332590821106804,0.31366406389982093
b_id14,0.36327687536891934,0.3163541625263909
b_id15,0.37301825445652886,0.3174980600903748
b_id16,0.3659108729901359,0.32112972240285276
b_id17,0.3705588647885048,0.3216595928367268
b_id18,0.35992719286757063,0.3285472528192544
b_id19,0.37793637232391825,0.32914838495262055
b_id20,0.36555051942552264,0.3333729678831486
b_id21,0.4785485901766049,0.3409670250976699
b_id22,0.4700566621999642,0.3433023512533623
b_id23,0.5535625261028758,0.3672699338853119
b_id24,0.5268420145440759,0.3688433664896996
b_id25,0.4416021270661387,0.3401822990793704
b_id26,0.42393608008170425,0.34869287368689617
b_id27,0.43484304086198483,0.3495877779618288
b_id28,0.42902309371919123,0.3523495684743708
b_id29,0.4195111905244962,0.358216505366026
b_id30,0.4235531993960987,0.36726688449367645
b_id31,0.4898035827264821,0.3341580656774647
b_id32,0.4860110926707216,0.33565280610638965
b_id33,0.49158303297015005,0.3454526571517594
b_id34,0.4890528354109124,0.347329204639826
b_id35,0.4963489748230142,0.3526247520511971
b_id36,0.4928215112370468,0.3542519933550308
b_id37,0.4911072601947886,0.35514053439435694
b_id38,0.49871682139254514,0.36614572807834594
b_id39,0.5048631596037659,0.3656946452623068
b_id40,0.48437772376006166,0.36645699268106313
b_id41,0.33829533968650527,0.35166048843834574
b_id42,0.337912437104897,0.355850144524555
b_id43,0.3352586226283391,0.3567306908098783
b_id44,0.3326736686393435,0.35730125531959317
b_id45,0.3406245873555017,0.360238684961673
