id,xpos,ypos
n_id0,0.0,0.6473559430462322
n_id1,0.01053413415747705,0.6522334325588477
n_id2,0.019720995166077157,0.6647110541149962
n_id3,0.021360090559622662,0.6668330547376482
n_id4,0.02661736450080861,0.4829274966595289
n_id5,0.02970887493791674,0.4852842067021391
n_id6,0.03263213317669157,0.487104504788504
n_id7,0.03449114359741138,0.6851598354152654
n_id8,0.03827058885304052,0.6907428324444725
n_id9,0.038535258563757106,0.11210820503273809
n_id10,0.03897981389509068,0.49208411661119883
n_id11,0.04111426849402711,0.11231531264238089
n_id12,0.046144281753939614,0.70136056771095
n_id13,0.047069817819291156,0.11216945357113779
n_id14,0.04802767520472413,0.21916942921824042
n_id15,0.04828463135944162,0.7048215665190318
n_id16,0.04965555770045308,0.22048086483923135
n_id17,0.05209192752024104,0.22204275603952991
n_id18,0.054519259107397536,0.7133172830966363
n_id19,0.05763659192906483,0.7175651292746136
n_id20,0.05911112201334942,0.7194208491837832
n_id21,0.05935738563889898,0.22348633492839773
n_id22,0.06036151191269112,0.5012899996174968
n_id23,0.06153808874512918,0.11046367011593232
n_id24,0.0638572511482984,0.2228355522679413
n_id25,0.06652058896283197,0.10980103187164117
n_id26,0.06738401685249916,0.22166807835789173
n_id27,0.06831768460272825,0.7213574772039667
n_id28,0.0710605612131139,0.4945416407566636
n_id29,0.07294444890759308,0.10856251210852384
n_id30,0.07380287992401743,0.7220338992364428
n_id31,0.07700940311542032,0.2189997852901745
n_id32,0.07909471848229291,0.21840813566101533
n_id33,0.08412925063040187,0.7234024476797593
n_id34,0.08798352792973017,0.48358668440892094
n_id35,0.08967860494805378,0.21517570915137574
n_id36,0.0901011258011768,0.7243371258845287
n_id37,0.09085584768339239,0.4816244314270119
n_id38,0.09272608319638792,0.21429017231942196
n_id39,0.09509967257673776,0.7247551143596817
n_id40,0.09625282123475758,0.2131226076945311
n_id41,0.09960558703474325,0.10358436791437382
n_id42,0.1001018645451537,0.7254432523635822
n_id43,0.10490868199947836,0.2102075980134098
n_id44,0.10509937839223525,0.20047349898517552
n_id45,0.10533325837461364,0.20587299202805737
n_id46,0.10590910405432258,0.7261116249408158
n_id47,0.10639861127481988,0.18936088409652413
n_id48,0.1071195898024973,0.18312716966288814
n_id49,0.10779683518075181,0.4720200301305013
n_id50,0.10928978635856806,0.16496636556935504
n_id51,0.11308577834861688,0.19568302020942355
n_id52,0.11349473291149259,0.7272768638765986
n_id53,0.1135592597169268,0.15918605820140178
n_id54,0.11440831901548462,0.4726685798344814
n_id55,0.11488194917381213,0.19753075667460393
n_id56,0.11559149169112683,0.7274956852759031
n_id57,0.11651350832351637,0.19911227030447842
n_id58,0.11895181111935761,0.15310789384286008
n_id59,0.11978028166148497,0.20254546305023438
n_id60,0.12117612680897233,0.15089117718826286
n_id61,0.12157281675064294,0.204123017194454
n_id62,0.12269046131501675,0.7284025424133975
n_id63,0.12321567672216728,0.09922105711149262
n_id64,0.12343829161765582,0.47352798394816936
n_id65,0.12478722283019036,0.7286213469997472
n_id66,0.12704499389734744,0.7288361960033481
n_id67,0.1271155117219994,0.47154587653342167
n_id68,0.12958315410192867,0.14149578258261333
n_id69,0.13186128271809922,0.46521333492608163
n_id70,0.1343609589241754,0.13759473594685015
n_id71,0.13446812354261087,0.21704911670623658
n_id72,0.1349278278735288,0.4537870460126316
n_id73,0.13614640914446322,0.4486221493952579
n_id74,0.13774118342965985,0.13751167999895478
n_id75,0.13889822688257997,0.43774409838982914
n_id76,0.14043791968680625,0.7306694931361326
n_id77,0.1410498606838918,0.43012392092370744
n_id78,0.14737827044490276,0.8510354362914642
n_id79,0.14748405918881205,0.8588704028332418
n_id80,0.14754972080598067,0.8637334853398385
n_id81,0.14760079076103108,0.8675158827521348
n_id82,0.14767256338378235,0.41969126766861936
n_id83,0.1477628307035094,0.843728949178436
n_id84,0.1479254458403245,0.8915611215490089
n_id85,0.1481838676197451,0.8391241743811356
n_id86,0.14866398150998772,0.731548513512628
n_id87,0.14883788300158957,0.23183067412831576
n_id88,0.14908893484675503,0.14317854676588565
n_id89,0.14946155723112842,0.8263905330380759
n_id90,0.14957518119117325,0.41748242173412714
n_id91,0.15060010257213644,0.8152818713871184
n_id92,0.15178896393589178,0.9152491898071625
n_id93,0.15212316054333952,0.7968667156086064
n_id94,0.1529526116242491,0.9179232186953673
n_id95,0.15326531643052646,0.7860282193635975
n_id96,0.15368267388333787,0.7811532684880811
n_id97,0.15411261374225738,0.92032707531006
n_id98,0.15431390299111117,0.7324907673454601
n_id99,0.15467839352870372,0.7713994100829225
n_id100,0.15565950380777693,0.7605648641136715
n_id101,0.15594138268264945,0.757585066940108
n_id102,0.1562224668146979,0.14678683603041084
n_id103,0.15705793887437755,0.744855362290312
n_id104,0.15785975844859876,0.7326739101638535
n_id105,0.15881980570509424,0.1483445416645295
n_id106,0.16255120414745838,0.15041487566721257
n_id107,0.16264258335562368,0.7290429875875919
n_id108,0.1635261389181857,0.24633396869178228
n_id109,0.16454913741138244,0.7271043040111572
n_id110,0.16497760363960456,0.09170827394449767
n_id111,0.1654704813176836,0.15196464898997053
n_id112,0.16592533239157567,0.9362525329203619
n_id113,0.16613732126437586,0.7254437032089975
n_id114,0.16628135545692602,0.402477627870245
n_id115,0.16804021757823917,0.7232348419454668
n_id116,0.1721680147369539,0.7188091929891862
n_id117,0.17341986220463826,0.15636355432577187
n_id118,0.17439291492305095,0.7165924041003222
n_id119,0.1755270227629414,0.15739275869355476
n_id120,0.17599538311122065,0.7279039814014063
n_id121,0.17779880564464196,0.15868817081390382
n_id122,0.17805728411624225,0.2611112145182191
n_id123,0.17938901903477722,0.9432186840915018
n_id124,0.17954094294605916,0.7399785629994629
n_id125,0.17995149195106916,0.7107802402876578
n_id126,0.18039617702887548,0.16024582852657693
n_id127,0.18047407249347167,0.880491450436684
n_id128,0.18152353966995471,0.08886879360120585
n_id129,0.18240600286505101,0.8923354394905859
n_id130,0.18265209169788685,0.7080112132705622
n_id131,0.1826679663489965,0.16154123118891603
n_id132,0.18335815084400342,0.8674480060182268
n_id133,0.18362446568360283,0.8990620079474266
