id,adt
l_1871,85000
l_1872,85000
l_1873,16700
l_1874,16700
l_1875,38827
l_1876,8479
l_1877,23275
l_1878,34625
l_1879,34625
l_1880,25486
l_1881,25486
l_1882,25486
l_1883,10658
l_1884,10658
l_1885,90000
l_1886,90000
l_1887,4804
l_1888,4804
l_1889,12512
l_1890,27326
l_1891,23275
l_1892,13785
l_1893,90000
l_1894,6446
l_1895,6446
l_1896,12793
l_1897,12000
l_1898,12000
l_1899,18554
l_1900,18554
l_1901,90000
l_1902,90000
l_1903,22621
l_1904,28195
l_1905,28195
l_1906,28195
l_1907,24996
l_1908,24996
l_1909,9627
l_1910,9627
l_1911,12259
l_1912,12259
l_1913,12259
l_1914,30388
l_1915,7124
l_1916,15906
l_1917,15906
l_1918,8869
l_1919,12793
l_1920,12793
l_1921,12000
l_1922,12793
l_1923,12793
l_1924,12793
l_1925,12793
l_1926,23275
l_1927,23275
l_1928,8869
l_1929,12000
l_1930,12000
l_1931,8869
l_1932,8869
l_1933,16734
l_1934,43962
l_1935,43962
l_1936,43962
l_1937,43962
l_1938,43962
l_1939,43962
l_1940,43962
l_1941,43962
l_1942,43962
l_1943,43962
l_1944,43962
l_1945,43962
l_1946,43962
l_1947,43962
l_1948,43962
l_1949,16734
l_1950,43962
l_1951,16734
l_1952,43962
l_1953,34625
l_1954,34625
l_1955,34625
l_1956,27326
l_1957,27326
l_1958,15481
l_1959,15481
l_1960,19825
l_1961,19825
l_1962,28822
l_1963,28822
l_1964,28822
l_1965,28822
l_1966,28822
l_1967,4318
l_1968,16700
l_1969,25486
l_1970,25486
l_1971,28822
l_1972,28822
l_1973,34625
l_1974,12512
l_1975,12512
l_1976,9354
l_1977,28822
l_1978,15481
l_1979,15481
l_1980,18554
l_1981,28195
l_1982,18554
l_1983,15481
l_1984,15481
l_1985,18554
l_1986,18554
l_1987,12259
l_1988,12259
l_1989,15906
l_1990,15906
l_1991,34625
l_1992,34625
l_1993,27326
l_1994,28195
l_1995,28195
l_1996,28822
l_1997,27326
l_1998,27326
l_1999,34625
l_2000,34625
l_2001,12259
l_2002,9354
l_2003,9354
l_2004,28822
l_2005,28822
l_2006,28195
l_2007,27326
l_2008,27326
l_2009,28822
l_2010,28822
l_2011,3000
l_2012,20224
l_2013,21939
l_2014,21939
l_2015,18012
l_2016,17823
l_2017,17823
l_2018,16293
l_2019,9627
l_2020,9627
l_2021,20224
l_2022,20224
l_2023,17823
l_2024,20224
l_2025,18012
l_2026,18012
l_2027,16293
l_2028,16293
l_2029,17823
l_2030,20224
l_2031,20224
l_2032,21939
l_2033,16293
l_2034,16293
l_2035,16293
l_2036,8296
l_2037,8296
l_2038,8296
l_2039,21939
l_2040,21939
l_2041,21939
l_2042,12512
l_2043,12512
l_2044,7783
l_2045,12512
l_2046,12512
l_2047,21939
l_2048,21939
l_2049,21939
l_2050,25748
l_2051,3000
l_2052,3000
l_2053,12259
l_2054,24996
l_2055,24996
l_2056,85000
l_2057,25748
l_2058,25748
l_2059,85000
l_2060,95000
l_2061,12793
l_2062,21939
l_2063,21939
l_2064,18554
l_2065,18554
l_2066,12615
l_2067,12615
l_2068,12793
l_2069,12793
l_2070,8869
l_2071,8869
l_2072,8869
l_2073,8869
l_2074,85000
l_2075,9369
l_2076,9369
l_2077,28822
l_2078,28822
l_2079,30484
l_2080,30484
l_2081,85000
l_2082,90000
l_2083,90000
l_2084,85000
l_2085,85000
l_2086,85000
l_2087,19825
l_2088,28195
l_2089,28195
l_2090,12815
l_2091,20157
l_2092,20157
l_2093,7783
l_2094,8296
l_2095,9369
l_2096,9369
l_2097,9523
l_2098,25748
l_2099,90000
l_2100,8296
l_2101,8296
l_2102,90000
l_2103,90000
l_2104,27324
l_2105,15906
l_2106,18554
l_2107,20157
l_2108,20157
l_2109,21939
l_2110,28822
l_2111,12000
l_2112,25694
l_2113,90000
l_2114,90000
l_2115,90000
l_2116,25486
l_2117,21939
l_2118,25748
l_2119,25748
l_2120,25748
l_2121,25486
l_2122,95000
l_2123,85000
l_2124,25486
l_2125,10821
l_2126,10821
l_2127,10821
l_2128,85000
l_2129,21939
l_2130,30388
l_2131,30388
l_2132,21939
l_2133,21939
l_2134,10821
l_2135,28195
l_2136,85000
l_2137,90000
l_2138,90000
l_2139,90000
l_2140,28822
l_2141,95000
l_2142,95000
l_2143,38827
l_2144,38827
l_2145,38827
l_2146,85000
l_2147,85000
l_2148,85000
l_2149,85000
l_2150,90000
l_2151,90000
l_2152,90000
l_2153,90000
l_2154,90000
l_2155,90000
l_2156,90000
l_2157,85000
l_2158,85000
l_2159,27324
l_2160,15906
l_2161,25486
l_2162,25748
l_2163,12259
l_2164,38827
l_2165,7783
l_2166,12615
l_2167,13785
l_2168,1564
l_2169,1564
l_2170,7783
l_2171,7783
l_2172,3000
l_2173,3000
l_2174,18554
l_2175,18554
l_2176,18554
l_2177,25748
l_2178,9523
l_2179,95000
l_2180,95000
l_2181,90000
l_2182,90000
l_2183,16734
l_2184,16734
l_2185,95000
l_2186,8479
l_2187,8479
l_2188,25748
l_2189,25748
l_2190,25748
l_2191,12259
l_2192,43962
l_2193,43962
l_2194,10821
l_2195,24996
l_2196,17823
l_2197,90000
l_2198,28195
l_2199,30388
l_2200,17823
l_2201,25748
l_2202,13785
l_2203,90000
l_2204,20224
l_2205,12000
l_2206,90000
l_2207,6838
l_2208,7124
l_2209,15177
l_2210,25748
l_2211,28195
l_2212,28195
l_2213,8296
l_2214,16700
l_2215,90000
l_2216,16293
l_2217,24996
l_2218,30388
l_2219,18554
l_2220,19825
l_2221,43962
l_2222,15177
l_2223,27324
l_2224,13785
l_2225,13785
l_2226,25486
l_2227,90000
l_2228,27326
l_2229,12615
l_2230,43962
l_2231,9523
l_2232,12615
l_2233,6838
l_2234,11780
l_2235,27324
l_2236,9627
l_2237,8479
l_2238,25748
l_2239,13785
l_2240,25694
l_2241,25748
l_2242,7124
l_2243,25486
l_2244,27324
l_2245,20224
l_2246,17823
l_2247,23275
l_2248,90000
l_2249,13785
l_2250,17823
l_2251,16204
l_2252,85000
l_2253,27326
l_2254,8869
l_2255,34625
l_2256,7783
l_2257,15906
l_2258,90000
l_2259,28195
l_2260,27326
l_2261,25748
l_2262,25748
l_2263,21939
l_2264,11780
l_2265,30388
l_2266,8296
l_2267,16734
l_2268,20224
l_2269,12793
l_2270,28822
l_2271,18554
l_2272,27324
l_2273,16293
l_2274,34625
l_2275,20157
l_2276,27326
l_2277,3000
l_2278,9627
l_2279,28195
l_2280,16734
l_2281,18554
l_2282,27324
l_2283,90000
l_2284,13785
l_2285,20224
l_2286,21939
l_2287,95000
l_2288,19825
l_2289,30484
l_2290,15177
l_2291,90000
l_2292,30388
l_2293,43962
l_2294,43962
l_2295,16700
l_2296,27326
l_2297,30484
l_2298,6838
l_2299,15481
l_2300,25694
l_2301,18554
l_2302,15177
l_2303,30484
l_2304,16734
l_2305,16700
l_2306,85000
l_2307,17823
l_2308,6838
l_2309,12000
l_2310,25748
l_2311,25748
l_2312,90000
l_2313,6446
l_2314,43962
l_2315,16293
l_2316,38827
l_2317,18554
l_2318,6838
l_2319,16700
l_2320,90000
l_2321,43962
l_2322,90000
l_2323,34625
l_2324,28195
l_2325,25748
l_2326,18554
l_2327,95000
l_2328,18554
l_2329,25694
l_2330,30388
l_2331,43962
l_2332,27324
l_2333,15177
l_2334,9523
l_2335,12512
l_2336,30388
l_2337,16700
l_2338,8296
l_2339,28195
l_2340,90000
l_2341,30388
l_2342,95000
l_2343,30484
l_2344,8771
l_2345,9627
l_2346,85000
l_2347,16293
l_2348,7783
l_2349,9523
l_2350,9523
l_2351,25486
l_2352,28195
l_2353,90000
l_2354,8296
l_2355,15481
l_2356,43962
l_2357,8296
l_2358,15177
l_2359,12562
l_2360,23275
l_2361,12793
l_2362,17823
l_2363,30388
l_2364,9523
l_2365,20224
l_2366,16700
l_2367,27324
l_2368,13785
l_2369,12000
l_2370,90000
l_2371,18554
l_2372,30388
l_2373,4318
l_2374,16700
l_2375,90000
l_2376,16204
l_2377,27324
l_2378,28195
l_2379,30388
l_2380,25486
l_2381,6446
l_2382,20224
l_2383,18554
l_2384,20224
l_2385,27324
l_2386,90000
l_2387,15906
l_2388,30388
l_2389,27324
l_2390,28822
l_2391,21939
l_2392,20224
l_2393,20157
l_2394,12793
l_2395,25748
l_2396,15906
l_2397,95000
l_2398,90000
l_2399,20224
l_2400,30484
l_2401,7783
l_2402,25748
l_2403,30388
l_2404,9523
l_2405,18554
l_2406,19825
l_2407,24996
l_2408,9627
l_2409,27324
l_2410,9523
l_2411,43962
l_2412,27324
l_2413,30388
l_2414,24996
l_2415,90000
l_2416,90000
l_2417,25748
l_2418,25486
l_2419,25486
l_2420,17823
l_2421,10658
l_2422,90000
l_2423,95000
l_2424,90000
l_2425,23275
l_2426,30388
l_2427,23275
l_2428,16700
l_2429,90000
l_2430,15481
l_2431,30484
l_2432,16700
l_2433,18554
l_2434,25748
l_2435,18554
l_2436,23275
l_2437,23197
l_2438,17823
l_2439,8296
l_2440,90000
l_2441,10821
l_2442,16293
l_2443,23275
l_2444,25486
l_2445,15906
l_2446,9523
l_2447,38827
l_2448,20224
l_2449,30484
l_2450,13785
l_2451,8771
l_2452,95000
l_2453,20224
l_2454,43962
l_2455,90000
l_2456,30484
l_2457,85000
l_2458,90000
l_2459,13785
l_2460,10821
l_2461,90000
l_2462,27326
l_2463,16293
l_2464,12512
l_2465,3000
l_2466,30388
l_2467,28822
l_2468,95000
l_2469,17823
l_2470,95000
l_2471,34625
l_2472,9523
l_2473,90000
l_2474,12000
l_2475,27324
l_2476,16700
l_2477,13785
l_2478,19825
l_2479,28822
l_2480,27324
l_2481,21939
l_2482,16700
l_2483,34625
l_2484,27324
l_2485,90000
l_2486,30388
l_2487,8296
l_2488,30388
l_2489,16293
l_2490,25748
l_2491,20224
l_2492,27324
l_2493,15481
l_2494,27324
l_2495,20224
l_2496,17823
l_2497,90000
l_2498,28195
l_2499,16293
l_2500,9523
l_2501,9354
l_2502,3000
l_2503,28822
l_2504,27326
l_2505,12512
l_2506,17823
l_2507,34625
l_2508,30388
l_2509,34625
l_2510,9523
l_2511,85000
l_2512,90000
l_2513,16293
l_2514,8296
l_2515,90000
l_2516,10821
l_2517,12615
l_2518,20157
l_2519,28195
l_2520,9523
l_2521,16700
l_2522,30388
l_2523,10658
l_2524,27324
l_2525,85000
l_2526,17823
l_2527,18554
l_2528,8296
l_2529,27324
l_2530,11780
l_2531,13785
l_2532,30388
l_2533,28195
l_2534,17823
l_2535,28195
l_2536,38827
l_2537,90000
l_2538,21939
l_2539,9354
l_2540,28195
l_2541,10821
l_2542,9523
l_2543,30484
l_2544,30484
l_2545,30484
l_2546,27326
l_2547,8296
l_2548,43962
l_2549,95000
l_2550,30388
l_2551,16293
l_2552,12793
l_2553,30388
l_2554,25486
l_2555,8479
l_2556,16700
l_2557,3000
l_2558,12615
l_2559,95000
l_2560,9523
l_2561,16700
l_2562,90000
l_2563,95000
l_2564,90000
l_2565,27326
l_2566,15906
l_2567,24996
l_2568,15177
l_2569,25748
l_2570,28195
l_2571,15177
l_2572,17823
l_2573,3000
l_2574,34625
l_2575,15481
l_2576,34625
l_2577,9627
l_2578,25748
l_2579,8869
l_2580,28195
l_2581,16700
l_2582,6838
l_2583,85000
l_2584,9354
l_2585,43962
l_2586,30388
l_2587,16700
l_2588,28195
l_2589,12562
l_2590,30388
l_2591,34625
l_2592,12512
l_2593,85000
l_2594,12562
l_2595,17823
l_2596,25694
l_2597,30388
l_2598,20224
l_2599,12615
l_2600,13785
l_2601,30388
l_2602,95000
l_2603,43962
l_2604,6000
l_2605,28195
l_2606,21939
l_2607,9523
l_2608,27324
l_2609,90000
l_2610,28195
l_2611,30388
l_2612,18554
l_2613,85000
l_2614,17823
l_2615,12512
l_2616,90000
l_2617,30388
l_2618,90000
l_2619,27324
l_2620,10658
l_2621,85000
l_2622,8296
l_2623,20224
l_2624,16700
l_2625,25748
l_2626,85000
l_2627,18554
l_2628,25748
l_2629,90000
l_2630,85000
l_2631,16700
l_2632,25486
l_2633,25748
l_2634,27326
l_2635,30388
l_2636,95000
l_2637,24996
l_2638,12512
l_2639,23275
l_2640,27326
l_2641,16700
l_2642,12000
l_2643,28822
l_2644,18554
l_2645,20157
l_2646,27324
l_2647,85000
l_2648,12793
l_2649,12000
l_2650,27324
l_2651,16734
l_2652,27324
l_2653,30484
l_2654,27326
l_2655,28585
l_2656,17823
l_2657,27324
l_2658,16293
l_2659,25748
l_2660,12615
l_2661,11780
l_2662,28195
l_2663,9523
l_2664,12615
l_2665,3000
l_2666,9523
l_2667,30484
l_2668,12512
l_2669,18554
l_2670,10821
l_2671,90000
l_2672,23275
l_2673,27324
l_2674,28195
l_2675,9523
l_2676,25486
l_2677,15177
l_2678,90000
l_2679,90000
l_2680,8771
l_2681,43962
l_2682,43962
l_2683,90000
l_2684,12000
l_2685,90000
l_2686,30388
l_2687,6000
l_2688,27326
l_2689,27324
l_2690,20224
