id,start,end,maxspeed,streetName,junction
l_457,n_id4,n_id5,50 km/h,Richmond Road,None
l_458,n_id373,n_id376,50 km/h,Karangahape Road,None
l_459,n_id1211,n_id1208,30 km/h,Grafton Road,None
l_460,n_id91,n_id93,50 km/h,Curran Street,None
l_461,n_id387,n_id393,30 km/h,Victoria Street W,None
l_462,n_id386,n_id374,30 km/h,Beaumont Street,None
l_463,n_id398,n_id386,30 km/h,Beaumont Street,None
l_464,n_id247,n_id245,50 km/h,Bond Street,None
l_465,n_id245,n_id241,50 km/h,Bond Street,None
l_466,n_id223,n_id219,50 km/h,Bond Street,None
l_467,n_id31,n_id32,50 km/h,Great North Road,None
l_468,n_id26,n_id31,50 km/h,Great North Road,None
l_469,n_id159,n_id148,50 km/h,Williamson Avenue,None
l_470,n_id309,n_id312,40 km/h,Ponsonby Road,None
l_471,n_id218,n_id226,50 km/h,Richmond Road,None
l_472,n_id895,n_id898,30 km/h,Queen Street,None
l_473,n_id37,n_id49,50 km/h,Richmond Road,None
l_474,n_id5,n_id6,50 km/h,Richmond Road,None
l_475,n_id1539,n_id1538,50 km/h,Tamaki Drive,None
l_476,n_id579,n_id572,30 km/h,Halsey Street,None
l_477,n_id417,n_id426,30 km/h,Karangahape Road,None
l_478,n_id328,n_id334,50 km/h,Great North Road,None
l_479,n_id322,n_id328,50 km/h,Great North Road,None
l_480,n_id1293,n_id1298,30 km/h,Alten Road,None
l_481,n_id514,n_id521,30 km/h,Karangahape Road,None
l_482,n_id606,n_id595,30 km/h,Hopetoun Street,None
l_483,n_id1137,n_id1127,50 km/h,Khyber Pass Road,None
l_484,n_id1155,n_id1157,50 km/h,Mountain Road,None
l_485,n_id1152,n_id1155,50 km/h,Mountain Road,None
l_486,n_id1074,n_id1053,50 km/h,Khyber Pass Road,None
l_487,n_id1448,n_id1451,50 km/h,Parnell Road,None
l_488,n_id361,n_id368,50 km/h,Great North Road,None
l_489,n_id48,n_id50,50 km/h,Great North Road,None
l_490,n_id47,n_id48,50 km/h,Great North Road,None
l_491,n_id32,n_id35,50 km/h,Great North Road,None
l_492,n_id1185,n_id1189,50 km/h,Park Road,None
l_493,n_id1183,n_id1185,50 km/h,Park Road,None
l_494,n_id12,n_id15,50 km/h,Jervois Road,None
l_495,n_id8,n_id12,50 km/h,Jervois Road,None
l_496,n_id46,n_id52,50 km/h,Jervois Road,None
l_497,n_id42,n_id46,50 km/h,Jervois Road,None
l_498,n_id98,n_id104,50 km/h,Jervois Road,None
l_499,n_id180,n_id190,50 km/h,Jervois Road,None
l_500,n_id1002,n_id1006,30 km/h,Queen Street,None
l_501,n_id996,n_id1002,30 km/h,Queen Street,None
l_502,n_id461,n_id489,30 km/h,Victoria Street W,None
l_503,n_id505,n_id518,30 km/h,Victoria Street W,None
l_504,n_id1540,n_id1539,50 km/h,Tamaki Drive,None
l_505,n_id881,n_id888,30 km/h,Mayoral Drive,None
l_506,n_id416,n_id411,50 km/h,Newton Road,None
l_507,n_id425,n_id416,50 km/h,Newton Road,None
l_508,n_id725,n_id750,30 km/h,Karangahape Road,None
l_509,n_id761,n_id792,30 km/h,Karangahape Road,None
l_510,n_id750,n_id761,30 km/h,Karangahape Road,None
l_511,n_id1520,n_id1507,50 km/h,Ayr Street,None
l_512,n_id1522,n_id1520,50 km/h,Ayr Street,None
l_513,n_id1100,n_id1092,30 km/h,Bowen Avenue,None
l_514,n_id1141,n_id1100,30 km/h,Bowen Avenue,None
l_515,n_id718,n_id727,30 km/h,Cook Street,None
l_516,n_id627,n_id633,30 km/h,Halsey Street,None
l_517,n_id1009,n_id1018,30 km/h,Queen Street,None
l_518,n_id1425,n_id1427,50 km/h,Broadway,None
l_519,n_id1421,n_id1425,50 km/h,Broadway,None
l_520,n_id1051,n_id1060,50 km/h,Grafton Road,None
l_521,n_id1050,n_id1051,50 km/h,Grafton Road,None
l_522,n_id277,n_id284,40 km/h,Ponsonby Road,None
l_523,n_id269,n_id277,40 km/h,Ponsonby Road,None
l_524,n_id1271,n_id1270,30 km/h,Beach Road,None
l_525,n_id1274,n_id1271,30 km/h,Beach Road,None
l_526,n_id1272,n_id1275,30 km/h,Anzac Avenue,None
l_527,n_id1264,n_id1272,30 km/h,Anzac Avenue,None
l_528,n_id704,n_id713,30 km/h,Vincent Street,None
l_529,n_id1224,n_id1223,50 km/h,Park Road,None
l_530,n_id1066,n_id1058,50 km/h,Park Road,None
l_531,n_id994,n_id1003,30 km/h,Albert Street,None
l_532,n_id1025,n_id1029,30 km/h,Queen Street,None
l_533,n_id1020,n_id1025,30 km/h,Queen Street,None
l_534,n_id1397,n_id1402,50 km/h,Broadway,None
l_535,n_id834,n_id837,30 km/h,Queen Street,None
l_536,n_id901,n_id902,30 km/h,Queen Street,None
l_537,n_id898,n_id901,30 km/h,Queen Street,None
l_538,n_id985,n_id988,30 km/h,Albert Street,None
l_539,n_id1393,n_id1394,50 km/h,Broadway,None
l_540,n_id1392,n_id1393,50 km/h,Broadway,None
l_541,n_id992,n_id994,30 km/h,Albert Street,None
l_542,n_id988,n_id992,30 km/h,Albert Street,None
l_543,n_id212,n_id208,50 km/h,Bond Street,None
l_544,n_id319,n_id322,50 km/h,Great North Road,None
l_545,n_id280,n_id287,50 km/h,Great North Road,None
l_546,n_id276,n_id280,50 km/h,Great North Road,None
l_547,n_id174,n_id176,50 km/h,Great North Road,None
l_548,n_id171,n_id174,50 km/h,Great North Road,None
l_549,n_id234,n_id236,50 km/h,Great North Road,None
l_550,n_id228,n_id234,50 km/h,Great North Road,None
l_551,n_id157,n_id162,50 km/h,Great North Road,None
l_552,n_id151,n_id157,50 km/h,Great North Road,None
l_553,n_id200,n_id205,50 km/h,Great North Road,None
l_554,n_id192,n_id196,50 km/h,Great North Road,None
l_555,n_id187,n_id192,50 km/h,Great North Road,None
l_556,n_id119,n_id121,50 km/h,Great North Road,None
l_557,n_id117,n_id119,50 km/h,Great North Road,None
l_558,n_id16,n_id17,50 km/h,Great North Road,None
l_559,n_id207,n_id204,50 km/h,Bond Street,None
l_560,n_id196,n_id200,50 km/h,Great North Road,None
l_561,n_id208,n_id207,50 km/h,Bond Street,None
l_562,n_id315,n_id319,50 km/h,Great North Road,None
l_563,n_id700,n_id683,50 km/h,Newton Road,None
l_564,n_id715,n_id700,50 km/h,Newton Road,None
l_565,n_id402,n_id399,50 km/h,Newton Road,None
l_566,n_id1415,n_id1412,50 km/h,Parnell Road,None
l_567,n_id1419,n_id1415,50 km/h,Parnell Road,None
l_568,n_id311,n_id316,50 km/h,College Hill,None
l_569,n_id305,n_id311,50 km/h,College Hill,None
l_570,n_id546,n_id553,50 km/h,New North Road,None
l_571,n_id539,n_id546,50 km/h,New North Road,None
l_572,n_id645,n_id658,50 km/h,New North Road,None
l_573,n_id640,n_id645,50 km/h,New North Road,None
l_574,n_id273,n_id275,50 km/h,New North Road,None
l_575,n_id342,n_id349,30 km/h,Hepburn Street,None
l_576,n_id1043,n_id1034,30 km/h,Victoria Street E,None
l_577,n_id439,n_id448,30 km/h,Karangahape Road,None
l_578,n_id745,n_id753,50 km/h,New North Road,None
l_579,n_id736,n_id745,50 km/h,New North Road,None
l_580,n_id666,n_id660,50 km/h,Newton Road,None
l_581,n_id701,n_id718,30 km/h,Cook Street,None
l_582,n_id677,n_id701,30 km/h,Cook Street,None
l_583,n_id1503,n_id1498,50 km/h,Saint Stephens Avenue,None
l_584,n_id614,n_id629,50 km/h,New North Road,None
l_585,n_id1430,n_id1429,50 km/h,Parnell Road,None
l_586,n_id1432,n_id1430,50 km/h,Parnell Road,None
l_587,n_id1126,n_id1133,50 km/h,Grafton Road,None
l_588,n_id302,n_id303,40 km/h,Ponsonby Road,None
l_589,n_id1090,n_id1095,50 km/h,Grafton Road,None
l_590,n_id1446,n_id1448,50 km/h,Parnell Road,None
l_591,n_id1445,n_id1446,50 km/h,Parnell Road,None
l_592,n_id1144,n_id1145,50 km/h,Grafton Road,None
l_593,n_id1138,n_id1144,50 km/h,Grafton Road,None
l_594,n_id1221,n_id1218,50 km/h,Park Road,None
l_595,n_id1223,n_id1221,50 km/h,Park Road,None
l_596,n_id397,n_id391,50 km/h,Newton Road,None
l_597,n_id399,n_id397,50 km/h,Newton Road,None
l_598,n_id265,n_id269,40 km/h,Ponsonby Road,None
l_599,n_id262,n_id265,40 km/h,Ponsonby Road,None
l_600,n_id553,n_id564,50 km/h,New North Road,None
l_601,n_id660,n_id651,50 km/h,Newton Road,None
l_602,n_id1495,n_id1494,50 km/h,Saint Stephens Avenue,None
l_603,n_id1498,n_id1495,50 km/h,Saint Stephens Avenue,None
l_604,n_id603,n_id614,50 km/h,New North Road,None
l_605,n_id592,n_id603,50 km/h,New North Road,None
l_606,n_id300,n_id302,40 km/h,Ponsonby Road,None
l_607,n_id278,n_id279,50 km/h,New North Road,None
l_608,n_id275,n_id278,50 km/h,New North Road,None
l_609,n_id1226,n_id1219,30 km/h,Waterloo Quadrant,None
l_610,n_id1396,n_id1390,50 km/h,The Strand,None
l_611,n_id1401,n_id1396,50 km/h,The Strand,None
l_612,n_id59,n_id57,50 km/h,Williamson Avenue,None
l_613,n_id39,n_id42,50 km/h,Jervois Road,None
l_614,n_id36,n_id39,50 km/h,Jervois Road,None
l_615,n_id498,n_id487,30 km/h,Beaumont Street,None
l_616,n_id1514,n_id1515,50 km/h,Gladstone Road,None
l_617,n_id1512,n_id1514,50 km/h,Gladstone Road,None
l_618,n_id153,n_id156,50 km/h,Jervois Road,None
l_619,n_id55,n_id51,50 km/h,Williamson Avenue,None
l_620,n_id57,n_id55,50 km/h,Williamson Avenue,None
l_621,n_id487,n_id480,30 km/h,Beaumont Street,None
l_622,n_id504,n_id501,30 km/h,Beaumont Street,None
l_623,n_id147,n_id153,50 km/h,Jervois Road,None
l_624,n_id1479,n_id1476,50 km/h,The Strand,None
l_625,n_id480,n_id474,30 km/h,Beaumont Street,None
l_626,n_id499,n_id498,30 km/h,Beaumont Street,None
l_627,n_id501,n_id499,30 km/h,Beaumont Street,None
l_628,n_id160,n_id152,50 km/h,Shelly Beach Road,None
l_629,n_id168,n_id160,50 km/h,Shelly Beach Road,None
l_630,n_id1481,n_id1479,50 km/h,The Strand,None
l_631,n_id1482,n_id1481,50 km/h,The Strand,None
l_632,n_id1449,n_id1443,50 km/h,The Strand,None
l_633,n_id99,n_id100,50 km/h,Curran Street,None
l_634,n_id1245,n_id1252,30 km/h,Symonds Street,None
l_635,n_id1209,n_id1203,30 km/h,Waterloo Quadrant,None
l_636,n_id1219,n_id1209,30 km/h,Waterloo Quadrant,None
l_637,n_id1295,n_id1283,30 km/h,Anzac Avenue,None
l_638,n_id1265,n_id1262,30 km/h,Beach Road,None
l_639,n_id1266,n_id1265,30 km/h,Beach Road,None
l_640,n_id1434,n_id1431,50 km/h,The Strand,None
l_641,n_id1437,n_id1434,50 km/h,The Strand,None
l_642,n_id1159,n_id1163,50 km/h,Grafton Road,None
l_643,n_id1153,n_id1159,50 km/h,Grafton Road,None
l_644,n_id1169,n_id1161,30 km/h,Customs Street E,None
l_645,n_id1180,n_id1169,30 km/h,Customs Street E,None
l_646,n_id969,n_id972,30 km/h,Albert Street,None
l_647,n_id956,n_id969,30 km/h,Albert Street,None
l_648,n_id981,n_id985,30 km/h,Albert Street,None
l_649,n_id972,n_id981,30 km/h,Albert Street,None
l_650,n_id1182,n_id1183,50 km/h,Mountain Road,None
l_651,n_id1179,n_id1182,50 km/h,Mountain Road,None
l_652,n_id199,n_id202,50 km/h,College Hill,None
l_653,n_id194,n_id197,40 km/h,Ponsonby Road,None
l_654,n_id191,n_id194,40 km/h,Ponsonby Road,None
l_655,n_id270,n_id260,40 km/h,Picton Street,None
l_656,n_id1177,n_id1178,50 km/h,Mountain Road,None
l_657,n_id1171,n_id1177,50 km/h,Mountain Road,None
l_658,n_id1134,n_id1128,50 km/h,Wellesley Street E,None
l_659,n_id1140,n_id1137,50 km/h,Khyber Pass Road,None
l_660,n_id1196,n_id1197,50 km/h,Park Road,None
l_661,n_id776,n_id768,50 km/h,Mount Eden Road,None
l_662,n_id903,n_id920,30 km/h,Karangahape Road,None
l_663,n_id1490,n_id1488,50 km/h,The Strand,None
l_664,n_id909,n_id920,30 km/h,Symonds Street,None
l_665,n_id882,n_id889,50 km/h,Symonds Street,None
l_666,n_id889,n_id909,50 km/h,Symonds Street,None
l_667,n_id376,n_id380,30 km/h,Karangahape Road,None
l_668,n_id1300,n_id1291,50 km/h,Carlton Gore Road,None
l_669,n_id1291,n_id1278,50 km/h,Carlton Gore Road,None
l_670,n_id1486,n_id1484,50 km/h,The Strand,None
l_671,n_id1486,n_id1488,50 km/h,The Strand,None
l_672,n_id1300,n_id1305,50 km/h,Carlton Gore Road,None
l_673,n_id1382,n_id1377,50 km/h,Khyber Pass Road,None
l_674,n_id1188,n_id1181,50 km/h,Park Road,None
l_675,n_id876,n_id903,30 km/h,Karangahape Road,None
l_676,n_id1008,n_id1015,30 km/h,Symonds Street,None
l_677,n_id1541,n_id1540,50 km/h,Tamaki Drive,None
l_678,n_id100,n_id101,50 km/h,Curran Street,None
l_679,n_id656,n_id675,30 km/h,Halsey Street,None
l_680,n_id675,n_id554,30 km/h,Jellicoe Street,None
l_681,n_id554,n_id535,30 km/h,Jellicoe Street,None
l_682,n_id241,n_id237,50 km/h,Bond Street,None
l_683,n_id225,n_id223,50 km/h,Bond Street,None
l_684,n_id870,n_id881,30 km/h,Mayoral Drive,None
l_685,n_id862,n_id870,30 km/h,Mayoral Drive,None
l_686,n_id1202,n_id1228,30 km/h,Symonds Street,None
l_687,n_id1236,n_id1245,30 km/h,Symonds Street,None
l_688,n_id1228,n_id1236,30 km/h,Symonds Street,None
l_689,n_id1283,n_id1267,30 km/h,Anzac Avenue,None
l_690,n_id44,n_id47,50 km/h,Great North Road,None
l_691,n_id45,n_id44,50 km/h,Great North Road,None
l_692,n_id44,n_id43,50 km/h,Great North Road,None
l_693,n_id40,n_id43,50 km/h,Great North Road,None
l_694,n_id1316,n_id1305,50 km/h,Carlton Gore Road,None
l_695,n_id1330,n_id1331,30 km/h,Beach Road,None
l_696,n_id644,n_id648,30 km/h,Wellesley Street W,None
l_697,n_id175,n_id177,50 km/h,Jervois Road,None
l_698,n_id209,n_id210,40 km/h,Ponsonby Road,None
l_699,n_id56,n_id62,50 km/h,Jervois Road,None
l_700,n_id775,n_id778,50 km/h,Symonds Street,None
l_701,n_id572,n_id570,30 km/h,Halsey Street,None
l_702,n_id918,n_id921,50 km/h,Nugent Street,None
l_703,n_id713,n_id731,30 km/h,Vincent Street,None
l_704,n_id303,n_id309,40 km/h,Ponsonby Road,None
l_705,n_id443,n_id461,30 km/h,Victoria Street W,None
l_706,n_id1333,n_id1334,30 km/h,Beach Road,None
l_707,n_id74,n_id88,50 km/h,Great North Road,None
l_708,n_id755,n_id758,50 km/h,Upper Queen Street,None
l_709,n_id897,n_id879,50 km/h,Khyber Pass Road,None
l_710,n_id643,n_id656,30 km/h,Halsey Street,None
l_711,n_id635,n_id643,30 km/h,Halsey Street,None
l_712,n_id589,n_id604,30 km/h,Karangahape Road,None
l_713,n_id1129,n_id1124,30 km/h,Customs Street E,None
l_714,n_id106,n_id111,50 km/h,Great North Road,None
l_715,n_id1114,n_id1113,30 km/h,Wellesley Street E,None
l_716,n_id1003,n_id995,30 km/h,Customs Street W,None
l_717,n_id911,n_id918,50 km/h,Nugent Street,None
l_718,n_id574,n_id541,30 km/h,Hopetoun Street,None
l_719,n_id1146,n_id1140,50 km/h,Khyber Pass Road,None
l_720,n_id1529,n_id1530,50 km/h,Gladstone Road,None
l_721,n_id778,n_id785,50 km/h,Symonds Street,None
l_722,n_id586,n_id590,30 km/h,Halsey Street,None
l_723,n_id731,n_id787,30 km/h,Vincent Street,None
l_724,n_id832,n_id846,30 km/h,Karangahape Road,None
l_725,n_id1053,n_id1036,50 km/h,Khyber Pass Road,None
l_726,n_id109,n_id113,50 km/h,Jervois Road,None
l_727,n_id570,n_id567,30 km/h,Halsey Street,None
l_728,n_id86,n_id98,50 km/h,Jervois Road,None
l_729,n_id696,n_id695,30 km/h,Pitt Street,None
l_730,n_id924,n_id927,30 km/h,Albert Street,None
l_731,n_id103,n_id104,50 km/h,Curran Street,None
l_732,n_id1191,n_id1196,50 km/h,Park Road,None
l_733,n_id155,n_id158,50 km/h,Shelly Beach Road,None
l_734,n_id323,n_id331,40 km/h,Ponsonby Road,None
l_735,n_id925,n_id930,30 km/h,Symonds Street,None
l_736,n_id1130,n_id1160,30 km/h,Symonds Street,None
l_737,n_id1407,n_id1401,50 km/h,The Strand,None
l_738,n_id595,n_id574,30 km/h,Hopetoun Street,None
l_739,n_id1233,n_id1244,30 km/h,Quay Street,None
l_740,n_id237,n_id232,50 km/h,Bond Street,None
l_741,n_id1032,n_id1041,50 km/h,Grafton Road,None
l_742,n_id1036,n_id1024,50 km/h,Khyber Pass Road,None
l_743,n_id410,n_id405,30 km/h,Beaumont Street,None
l_744,n_id550,n_id540,50 km/h,Newton Road,None
l_745,n_id1379,n_id1374,50 km/h,Parnell Rise,None
l_746,n_id1231,n_id1226,30 km/h,Waterloo Quadrant,None
l_747,n_id1527,n_id1529,50 km/h,Gladstone Road,None
l_748,n_id216,n_id217,40 km/h,Ponsonby Road,None
l_749,n_id232,n_id225,50 km/h,Bond Street,None
l_750,n_id1123,n_id1126,50 km/h,Grafton Road,None
l_751,n_id1364,n_id1360,50 km/h,Khyber Pass Road,None
l_752,n_id599,n_id602,30 km/h,Halsey Street,None
l_753,n_id1443,n_id1441,50 km/h,The Strand,None
l_754,n_id502,n_id494,60 km/h,Ian McKinnon Drive,None
l_755,n_id764,n_id769,30 km/h,Upper Queen Street,None
l_756,n_id357,n_id361,50 km/h,Great North Road,None
l_757,n_id35,n_id38,50 km/h,Great North Road,None
l_758,n_id908,n_id911,50 km/h,Nugent Street,None
l_759,n_id1462,n_id1463,50 km/h,Parnell Road,None
l_760,n_id878,n_id872,30 km/h,Mayoral Drive,None
l_761,n_id970,n_id993,50 km/h,Grafton Road,None
l_762,n_id837,n_id841,30 km/h,Queen Street,None
l_763,n_id623,n_id613,60 km/h,Ian McKinnon Drive,None
l_764,n_id634,n_id644,30 km/h,Wellesley Street W,None
l_765,n_id195,n_id187,50 km/h,Bond Street,None
l_766,n_id536,n_id547,30 km/h,Victoria Street W,None
l_767,n_id823,n_id827,30 km/h,Queen Street,None
l_768,n_id125,n_id130,50 km/h,Jervois Road,None
l_769,n_id921,n_id929,50 km/h,Nugent Street,None
l_770,n_id568,n_id583,30 km/h,Wellesley Street W,None
l_771,n_id986,n_id991,30 km/h,Symonds Street,None
l_772,n_id105,n_id106,50 km/h,Great North Road,None
l_773,n_id436,n_id414,30 km/h,Beaumont Street,None
l_774,n_id1509,n_id1506,50 km/h,Tamaki Drive,None
l_775,n_id1060,n_id1070,50 km/h,Grafton Road,None
l_776,n_id929,n_id933,50 km/h,Nugent Street,None
l_777,n_id528,n_id536,30 km/h,Victoria Street W,None
l_778,n_id345,n_id357,50 km/h,Great North Road,None
l_779,n_id558,n_id550,50 km/h,Newton Road,None
l_780,n_id220,n_id224,40 km/h,Ponsonby Road,None
l_781,n_id931,n_id950,30 km/h,Symonds Street,None
l_782,n_id1023,n_id1037,30 km/h,Quay Street,None
l_783,n_id121,n_id126,50 km/h,Great North Road,None
l_784,n_id952,n_id936,50 km/h,Khyber Pass Road,None
l_785,n_id758,n_id764,50 km/h,Upper Queen Street,None
l_786,n_id782,n_id806,30 km/h,Cook Street,None
l_787,n_id598,n_id610,30 km/h,Victoria Street W,None
l_788,n_id348,n_id354,40 km/h,Ponsonby Road,None
l_789,n_id1244,n_id1247,30 km/h,Quay Street,None
l_790,n_id14,n_id16,50 km/h,Great North Road,None
l_791,n_id735,n_id721,60 km/h,Ian McKinnon Drive,None
l_792,n_id829,n_id819,50 km/h,Alex Evans Street,None
l_793,n_id344,n_id341,30 km/h,Beaumont Street,None
l_794,n_id96,n_id99,50 km/h,Curran Street,None
l_795,n_id573,n_id589,30 km/h,Karangahape Road,None
l_796,n_id224,n_id227,40 km/h,Ponsonby Road,None
l_797,n_id543,n_id549,30 km/h,Karangahape Road,None
l_798,n_id1463,n_id1468,50 km/h,Parnell Road,None
l_799,n_id68,n_id70,50 km/h,Great North Road,None
l_800,n_id158,n_id166,50 km/h,Shelly Beach Road,None
l_801,n_id239,n_id242,50 km/h,Richmond Road,None
l_802,n_id107,n_id109,50 km/h,Jervois Road,None
l_803,n_id655,n_id674,30 km/h,Wellesley Street W,None
l_804,n_id428,n_id443,30 km/h,Victoria Street W,None
l_805,n_id1377,n_id1370,50 km/h,Khyber Pass Road,None
l_806,n_id616,n_id627,30 km/h,Halsey Street,None
l_807,n_id1395,n_id1397,50 km/h,Broadway,None
l_808,n_id941,n_id944,50 km/h,Grafton Road,None
l_809,n_id335,n_id342,30 km/h,Hepburn Street,None
l_810,n_id497,n_id505,30 km/h,Victoria Street W,None
l_811,n_id699,n_id696,30 km/h,Pitt Street,None
l_812,n_id936,n_id916,50 km/h,Khyber Pass Road,None
l_813,n_id549,n_id555,30 km/h,Karangahape Road,None
l_814,n_id1007,n_id1026,50 km/h,Grafton Road,None
l_815,n_id1386,n_id1382,50 km/h,Khyber Pass Road,None
l_816,n_id1082,n_id1075,50 km/h,Park Road,None
l_817,n_id1000,n_id989,50 km/h,Khyber Pass Road,None
l_818,n_id279,n_id281,50 km/h,New North Road,None
l_819,n_id1423,n_id1418,50 km/h,The Strand,None
l_820,n_id858,n_id905,40 km/h,Fanshawe Street,None
l_821,n_id1385,n_id1379,50 km/h,Parnell Rise,None
l_822,n_id976,n_id986,30 km/h,Symonds Street,None
l_823,n_id1075,n_id1066,50 km/h,Park Road,None
l_824,n_id95,n_id96,50 km/h,Curran Street,None
l_825,n_id1255,n_id1268,30 km/h,Quay Street,None
l_826,n_id1115,n_id1123,50 km/h,Grafton Road,None
l_827,n_id202,n_id211,50 km/h,College Hill,None
l_828,n_id1332,n_id1329,30 km/h,Beach Road,None
l_829,n_id1516,n_id1517,50 km/h,Gladstone Road,None
l_830,n_id1370,n_id1364,50 km/h,Khyber Pass Road,None
l_831,n_id706,n_id726,30 km/h,Wellesley Street W,None
l_832,n_id236,n_id246,50 km/h,Great North Road,None
l_833,n_id1336,n_id1328,50 km/h,Khyber Pass Road,None
l_834,n_id1317,n_id1315,30 km/h,Beach Road,None
l_835,n_id863,n_id867,50 km/h,Symonds Street,None
l_836,n_id380,n_id384,30 km/h,Karangahape Road,None
l_837,n_id384,n_id396,30 km/h,Karangahape Road,None
l_838,n_id62,n_id65,50 km/h,Jervois Road,None
l_839,n_id1500,n_id1496,50 km/h,Ayr Street,None
l_840,n_id610,n_id619,30 km/h,Victoria Street W,None
l_841,n_id1472,n_id1473,50 km/h,Parnell Road,None
l_842,n_id525,n_id502,60 km/h,Ian McKinnon Drive,None
l_843,n_id547,n_id562,30 km/h,Victoria Street W,None
l_844,n_id944,n_id945,50 km/h,Grafton Road,None
l_845,n_id855,n_id863,50 km/h,Symonds Street,None
l_846,n_id993,n_id1007,50 km/h,Grafton Road,None
l_847,n_id113,n_id115,50 km/h,Jervois Road,None
l_848,n_id149,n_id145,50 km/h,Shelly Beach Road,None
l_849,n_id1278,n_id1261,50 km/h,Carlton Gore Road,None
l_850,n_id371,n_id359,30 km/h,Beaumont Street,None
l_851,n_id400,n_id417,30 km/h,Karangahape Road,None
l_852,n_id1189,n_id1191,50 km/h,Park Road,None
l_853,n_id1113,n_id1108,30 km/h,Wellesley Street E,None
l_854,n_id1511,n_id1509,50 km/h,Tamaki Drive,None
l_855,n_id905,n_id914,40 km/h,Fanshawe Street,None
l_856,n_id585,n_id586,30 km/h,Halsey Street,None
l_857,n_id849,n_id829,50 km/h,Alex Evans Street,None
l_858,n_id126,n_id131,50 km/h,Great North Road,None
l_859,n_id613,n_id576,60 km/h,Ian McKinnon Drive,None
l_860,n_id633,n_id635,30 km/h,Halsey Street,None
l_861,n_id1351,n_id1347,50 km/h,Carlton Gore Road,None
l_862,n_id341,n_id340,30 km/h,Beaumont Street,None
l_863,n_id751,n_id767,30 km/h,Cook Street,None
l_864,n_id1203,n_id1193,30 km/h,Waterloo Quadrant,None
l_865,n_id281,n_id285,50 km/h,New North Road,None
l_866,n_id118,n_id125,50 km/h,Jervois Road,None
l_867,n_id1387,n_id1388,50 km/h,Broadway,None
l_868,n_id1241,n_id1235,50 km/h,Khyber Pass Road,None
l_869,n_id619,n_id672,30 km/h,Victoria Street W,None
l_870,n_id609,n_id616,30 km/h,Halsey Street,None
l_871,n_id211,n_id215,50 km/h,College Hill,None
l_872,n_id1263,n_id1251,50 km/h,Khyber Pass Road,None
l_873,n_id1428,n_id1423,50 km/h,The Strand,None
l_874,n_id518,n_id528,30 km/h,Victoria Street W,None
l_875,n_id765,n_id757,50 km/h,Newton Road,None
l_876,n_id1269,n_id1263,50 km/h,Khyber Pass Road,None
l_877,n_id142,n_id138,50 km/h,Shelly Beach Road,None
l_878,n_id350,n_id346,30 km/h,Beaumont Street,None
l_879,n_id1344,n_id1342,50 km/h,Khyber Pass Road,None
l_880,n_id608,n_id634,30 km/h,Wellesley Street W,None
l_881,n_id1468,n_id1472,50 km/h,Parnell Road,None
l_882,n_id1251,n_id1241,50 km/h,Khyber Pass Road,None
l_883,n_id104,n_id107,50 km/h,Jervois Road,None
l_884,n_id293,n_id300,40 km/h,Ponsonby Road,None
l_885,n_id338,n_id340,30 km/h,Beaumont Street,None
l_886,n_id1493,n_id1491,50 km/h,Saint Stephens Avenue,None
l_887,n_id1234,n_id1231,30 km/h,Waterloo Quadrant,None
l_888,n_id587,n_id601,30 km/h,Cook Street,None
l_889,n_id76,n_id86,50 km/h,Jervois Road,None
l_890,n_id757,n_id749,50 km/h,Newton Road,None
l_891,n_id1103,n_id1097,30 km/h,Wellesley Street E,None
l_892,n_id359,n_id356,30 km/h,Beaumont Street,None
l_893,n_id1261,n_id1239,50 km/h,Carlton Gore Road,None
l_894,n_id1124,n_id1119,30 km/h,Customs Street E,None
l_895,n_id210,n_id214,40 km/h,Ponsonby Road,None
l_896,n_id692,n_id706,30 km/h,Wellesley Street W,None
l_897,n_id672,n_id711,30 km/h,Victoria Street W,None
l_898,n_id1496,n_id1480,50 km/h,Ayr Street,None
l_899,n_id784,n_id793,30 km/h,Upper Queen Street,None
l_900,n_id1012,n_id1000,50 km/h,Khyber Pass Road,None
l_901,n_id177,n_id180,50 km/h,Jervois Road,None
l_902,n_id145,n_id142,50 km/h,Shelly Beach Road,None
l_903,n_id916,n_id907,50 km/h,Khyber Pass Road,None
l_904,n_id637,n_id628,30 km/h,Hopetoun Street,None
l_905,n_id580,n_id585,30 km/h,Halsey Street,None
l_906,n_id197,n_id198,40 km/h,Ponsonby Road,None
l_907,n_id52,n_id56,50 km/h,Jervois Road,None
l_908,n_id217,n_id220,40 km/h,Ponsonby Road,None
l_909,n_id1535,n_id1511,50 km/h,Tamaki Drive,None
l_910,n_id1491,n_id1485,50 km/h,Saint Stephens Avenue,None
l_911,n_id206,n_id209,40 km/h,Ponsonby Road,None
l_912,n_id1232,n_id1224,50 km/h,Carlton Gore Road,None
l_913,n_id1128,n_id1114,30 km/h,Wellesley Street E,None
l_914,n_id678,n_id652,60 km/h,Ian McKinnon Drive,None
l_915,n_id652,n_id623,60 km/h,Ian McKinnon Drive,None
l_916,n_id14,n_id16,50 km/h,Great North Road,None
l_917,n_id1037,n_id1049,30 km/h,Quay Street,None
l_918,n_id414,n_id410,30 km/h,Beaumont Street,None
l_919,n_id823,n_id832,30 km/h,Karangahape Road,None
l_920,n_id902,n_id878,30 km/h,Mayoral Drive,None
