id,start,end,maxspeed,streetName,junction
l_921,n_id383,n_id387,30 km/h,Victoria Street W,None
l_922,n_id1021,n_id1016,30 km/h,Customs Street W,None
l_923,n_id588,n_id598,30 km/h,Victoria Street W,None
l_924,n_id837,n_id841,30 km/h,Queen Street,None
l_925,n_id1096,n_id1082,50 km/h,Park Road,None
l_926,n_id1331,n_id1333,30 km/h,Beach Road,None
l_927,n_id781,n_id784,30 km/h,Upper Queen Street,None
l_928,n_id867,n_id877,50 km/h,Symonds Street,None
l_929,n_id250,n_id254,50 km/h,Sandringham Road,None
l_930,n_id7,n_id8,50 km/h,Jervois Road,None
l_931,n_id1193,n_id1184,30 km/h,Waterloo Quadrant,None
l_932,n_id389,n_id385,50 km/h,Newton Road,None
l_933,n_id1477,n_id1469,50 km/h,Parnell Road,None
l_934,n_id1513,n_id1516,50 km/h,Gladstone Road,None
l_935,n_id877,n_id882,50 km/h,Symonds Street,None
l_936,n_id888,n_id924,30 km/h,Albert Street,None
l_937,n_id214,n_id216,40 km/h,Ponsonby Road,None
l_938,n_id933,n_id936,50 km/h,Nugent Street,None
l_939,n_id1485,n_id1477,50 km/h,Saint Stephens Avenue,None
l_940,n_id102,n_id105,50 km/h,Great North Road,None
l_941,n_id1225,n_id1233,30 km/h,Quay Street,None
l_942,n_id489,n_id497,30 km/h,Victoria Street W,None
l_943,n_id227,n_id231,40 km/h,Ponsonby Road,None
l_944,n_id242,n_id253,40 km/h,Richmond Road,None
l_945,n_id391,n_id389,50 km/h,Newton Road,None
l_946,n_id638,n_id657,30 km/h,Cook Street,None
l_947,n_id229,n_id239,50 km/h,Richmond Road,None
l_948,n_id3,n_id7,50 km/h,Jervois Road,None
l_949,n_id1099,n_id1094,30 km/h,Customs Street E,None
l_950,n_id602,n_id609,30 km/h,Halsey Street,None
l_951,n_id246,n_id258,50 km/h,Great North Road,None
l_952,n_id1418,n_id1407,50 km/h,The Strand,None
l_953,n_id1328,n_id1313,50 km/h,Khyber Pass Road,None
l_954,n_id198,n_id201,40 km/h,Ponsonby Road,None
l_955,n_id1247,n_id1255,30 km/h,Quay Street,None
l_956,n_id1213,n_id1211,30 km/h,Grafton Road,None
l_957,n_id65,n_id66,50 km/h,Jervois Road,None
l_958,n_id767,n_id782,30 km/h,Cook Street,None
l_959,n_id990,n_id997,30 km/h,Quay Street,None
l_960,n_id1392,n_id1386,50 km/h,Khyber Pass Road,None
l_961,n_id1480,n_id1470,50 km/h,Ayr Street,None
l_962,n_id583,n_id560,30 km/h,Wellesley Street W,None
l_963,n_id406,n_id428,30 km/h,Victoria Street W,None
l_964,n_id920,n_id925,30 km/h,Symonds Street,None
l_965,n_id711,n_id724,30 km/h,Victoria Street W,None
l_966,n_id543,n_id549,30 km/h,Karangahape Road,None
l_967,n_id1160,n_id1187,30 km/h,Symonds Street,None
l_968,n_id1319,n_id1317,30 km/h,Beach Road,None
l_969,n_id601,n_id624,30 km/h,Cook Street,None
l_970,n_id378,n_id383,30 km/h,Victoria Street W,None
l_971,n_id827,n_id834,30 km/h,Queen Street,None
l_972,n_id1388,n_id1389,50 km/h,Broadway,None
l_973,n_id1070,n_id1078,50 km/h,Grafton Road,None
l_974,n_id1235,n_id1207,50 km/h,Khyber Pass Road,None
l_975,n_id788,n_id776,50 km/h,Mount Eden Road,None
l_976,n_id1342,n_id1336,50 km/h,Khyber Pass Road,None
l_977,n_id249,n_id247,50 km/h,Bond Street,None
l_978,n_id957,n_id952,50 km/h,Khyber Pass Road,None
l_979,n_id551,n_id525,60 km/h,Ian McKinnon Drive,None
l_980,n_id583,n_id608,30 km/h,Wellesley Street W,None
l_981,n_id130,n_id147,50 km/h,Jervois Road,None
l_982,n_id907,n_id897,50 km/h,Khyber Pass Road,None
l_983,n_id346,n_id344,30 km/h,Beaumont Street,None
l_984,n_id1109,n_id1099,30 km/h,Customs Street E,None
l_985,n_id628,n_id611,30 km/h,Hopetoun Street,None
l_986,n_id760,n_id771,30 km/h,Wellesley Street W,None
l_987,n_id1033,n_id1021,30 km/h,Customs Street W,None
l_988,n_id1108,n_id1103,30 km/h,Wellesley Street E,None
l_989,n_id576,n_id551,60 km/h,Ian McKinnon Drive,None
l_990,n_id631,n_id638,30 km/h,Cook Street,None
l_991,n_id1026,n_id1032,50 km/h,Grafton Road,None
l_992,n_id1347,n_id1316,50 km/h,Carlton Gore Road,None
l_993,n_id1290,n_id1269,50 km/h,Khyber Pass Road,None
l_994,n_id252,n_id260,40 km/h,Ponsonby Road,None
l_995,n_id771,n_id805,30 km/h,Wellesley Street W,None
l_996,n_id396,n_id400,30 km/h,Karangahape Road,None
l_997,n_id774,n_id781,30 km/h,Upper Queen Street,None
l_998,n_id819,n_id800,50 km/h,Alex Evans Street,None
l_999,n_id70,n_id74,50 km/h,Great North Road,None
l_1000,n_id38,n_id40,50 km/h,Great North Road,None
l_1001,n_id799,n_id788,50 km/h,Mount Eden Road,None
l_1002,n_id984,n_id990,30 km/h,Quay Street,None
l_1003,n_id335,n_id326,30 km/h,Hepburn Street,None
l_1004,n_id243,n_id240,40 km/h,Ponsonby Road,None
l_1005,n_id751,n_id727,30 km/h,Cook Street,None
l_1006,n_id558,n_id607,50 km/h,Newton Road,None
l_1007,n_id172,n_id193,50 km/h,Williamson Avenue,None
l_1008,n_id297,n_id288,50 km/h,Great North Road,None
l_1009,n_id838,n_id845,40 km/h,Fanshawe Street,None
l_1010,n_id719,n_id709,40 km/h,Hobson Street,None
l_1011,n_id135,n_id114,50 km/h,Richmond Road,None
l_1012,n_id978,n_id983,30 km/h,Mayoral Drive,None
l_1013,n_id1285,n_id1292,30 km/h,Tangihua Street,None
l_1014,n_id304,n_id291,50 km/h,College Hill,None
l_1015,n_id291,n_id289,50 km/h,College Hill,None
l_1016,n_id1503,n_id1510,50 km/h,Saint Stephens Avenue,None
l_1017,n_id1350,n_id1348,50 km/h,Stanley Street,None
l_1018,n_id1013,n_id1005,30 km/h,Quay Street,None
l_1019,n_id684,n_id673,50 km/h,Upper Queen Street,None
l_1020,n_id1290,n_id1313,50 km/h,Khyber Pass Road,None
l_1021,n_id743,n_id732,50 km/h,Upper Queen Street,None
l_1022,n_id203,n_id201,40 km/h,Ponsonby Road,None
l_1023,n_id1249,n_id1250,30 km/h,Anzac Avenue,None
l_1024,n_id1292,n_id1296,30 km/h,Tangihua Street,None
l_1025,n_id524,n_id563,30 km/h,Cook Street,None
l_1026,n_id1080,n_id1084,30 km/h,Customs Street E,None
l_1027,n_id305,n_id304,50 km/h,College Hill,None
l_1028,n_id799,n_id825,50 km/h,Mount Eden Road,None
l_1029,n_id1014,n_id1017,30 km/h,Mayoral Drive,None
l_1030,n_id221,n_id244,50 km/h,Williamson Avenue,None
l_1031,n_id1142,n_id1161,30 km/h,Customs Street E,None
l_1032,n_id1216,n_id1248,30 km/h,Beach Road,None
l_1033,n_id1213,n_id1217,30 km/h,Grafton Road,None
l_1034,n_id582,n_id569,40 km/h,Fanshawe Street,None
l_1035,n_id482,n_id448,30 km/h,Karangahape Road,None
l_1036,n_id607,n_id639,50 km/h,Newton Road,None
l_1037,n_id1284,n_id1294,30 km/h,Beach Road,None
l_1038,n_id625,n_id630,40 km/h,Nelson Street,None
l_1039,n_id337,n_id330,50 km/h,New North Road,None
l_1040,n_id734,n_id740,50 km/h,Newton Road,None
l_1041,n_id252,n_id248,40 km/h,Ponsonby Road,None
l_1042,n_id561,n_id562,30 km/h,Wellesley Street W,None
l_1043,n_id678,n_id721,60 km/h,Ian McKinnon Drive,None
l_1044,n_id439,n_id426,30 km/h,Karangahape Road,None
l_1045,n_id47,n_id51,50 km/h,Williamson Avenue,None
l_1046,n_id276,n_id272,50 km/h,Great North Road,None
l_1047,n_id1355,n_id1360,50 km/h,Khyber Pass Road,None
l_1048,n_id1444,n_id1447,50 km/h,Parnell Road,None
l_1049,n_id715,n_id734,50 km/h,Newton Road,None
l_1050,n_id1435,n_id1436,50 km/h,Parnell Road,None
l_1051,n_id272,n_id261,50 km/h,Great North Road,None
l_1052,n_id954,n_id939,30 km/h,Albert Street,None
l_1053,n_id868,n_id856,40 km/h,Hobson Street,None
l_1054,n_id951,n_id945,50 km/h,Grafton Road,None
l_1055,n_id796,n_id785,50 km/h,Symonds Street,None
l_1056,n_id1454,n_id1451,50 km/h,Parnell Road,None
l_1057,n_id1524,n_id1521,50 km/h,Gladstone Road,None
l_1058,n_id1294,n_id1308,30 km/h,Beach Road,None
l_1059,n_id686,n_id687,30 km/h,Pitt Street,None
l_1060,n_id762,n_id777,40 km/h,Nelson Street,None
l_1061,n_id805,n_id795,40 km/h,Hobson Street,None
l_1062,n_id1526,n_id1525,50 km/h,Gladstone Road,None
l_1063,n_id1457,n_id1466,50 km/h,Parnell Road,None
l_1064,n_id307,n_id299,50 km/h,Great North Road,None
l_1065,n_id971,n_id968,30 km/h,Symonds Street,None
l_1066,n_id1250,n_id1253,30 km/h,Anzac Avenue,None
l_1067,n_id1362,n_id1367,50 km/h,Parnell Rise,None
l_1068,n_id1266,n_id1270,30 km/h,Beach Road,None
l_1069,n_id30,n_id27,50 km/h,Jervois Road,None
l_1070,n_id573,n_id555,30 km/h,Karangahape Road,None
l_1071,n_id1011,n_id1027,30 km/h,Victoria Street E,None
l_1072,n_id238,n_id233,40 km/h,Ponsonby Road,None
l_1073,n_id299,n_id297,50 km/h,Great North Road,None
l_1074,n_id1361,n_id1372,50 km/h,The Strand,None
l_1075,n_id582,n_id584,30 km/h,Halsey Street,None
l_1076,n_id187,n_id183,50 km/h,Great North Road,None
l_1077,n_id240,n_id238,40 km/h,Ponsonby Road,None
l_1078,n_id685,n_id686,30 km/h,Pitt Street,None
l_1079,n_id1346,n_id1343,50 km/h,Parnell Rise,None
l_1080,n_id293,n_id284,40 km/h,Ponsonby Road,None
l_1081,n_id816,n_id820,40 km/h,Nelson Street,None
l_1082,n_id809,n_id816,40 km/h,Nelson Street,None
l_1083,n_id840,n_id857,50 km/h,Khyber Pass Road,None
l_1084,n_id1492,n_id1489,50 km/h,Gladstone Road,None
l_1085,n_id1489,n_id1482,50 km/h,Gladstone Road,None
l_1086,n_id1363,n_id1371,50 km/h,Carlton Gore Road,None
l_1087,n_id1519,n_id1518,50 km/h,Gladstone Road,None
l_1088,n_id823,n_id804,30 km/h,Karangahape Road,None
l_1089,n_id1475,n_id1473,50 km/h,Parnell Road,None
l_1090,n_id680,n_id685,30 km/h,Pitt Street,None
l_1091,n_id1419,n_id1424,50 km/h,Parnell Road,None
l_1092,n_id1074,n_id1089,50 km/h,Khyber Pass Road,None
l_1093,n_id1521,n_id1519,50 km/h,Gladstone Road,None
l_1094,n_id244,n_id266,50 km/h,Williamson Avenue,None
l_1095,n_id164,n_id135,50 km/h,Richmond Road,None
l_1096,n_id812,n_id840,50 km/h,Khyber Pass Road,None
l_1097,n_id373,n_id368,50 km/h,Great North Road,None
l_1098,n_id797,n_id812,50 km/h,Khyber Pass Road,None
l_1099,n_id539,n_id520,50 km/h,New North Road,None
l_1100,n_id1371,n_id1378,50 km/h,Carlton Gore Road,None
l_1101,n_id1492,n_id1489,50 km/h,Gladstone Road,None
l_1102,n_id1525,n_id1524,50 km/h,Gladstone Road,None
l_1103,n_id1248,n_id1249,30 km/h,Anzac Avenue,None
l_1104,n_id33,n_id30,50 km/h,Jervois Road,None
l_1105,n_id790,n_id797,50 km/h,Khyber Pass Road,None
l_1106,n_id647,n_id661,40 km/h,Nelson Street,None
l_1107,n_id630,n_id632,40 km/h,Nelson Street,None
l_1108,n_id665,n_id667,30 km/h,Union Street,None
l_1109,n_id661,n_id677,40 km/h,Nelson Street,None
l_1110,n_id345,n_id334,50 km/h,Great North Road,None
l_1111,n_id27,n_id20,50 km/h,Jervois Road,None
l_1112,n_id1020,n_id1018,30 km/h,Queen Street,None
l_1113,n_id677,n_id669,30 km/h,Cook Street,None
l_1114,n_id722,n_id712,50 km/h,Upper Queen Street,None
l_1115,n_id1052,n_id1048,30 km/h,Queen Street,None
l_1116,n_id1085,n_id1031,30 km/h,Symonds Street,None
l_1117,n_id1380,n_id1376,50 km/h,The Strand,None
l_1118,n_id1432,n_id1435,50 km/h,Parnell Road,None
l_1119,n_id22,n_id10,50 km/h,Richmond Road,None
l_1120,n_id820,n_id801,40 km/h,Fanshawe Street,None
l_1121,n_id1478,n_id1475,50 km/h,Parnell Road,None
l_1122,n_id87,n_id108,50 km/h,Williamson Avenue,None
l_1123,n_id1200,n_id1197,50 km/h,Park Road,None
l_1124,n_id294,n_id285,50 km/h,New North Road,None
l_1125,n_id584,n_id579,30 km/h,Halsey Street,None
l_1126,n_id151,n_id131,50 km/h,Great North Road,None
l_1127,n_id712,n_id684,50 km/h,Upper Queen Street,None
l_1128,n_id851,n_id831,30 km/h,Victoria Street W,None
l_1129,n_id175,n_id156,50 km/h,Jervois Road,None
l_1130,n_id1447,n_id1457,50 km/h,Parnell Road,None
l_1131,n_id1461,n_id1470,50 km/h,Ayr Street,None
l_1132,n_id622,n_id582,40 km/h,Fanshawe Street,None
l_1133,n_id669,n_id657,30 km/h,Cook Street,None
l_1134,n_id704,n_id682,30 km/h,Vincent Street,None
l_1135,n_id668,n_id658,50 km/h,New North Road,None
l_1136,n_id28,n_id22,50 km/h,Richmond Road,None
l_1137,n_id73,n_id72,50 km/h,Richmond Road,None
l_1138,n_id173,n_id164,50 km/h,Richmond Road,None
l_1139,n_id1089,n_id1098,50 km/h,Khyber Pass Road,None
l_1140,n_id1050,n_id1046,50 km/h,Grafton Road,None
l_1141,n_id454,n_id466,30 km/h,Exit 424B Cook Street,None
l_1142,n_id856,n_id851,40 km/h,Hobson Street,None
l_1143,n_id682,n_id688,30 km/h,Pitt Street,None
l_1144,n_id323,n_id317,40 km/h,Ponsonby Road,None
l_1145,n_id1274,n_id1285,30 km/h,Tangihua Street,None
l_1146,n_id343,n_id337,50 km/h,New North Road,None
l_1147,n_id740,n_id749,50 km/h,Newton Road,None
l_1148,n_id836,n_id830,50 km/h,Symonds Street,None
l_1149,n_id171,n_id162,50 km/h,Great North Road,None
l_1150,n_id296,n_id300,40 km/h,Williamson Avenue,None
l_1151,n_id1248,n_id1262,30 km/h,Beach Road,None
l_1152,n_id581,n_id582,30 km/h,Halsey Street,None
l_1153,n_id640,n_id629,50 km/h,New North Road,None
l_1154,n_id720,n_id679,50 km/h,New North Road,None
l_1155,n_id679,n_id668,50 km/h,New North Road,None
l_1156,n_id766,n_id753,50 km/h,New North Road,None
l_1157,n_id273,n_id271,50 km/h,New North Road,None
l_1158,n_id325,n_id313,50 km/h,New North Road,None
l_1159,n_id1424,n_id1426,50 km/h,Parnell Road,None
l_1160,n_id580,n_id581,30 km/h,Halsey Street,None
l_1161,n_id688,n_id693,30 km/h,Pitt Street,None
l_1162,n_id75,n_id73,50 km/h,Richmond Road,None
l_1163,n_id103,n_id101,50 km/h,Curran Street,None
l_1164,n_id1280,n_id1275,30 km/h,Anzac Avenue,None
l_1165,n_id699,n_id702,30 km/h,Pitt Street,None
l_1166,n_id637,n_id664,30 km/h,Hopetoun Street,None
l_1167,n_id664,n_id682,30 km/h,Hopetoun Street,None
l_1168,n_id1296,n_id1306,30 km/h,Tangihua Street,None
l_1169,n_id425,n_id437,50 km/h,Newton Road,None
l_1170,n_id437,n_id425,50 km/h,Newton Road,None
l_1171,n_id1417,n_id1416,50 km/h,Broadway,None
l_1172,n_id1309,n_id1306,30 km/h,Tangihua Street,None
l_1173,n_id1306,n_id1309,30 km/h,Tangihua Street,None
l_1174,n_id120,n_id124,50 km/h,Shelly Beach Road,None
l_1175,n_id481,n_id478,60 km/h,Ian McKinnon Drive,None
l_1176,n_id433,n_id437,50 km/h,Newton Road,None
l_1177,n_id440,n_id433,50 km/h,Newton Road,None
l_1178,n_id436,n_id449,30 km/h,Beaumont Street,None
l_1179,n_id274,n_id286,50 km/h,Picton Street,None
l_1180,n_id352,n_id349,30 km/h,Hepburn Street,None
l_1181,n_id577,n_id530,80 km/h,Entry 4 Hobson Street,None
l_1182,n_id662,n_id646,40 km/h,Entry 4 Hobson Street,None
l_1183,n_id1482,n_id1484,50 km/h,The Strand,None
l_1184,n_id363,n_id375,80 km/h,Northern Motorway,None
l_1185,n_id1039,n_id1029,30 km/h,Queen Street,None
l_1186,n_id1194,n_id1229,80 km/h,Southern Motorway,None
l_1187,n_id1467,n_id1474,50 km/h,The Strand,None
l_1188,n_id123,n_id143,80 km/h,Northern Motorway,None
l_1189,n_id471,n_id500,30 km/h,Entry 425 Wellington Street,None
l_1190,n_id1074,n_id1077,50 km/h,Entry 430 Khyber Pass Road,None
l_1191,n_id484,n_id481,60 km/h,Ian McKinnon Drive,None
l_1192,n_id1153,n_id1149,50 km/h,Grafton Road,None
l_1193,n_id875,n_id868,40 km/h,Hobson Street,None
l_1194,n_id1097,n_id1093,30 km/h,Wellesley Street E,None
l_1195,n_id514,n_id490,30 km/h,Karangahape Road,None
l_1196,n_id946,n_id934,30 km/h,Lower Hobson Street,None
l_1197,n_id233,n_id231,40 km/h,Ponsonby Road,None
l_1198,n_id1309,n_id1306,30 km/h,Quay Street,None
l_1199,n_id441,n_id479,80 km/h,Northern Motorway,None
l_1200,n_id1405,n_id1402,50 km/h,Broadway,None
l_1201,n_id1383,n_id1390,50 km/h,The Strand,None
l_1202,n_id824,n_id826,30 km/h,Mayoral Drive,None
l_1203,n_id794,n_id803,40 km/h,Nelson Street,None
l_1204,n_id592,n_id564,50 km/h,New North Road,None
l_1205,n_id1306,n_id1288,30 km/h,Quay Street,None
l_1206,n_id1084,n_id1094,30 km/h,Customs Street E,None
l_1207,n_id1381,n_id1383,50 km/h,The Strand,None
l_1208,n_id1019,n_id965,80 km/h,Northwestern Motorway,None
l_1209,n_id398,n_id401,30 km/h,Beaumont Street,None
l_1210,n_id1349,n_id1353,50 km/h,The Strand,None
l_1211,n_id621,n_id625,40 km/h,Nelson Street,None
l_1212,n_id1318,n_id1309,30 km/h,Quay Street,None
l_1213,n_id762,n_id747,30 km/h,Victoria Street W,None
l_1214,n_id775,n_id772,50 km/h,Symonds Street,None
l_1215,n_id772,n_id766,50 km/h,Symonds Street,None
l_1216,n_id72,n_id69,50 km/h,Richmond Road,None
l_1217,n_id775,n_id772,50 km/h,Mount Eden Road,None
l_1218,n_id766,n_id768,50 km/h,Mount Eden Road,None
l_1219,n_id1046,n_id1041,50 km/h,Grafton Road,None
l_1220,n_id308,n_id298,50 km/h,New North Road,None
l_1221,n_id828,n_id844,30 km/h,Mayoral Drive,None
l_1222,n_id315,n_id307,50 km/h,Great North Road,None
l_1223,n_id755,n_id800,50 km/h,Alex Evans Street,None
l_1224,n_id1098,n_id1107,50 km/h,Khyber Pass Road,None
l_1225,n_id649,n_id596,80 km/h,Hobson Street Entry,None
l_1226,n_id348,n_id331,40 km/h,Ponsonby Road,None
l_1227,n_id959,n_id953,30 km/h,Lower Hobson Street,None
l_1228,n_id1483,n_id1471,50 km/h,Quay Street,None
l_1229,n_id923,n_id940,30 km/h,Mayoral Drive,None
l_1230,n_id968,n_id960,30 km/h,Symonds Street,None
l_1231,n_id1406,n_id1405,50 km/h,Broadway,None
l_1232,n_id642,n_id622,40 km/h,Fanshawe Street,None
l_1233,n_id1536,n_id1537,50 km/h,Tamaki Drive,None
l_1234,n_id1535,n_id1536,50 km/h,Tamaki Drive,None
l_1235,n_id69,n_id67,50 km/h,Richmond Road,None
l_1236,n_id1456,n_id1453,50 km/h,Quay Street,None
l_1237,n_id58,n_id53,50 km/h,Great North Road,None
l_1238,n_id1497,n_id1490,50 km/h,Tamaki Drive,None
l_1239,n_id1005,n_id997,30 km/h,Quay Street,None
l_1240,n_id1523,n_id1528,50 km/h,Saint Stephens Avenue,None
l_1241,n_id139,n_id144,50 km/h,Shelly Beach Road,None
l_1242,n_id1310,n_id1312,30 km/h,Beach Road,None
l_1243,n_id1308,n_id1310,30 km/h,Beach Road,None
l_1244,n_id760,n_id739,30 km/h,Wellesley Street W,None
l_1245,n_id1330,n_id1327,30 km/h,Beach Road,None
l_1246,n_id1325,n_id1329,30 km/h,Beach Road,None
l_1247,n_id1327,n_id1323,30 km/h,Beach Road,None
l_1248,n_id826,n_id828,30 km/h,Mayoral Drive,None
l_1249,n_id169,n_id166,50 km/h,Shelly Beach Road,None
l_1250,n_id1264,n_id1257,30 km/h,Symonds Street,None
l_1251,n_id739,n_id726,30 km/h,Wellesley Street W,None
l_1252,n_id264,n_id263,50 km/h,New North Road,None
l_1253,n_id271,n_id264,50 km/h,New North Road,None
l_1254,n_id168,n_id169,50 km/h,Shelly Beach Road,None
l_1255,n_id1258,n_id1264,30 km/h,Waterloo Quadrant,None
l_1256,n_id85,n_id83,50 km/h,Curran Street,None
l_1257,n_id89,n_id85,50 km/h,Curran Street,None
l_1258,n_id1069,n_id1079,30 km/h,Bowen Avenue,None
l_1259,n_id562,n_id566,30 km/h,Halsey Street,None
l_1260,n_id919,n_id914,40 km/h,Fanshawe Street,None
l_1261,n_id588,n_id562,30 km/h,Victoria Street W,None
l_1262,n_id956,n_id954,30 km/h,Albert Street,None
l_1263,n_id919,n_id915,40 km/h,Hobson Street,None
l_1264,n_id566,n_id567,30 km/h,Halsey Street,None
l_1265,n_id667,n_id680,30 km/h,Pitt Street,None
l_1266,n_id932,n_id927,30 km/h,Albert Street,None
l_1267,n_id1167,n_id1225,30 km/h,Quay Street,None
l_1268,n_id922,n_id934,30 km/h,Lower Hobson Street,None
l_1269,n_id902,n_id923,30 km/h,Mayoral Drive,None
l_1270,n_id662,n_id650,40 km/h,Hobson Street Entry,None
l_1271,n_id665,n_id662,40 km/h,Hobson Street,None
l_1272,n_id667,n_id662,40 km/h,Hobson Street,None
l_1273,n_id618,n_id621,40 km/h,Nelson Street,None
l_1274,n_id1164,n_id1135,30 km/h,Quay Street,None
l_1275,n_id1023,n_id1013,30 km/h,Quay Street,None
l_1276,n_id676,n_id665,40 km/h,Hobson Street,None
l_1277,n_id811,n_id805,40 km/h,Hobson Street,None
l_1278,n_id687,n_id682,30 km/h,Pitt Street,None
l_1279,n_id691,n_id681,40 km/h,Pitt Street,None
l_1280,n_id691,n_id667,40 km/h,Hobson Street,None
l_1281,n_id270,n_id274,50 km/h,Picton Street,None
l_1282,n_id975,n_id964,40 km/h,Fanshawe Street,None
l_1283,n_id568,n_id561,30 km/h,Wellesley Street W,None
l_1284,n_id533,n_id527,80 km/h,Exit 427 Nelson Street,None
l_1285,n_id754,n_id756,40 km/h,Nelson Street,None
l_1286,n_id213,n_id205,50 km/h,Great North Road,None
l_1287,n_id746,n_id754,40 km/h,Nelson Street,None
l_1288,n_id495,n_id485,60 km/h,Piwakawaka Street,None
l_1289,n_id1010,n_id1014,30 km/h,Mayoral Drive,None
l_1290,n_id747,n_id724,30 km/h,Victoria Street W,None
l_1291,n_id263,n_id259,50 km/h,New North Road,None
l_1292,n_id861,n_id846,30 km/h,Karangahape Road,None
l_1293,n_id831,n_id813,30 km/h,Victoria Street W,None
l_1294,n_id1477,n_id1478,50 km/h,Parnell Road,None
l_1295,n_id756,n_id762,40 km/h,Nelson Street,None
l_1296,n_id261,n_id258,50 km/h,Great North Road,None
l_1297,n_id803,n_id809,40 km/h,Nelson Street,None
l_1298,n_id1009,n_id1006,30 km/h,Queen Street,None
l_1299,n_id912,n_id922,30 km/h,Sturdee Street,None
l_1300,n_id813,n_id791,30 km/h,Victoria Street W,None
l_1301,n_id1109,n_id1119,30 km/h,Customs Street E,None
l_1302,n_id1312,n_id1315,30 km/h,Beach Road,None
l_1303,n_id1017,n_id1055,30 km/h,Kitchener Street,None
l_1304,n_id791,n_id762,30 km/h,Victoria Street W,None
l_1305,n_id401,n_id405,30 km/h,Beaumont Street,None
l_1306,n_id1048,n_id1045,30 km/h,Queen Street,None
l_1307,n_id1180,n_id1192,30 km/h,Customs Street E,None
l_1308,n_id288,n_id287,50 km/h,Great North Road,None
l_1309,n_id1027,n_id1034,30 km/h,Victoria Street E,None
l_1310,n_id34,n_id28,50 km/h,Richmond Road,None
l_1311,n_id490,n_id482,30 km/h,Karangahape Road,None
l_1312,n_id620,n_id604,30 km/h,Karangahape Road,None
l_1313,n_id1104,n_id1118,30 km/h,Quay Street,None
l_1314,n_id639,n_id651,50 km/h,Newton Road,None
l_1315,n_id193,n_id221,50 km/h,Williamson Avenue,None
l_1316,n_id1052,n_id1033,30 km/h,Customs Street W,None
l_1317,n_id248,n_id243,40 km/h,Ponsonby Road,None
l_1318,n_id884,n_id875,40 km/h,Hobson Street,None
l_1319,n_id1057,n_id1080,30 km/h,Customs Street E,None
l_1320,n_id887,n_id883,30 km/h,Queen Street,None
l_1321,n_id708,n_id663,30 km/h,Karangahape Road,None
l_1322,n_id206,n_id203,40 km/h,Ponsonby Road,None
l_1323,n_id744,n_id746,40 km/h,Nelson Street,None
l_1324,n_id124,n_id136,50 km/h,Shelly Beach Road,None
l_1325,n_id1080,n_id1067,30 km/h,Customs Street E,None
l_1326,n_id36,n_id33,50 km/h,Jervois Road,None
l_1327,n_id996,n_id1011,30 km/h,Victoria Street E,None
l_1328,n_id777,n_id789,40 km/h,Nelson Street,None
l_1329,n_id71,n_id87,50 km/h,Williamson Avenue,None
l_1330,n_id266,n_id282,50 km/h,Williamson Avenue,None
l_1331,n_id1057,n_id1052,30 km/h,Queen Street,None
l_1332,n_id1192,n_id1216,30 km/h,Beach Road,None
l_1333,n_id939,n_id932,30 km/h,Albert Street,None
l_1334,n_id732,n_id722,50 km/h,Upper Queen Street,None
l_1335,n_id1173,n_id1164,30 km/h,Quay Street,None
l_1336,n_id169,n_id168,50 km/h,Shelly Beach Road,None
l_1337,n_id255,n_id256,50 km/h,Bond Street,None
l_1338,n_id1067,n_id1052,30 km/h,Customs Street E,None
l_1339,n_id1455,n_id1454,50 km/h,Parnell Road,None
l_1340,n_id1012,n_id1024,50 km/h,Khyber Pass Road,None
l_1341,n_id1199,n_id1207,50 km/h,Khyber Pass Road,None
l_1342,n_id1183,n_id1199,50 km/h,Khyber Pass Road,None
l_1343,n_id260,n_id253,40 km/h,Richmond Road,None
l_1344,n_id984,n_id980,30 km/h,Quay Street,None
l_1345,n_id321,n_id318,30 km/h,Hepburn Street,None
l_1346,n_id228,n_id213,50 km/h,Great North Road,None
l_1347,n_id457,n_id453,60 km/h,Ian McKinnon Drive,None
l_1348,n_id453,n_id445,60 km/h,Ian McKinnon Drive,None
l_1349,n_id29,n_id41,80 km/h,Northwestern Motorway,None
l_1350,n_id1003,n_id1016,30 km/h,Customs Street W,None
l_1351,n_id1166,n_id1158,80 km/h,Entry 2A Wellesley Street,None
l_1352,n_id1102,n_id1085,30 km/h,Symonds Street,None
l_1353,n_id343,n_id347,50 km/h,New North Road,None
l_1354,n_id999,n_id991,30 km/h,Symonds Street,None
l_1355,n_id1458,n_id1455,50 km/h,Parnell Road,None
l_1356,n_id464,n_id460,60 km/h,Ian McKinnon Drive,None
l_1357,n_id1445,n_id1442,50 km/h,Parnell Road,None
l_1358,n_id804,n_id792,30 km/h,Karangahape Road,None
l_1359,n_id725,n_id708,30 km/h,Karangahape Road,None
l_1360,n_id1462,n_id1459,50 km/h,Parnell Road,None
l_1361,n_id259,n_id254,50 km/h,Sandringham Road,None
l_1362,n_id1528,n_id1534,50 km/h,Saint Stephens Avenue,None
l_1363,n_id1510,n_id1523,50 km/h,Saint Stephens Avenue,None
l_1364,n_id663,n_id636,30 km/h,Karangahape Road,None
l_1365,n_id1416,n_id1413,50 km/h,Broadway,None
l_1366,n_id510,n_id515,50 km/h,New North Road,None
l_1367,n_id620,n_id636,30 km/h,Karangahape Road,None
l_1368,n_id402,n_id411,50 km/h,Newton Road,None
l_1369,n_id636,n_id663,30 km/h,Karangahape Road,None
