id,xpos,ypos
b_0,0.09014386637636299,0.032713303903438865
b_1,0.10152632668265962,0.04267814159094297
b_2,0.08472912672643435,0.044412345008875795
b_3,0.08223914241005113,0.04915100144186251
b_4,0.08898413155039724,0.0507949731075028
b_5,0.09714143810002474,0.052157218716834916
b_6,0.07981315278147395,0.05426512255222011
b_7,0.06571733692982529,0.010888177799843125
b_8,0.07693241988369706,0.013906208350814806
b_9,0.06870613835444789,0.019050513998964822
b_10,0.07562724085776072,0.021825684756203896
b_11,0.059966775212587205,0.028981332496002918
b_12,0.0631013369291999,0.03448943422308592
b_13,0.06977771205362919,0.035203312475284486
b_14,0.05351008961069406,0.03812294970501249
b_15,0.06927324266123576,0.04100208996602145
b_16,0.05759925611478938,0.0465081733787082
b_17,0.06505309367282402,0.04701220555988384
b_18,0.04762764746768651,0.05760137720704297
b_19,0.07756391165437188,0.058599595017763594
b_20,0.05690950101648692,0.06500227255547693
b_21,0.24244963758104512,0.07663537860933696
b_22,0.22849410809240903,0.07989191974005291
b_23,0.3652900496744174,0.11645615249551382
b_24,0.32160186391345896,0.11875603387709767
b_25,0.18123748762175296,0.07580713368083859
b_26,0.15236614721657563,0.08779615052131842
b_27,0.17057995130782216,0.09156574173350078
b_28,0.16113292088566855,0.09378117383537286
b_29,0.14611966203857366,0.1029583755571533
b_30,0.15159748628199796,0.11456257111695499
b_31,0.2608143852072767,0.06595267462395805
b_32,0.25447690364671854,0.06887067562857584
b_33,0.2636701017749932,0.0840870869907106
b_34,0.2596255791234927,0.08623306835274064
b_35,0.27173894167467627,0.09420041834323405
b_36,0.2657559369395606,0.0967182339578297
b_37,0.2629800939849311,0.09800724565272166
b_38,0.2764113554603894,0.1136745493401386
b_39,0.28554622553885883,0.1139882496694554
b_40,0.25293492090625225,0.11436589320336643
b_41,0.012530262053656465,0.09230323939679852
b_42,0.011668679777207785,0.09908173540096783
b_43,0.007158913305829644,0.10058264500305225
b_44,0.0030506502607641115,0.10116445276288279
b_45,0.016023073850418734,0.10540010264414124
b_46,0.012132101886193585,0.10621114999702468
b_47,0.0196314995472551,0.10961878511415245
b_48,0.23033826839585428,0.09378847458047472
b_49,0.1952633080271599,0.0949427486017848
b_50,0.19531650550377763,0.11758799430136921
b_51,0.22653055123440688,0.118861565564391
b_52,0.1989663392814436,0.12781379712745677
b_53,0.1940251564788556,0.12916732983264254
b_54,0.18989357793304115,0.1297210167292759
b_55,0.24186726578745069,0.1386811757288049
b_56,0.24478615618656407,0.14034958866386074
b_57,0.23872645392429923,0.14039088577767184
b_58,0.2850205798057885,0.13492575157544134
b_59,0.29796142103504025,0.13494103716408196
b_60,0.2835764197676803,0.1349600121114111
b_61,0.2878828945177536,0.13579118716377833
b_62,0.28171408774461004,0.13598426285660734
b_63,0.2793247616276081,0.13796972002792854
b_64,0.2763869093028565,0.1384200176475429
b_65,0.2510854781723189,0.13888019594702594
b_66,0.2839935662084288,0.13931603586799618
b_67,0.24783304829429242,0.14063133965184615
b_68,0.3609570262419392,0.12428632829489952
b_69,0.30753728049097356,0.1300901653443183
b_70,0.3528192627987346,0.13092663235087973
b_71,0.3603034186775218,0.14048903862396
b_72,0.3197908502733499,0.14737208283527647
b_73,0.3547191582108458,0.1626110261333934
b_74,0.34682014131417077,0.16511339919726972
b_75,0.33813557900481833,0.16745209284236962
b_76,0.33443234576794795,0.1731642547324058
b_77,0.32080151849789607,0.17612360914182276
b_78,0.26013822859546676,0.14501665779605977
b_79,0.2847757284508492,0.14660175591277347
b_80,0.29157957429777726,0.1536310735356826
b_81,0.28480017323204826,0.15979622850030523
b_82,0.2712121969611922,0.16180748409654824
b_83,0.295841502818614,0.16549081998553242
b_84,0.2583069859358714,0.16952606826984434
b_85,0.303947675794936,0.16980506296475745
b_86,0.2887385258137279,0.17195251072150206
b_87,0.26751916739475595,0.1853335413947403
b_88,0.2262838152021963,0.1438575526118662
b_89,0.21489010220667587,0.14572066270675066
b_90,0.2347191128102195,0.1463968309739911
b_91,0.21673200448634689,0.15865684047122985
b_92,0.2436711063206508,0.16009683217802365
b_93,0.1941493243932449,0.16387199761597332
b_94,0.22211331675427365,0.167456368349254
b_95,0.21023089682603974,0.17212964126297725
b_96,0.21893921217569587,0.1734741717033993
b_97,0.1913520151791607,0.17782252071568536
b_98,0.16236136631079653,0.14643153318835933
b_99,0.16882350110807243,0.1487555000869899
b_100,0.14861815181632804,0.15649989466580594
b_101,0.18571630999219582,0.15659020053317532
b_102,0.1555684417716694,0.15852695661916777
b_103,0.15337303098139046,0.16586952454603449
b_104,0.16728088825786153,0.1660088005506788
b_105,0.1587512643345806,0.18007812262703865
b_106,0.18533497601927132,0.18888157763914878
b_107,0.18280664357006424,0.21724384894363202
b_108,0.2578492229480866,0.18561387846335367
b_109,0.2502656546527295,0.18625239532649215
b_110,0.29587221344018605,0.1877534738272967
b_111,0.2779747167057132,0.19297503880972697
b_112,0.25238439441214905,0.1940736400602837
b_113,0.2952431510945136,0.1959822701078672
b_114,0.2692936562113452,0.19666809224573933
b_115,0.29587248131782745,0.197642581159583
b_116,0.2965524865980075,0.2000006248714176
b_117,0.2624542620557329,0.20106524623907907
b_118,0.3059151866500949,0.17958691095578413
b_119,0.3637309462505801,0.18208591147425057
b_120,0.34904239649518687,0.1824789160171863
b_121,0.32791725867784216,0.1847700181093971
b_122,0.31558780783950646,0.1856921376653784
b_123,0.33871179559222253,0.19349288155455344
b_124,0.3356402404759544,0.1965592257367929
b_125,0.3137704812117258,0.1980311638604255
b_126,0.34076168049205147,0.20031293846753628
b_127,0.31642654400251785,0.20427042310399676
b_128,0.2970654341709664,0.2015574029146517
b_129,0.25531148904855144,0.20241056222342163
b_130,0.2976745300840882,0.20363213154011478
b_131,0.2788492591131138,0.20430811416594924
b_132,0.298289443367843,0.20567297842660776
b_133,0.29889441232285896,0.207680821184279
b_134,0.2788678327705854,0.2076984963787131
b_135,0.2994945724399103,0.2096727041021984
b_136,0.263850429206291,0.21105068562189447
b_137,0.30006505431120145,0.21185333702127476
b_138,0.22976978322345498,0.17965299927948283
b_139,0.22017340288538254,0.18987008173084957
b_140,0.20990714250377382,0.19443685471258593
b_141,0.1913799577137936,0.19480625773066876
b_142,0.19015125743219402,0.20049398611032954
b_143,0.18849043775773594,0.2057449507981804
b_144,0.19303680831776965,0.2142846615520702
b_145,0.22684751358149163,0.21559886157382446
b_146,0.23402438685739596,0.23027347568455525
b_147,0.20997937117529572,0.23453386320693642
b_148,0.09493201643075888,0.05765310865360244
b_149,0.08664856481336408,0.05879190957567694
b_150,0.11002341566088375,0.05916833257692562
b_151,0.09178424769195506,0.06202634112538572
